Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
298,2:06:25,Ayad LAMDASSEM,Men,Marathon,11 OCT 1981,ESP,6,Sevilla (ESP),20 FEB 2022
302,2:06:26,David Kemboi KIYENG,Men,Marathon,22 APR 1983,KEN,3,Paris (FRA),05 APR 2009
302,2:06:26,Feysa BEKELE,Men,Marathon,04 AUG 1983,ETH,4,Amsterdam (NED),21 OCT 2012
302,2:06:26,Hidekazu HIJIKATA,Men,Marathon,27 JUN 1997,JPN,2,Otsu (JPN),28 FEB 2021
302,2:06:26,Samsom AMARE,Men,Marathon,01 JAN 1994,ERI,1,Shanghai (CHN),01 DEC 2024
306,2:06:27,Sisay JISA,Men,Marathon,29 DEC 1982,ETH,3,Paris (FRA),15 APR 2012
306,2:06:27,Geoffrey KIRUI,Men,Marathon,16 FEB 1993,KEN,7,Amsterdam (NED),16 OCT 2016
306,2:06:27,Tesfa WOKNETH,Men,Marathon,30 SEP 1984,ETH,4,Sevilla (ESP),23 FEB 2020
306,2:06:27,Tafere ADISU,Men,Marathon,14 SEP 1999,ETH,2,Sevilla (ESP),23 FEB 2025
310,2:06:28,Nathaniel KIPKOSGEI,Men,Marathon,01 SEP 1984,KEN,2,Eindhoven (NED),09 OCT 2011
310,2:06:28,Yohanes GHEBREGERGIS,Men,Marathon,01 JAN 1989,ERI,4,Siena (ITA),11 APR 2021
310,2:06:28,Felix KIBITOK,Men,Marathon,09 JUN 1991,KEN,5,Barcelona (ESP),08 MAY 2022
310,2:06:28,Enock KINYAMAL,Men,Marathon,,KEN,1,Eindhoven (NED),13 OCT 2024
310,2:06:28,Gebise DEBELE,Men,Marathon,11 SEP 2000,ETH,1,Guangzhou (CHN),08 DEC 2024
310,2:06:28,Yugo KASHIWA,Men,Marathon,19 APR 2000,JPN,9,Osaka (JPN),24 FEB 2025
316,2:06:29,Simon KARIUKI,Men,Marathon,01 APR 1996,KEN,8,Tokyo (JPN),03 MAR 2024
316,2:06:29,Lameck TOO,Men,Marathon,1995,KEN,6,Rotterdam (NED),14 APR 2024
318,2:06:30,Melaku BELACHEW,Men,Marathon,19 MAY 1990,ETH,11,Berlin (GER),29 SEP 2024
319,2:06:31,Benjamin KIPTOO,Men,Marathon,10 JAN 1979,KEN,1,Paris (FRA),10 APR 2011
319,2:06:31,Peter Cheruiyot KIRUI,Men,Marathon,02 JAN 1988,KEN,6,Frankfurt (GER),30 OCT 2011
319,2:06:31,Essa Ismail RASHED,Men,Marathon,14 DEC 1986,QAT,8,Amsterdam (NED),20 OCT 2019
319,2:06:31,Hailu ZEWDU,Men,Marathon,02 MAY 1995,ETH,10,Dubai (UAE),24 JAN 2020
319,2:06:31,Douglas CHEBII,Men,Marathon,01 NOV 1993,KEN,3,Linz (AUT),23 OCT 2022
319,2:06:31,Yusuke NISHIYAMA,Men,Marathon,07 NOV 1994,JPN,9,Tokyo (JPN),03 MAR 2024
325,2:06:32,Hicham LAQOUAHI,Men,Marathon,13 JUN 1989,MAR,1,Marrakech (MAR),26 JAN 2020
325,2:06:32,Silas TOO,Men,Marathon,13 JAN 1988,KEN,1,Eindhoven (NED),10 OCT 2021
327,2:06:33,Gert THYS,Men,Marathon,12 NOV 1971,RSA,1,Tokyo (JPN),14 FEB 1999
327,2:06:33,Michael Kosgei ROTICH,Men,Marathon,29 OCT 1982,KEN,1,Paris (FRA),06 APR 2003
327,2:06:33,Nicholas KIPKEMBOI,Men,Marathon,05 JUL 1986,KEN,6,Dubai (UAE),25 JAN 2013
327,2:06:33,Stephen KIPROTICH,Men,Marathon,27 FEB 1989,UGA,2,Tokyo (JPN),22 FEB 2015
327,2:06:33,Mohammed ZIANI,Men,Marathon,01 JAN 1993,MAR,3,Barcelona (ESP),07 NOV 2021
327,2:06:33,Naoki KOYAMA,Men,Marathon,12 MAY 1996,JPN,3,Osaka (JPN),25 FEB 2024
333,2:06:34,Marilson GOMES DOS SANTOS,Men,Marathon,06 AUG 1977,BRA,4,London (GBR),17 APR 2011
333,2:06:34,Nicholas Manza KAMAKYA,Men,Marathon,02 MAR 1985,KEN,4,Amsterdam (NED),16 OCT 2011
333,2:06:34,Lani RUTTO,Men,Marathon,29 MAR 1989,KEN,2,Frankfurt (GER),25 OCT 2015
333,2:06:34,Beshah YERSIIE,Men,Marathon,,ETH,11,Dubai (UAE),24 JAN 2020
337,2:06:35,Stephen TUM,Men,Marathon,12 JUL 1986,KEN,1,Marrakech (MAR),27 JAN 2013
337,2:06:35,Evans KORIR,Men,Marathon,10 JUL 1987,KEN,2,Daegu (KOR),01 APR 2018
337,2:06:35,Hamid BEN DAOUD,Men,Marathon,19 FEB 1996,ESP,12,Valencia (ESP),05 DEC 2021
340,2:06:36,António PINTO,Men,Marathon,22 MAR 1966,POR,1,London (GBR),16 APR 2000
340,2:06:36,Benoit ZWIERZCHLEWSKI,Men,Marathon,19 AUG 1976,FRA,2,Paris (FRA),06 APR 2003
340,2:06:36,Merhawi KESETE,Men,Marathon,01 JAN 1986,ERI,10,Amsterdam (NED),17 OCT 2021
340,2:06:36,Mulugeta DEBASU,Men,Marathon,2005,ETH,6,Amsterdam (NED),15 OCT 2023
344,2:06:37,Charles Karanja KAMAU,Men,Marathon,05 AUG 1997,KEN,4,Osaka (JPN),26 FEB 2023
344,2:06:37,Dominic NGENO,Men,Marathon,1998,KEN,5,Paris (FRA),13 APR 2025
346,2:06:38,Deriba Merga EJIGU,Men,Marathon,26 OCT 1980,ETH,6,London (GBR),13 APR 2008
346,2:06:38,Filmon ANDE,Men,Marathon,10 FEB 1998,ERI,4,Barcelona (ESP),07 NOV 2021
346,2:06:38,Shohei OTSUKA,Men,Marathon,13 AUG 1994,JPN,3,Oita (JPN),02 FEB 2025
349,2:06:39,Belay Asefa BEDADA,Men,Marathon,17 JUN 1992,ETH,2,Sevilla (ESP),17 FEB 2019
349,2:06:39,Abraraw MISGANAW,Men,Marathon,05 SEP 1988,ETH,5,Dubai (UAE),12 FEB 2023
349,2:06:39,Zouhair TALBI,Men,Marathon,08 APR 1995,MAR,1,"Houston, TX (USA)",14 JAN 2024
349,2:06:39,Luke KIPROP,Men,Marathon,2000,KEN,12,Berlin (GER),29 SEP 2024
349,2:06:39,Gilbert KIBET,Men,Marathon,1994,KEN,6,Daegu (KOR),23 FEB 2025
354,2:06:40,Laban MUTAI,Men,Marathon,15 JAN 1988,KEN,1,Eindhoven (NED),13 OCT 2019
354,2:06:40,Andamlak BELIHU,Men,Marathon,20 NOV 1998,ETH,4,Berlin (GER),25 SEP 2022
356,2:06:41,Elijah KEITANY,Men,Marathon,18 OCT 1983,KEN,2,Amsterdam (NED),18 OCT 2009
356,2:06:41,Ernest NGENO,Men,Marathon,20 MAY 1995,KEN,3,Paris (FRA),08 APR 2018
356,2:06:41,Berga BIRHANU BEKELE,Men,Marathon,20 APR 1981,ETH,3,Sevilla (ESP),17 FEB 2019
359,2:06:42,Stephen MOKOKA,Men,Marathon,31 JAN 1985,RSA,5,Osaka (JPN),26 FEB 2023
360,2:06:43,Shumi DECHASA,Men,Marathon,28 MAY 1989,BRN,1,Hamburg (GER),04 MAY 2014
360,2:06:43,Michael KUNYUGA,Men,Marathon,27 JUL 1987,KEN,5,Sevilla (ESP),23 FEB 2020
360,2:06:43,Abdi KEBEDE,Men,Marathon,11 SEP 1997,ETH,7,Siena (ITA),11 APR 2021
363,2:06:44,Josphat KIPRONO,Men,Marathon,12 DEC 1973,KEN,1,Berlin (GER),26 SEP 1999
363,2:06:44,Paul Kiprop KIRUI,Men,Marathon,05 FEB 1980,KEN,2,Rotterdam (NED),09 APR 2006
363,2:06:44,Masresha BERE,Men,Marathon,11 JAN 1998,ETH,6,Hamburg (GER),24 APR 2022
363,2:06:44,Collins Kipkirui KIPKORIR,Men,Marathon,2001,KEN,2,Barcelona (ESP),10 MAR 2024
367,2:06:45,Richard LIMO,Men,Marathon,18 NOV 1980,KEN,2,Amsterdam (NED),21 OCT 2007
367,2:06:45,Abayneh AYELE,Men,Marathon,04 NOV 1987,ETH,6,Dubai (UAE),22 JAN 2016
367,2:06:45,Ryu TAKAKU,Men,Marathon,18 FEB 1993,JPN,8,Tokyo (JPN),01 MAR 2020
367,2:06:45,Kipkemoi KIPRONO,Men,Marathon,12 SEP 1995,KEN,5,Barcelona (ESP),07 NOV 2021
367,2:06:45,Kazuya NISHIYAMA,Men,Marathon,05 NOV 1998,JPN,6,Osaka (JPN),26 FEB 2023
367,2:06:45,Mohamed Reda EL AARABY,Men,Marathon,12 NOV 1989,MAR,3,Sevilla (ESP),23 FEB 2025
373,2:06:46,Abdelkader EL MOUAZIZ,Men,Marathon,1969,MAR,5,"Chicago, IL (USA)",13 OCT 2002
373,2:06:46,Eshetu WENDIMU,Men,Marathon,03 OCT 1986,ETH,3,Dubai (UAE),22 JAN 2010
373,2:06:46,Felix BOUR,Men,Marathon,25 MAR 1994,FRA,16,Valencia (ESP),03 DEC 2023
373,2:06:46,Emile CAIRESS,Men,Marathon,27 DEC 1997,GBR,3,London (GBR),21 APR 2024
377,2:06:47,Fred KIPROP,Men,Marathon,03 JUN 1974,KEN,1,Amsterdam (NED),17 OCT 1999
377,2:06:47,Raymond Kipkoech CHEMWELO,Men,Marathon,19 JUL 1978,KEN,1,Berlin (GER),29 SEP 2002
377,2:06:47,Wilson ONSARE,Men,Marathon,15 JUN 1976,KEN,3,Paris (FRA),06 APR 2003
377,2:06:47,Limenih GETACHEW,Men,Marathon,30 APR 1990,ETH,8,Siena (ITA),11 APR 2021
377,2:06:47,Edmond KIPNGETICH,Men,Marathon,30 MAR 1994,KEN,1,Ljubljana (SLO),22 OCT 2023
377,2:06:47,Wilfred Kirwa KIGEN,Men,Marathon,21 JAN 1986,KEN,3,Abu Dhabi (UAE),14 DEC 2024
383,2:06:48,Driss EL HIMER,Men,Marathon,04 APR 1974,FRA,4,Paris (FRA),06 APR 2003
383,2:06:48,Rachid KISRI,Men,Marathon,01 MAR 1975,MAR,5,Paris (FRA),05 APR 2009
383,2:06:48,Michael KIPYEGO,Men,Marathon,02 OCT 1983,KEN,3,Eindhoven (NED),09 OCT 2011
383,2:06:48,Abraham GIRMA,Men,Marathon,21 SEP 1986,ETH,5,Amsterdam (NED),21 OCT 2012
383,2:06:48,Alfers LAGAT,Men,Marathon,07 AUG 1986,KEN,3,Frankfurt (GER),25 OCT 2015
383,2:06:48,Isaac MPOFU,Men,Marathon,20 AUG 1988,ZIM,12,Valencia (ESP),04 DEC 2022
383,2:06:48,Daniel KIPCHUMBA,Men,Marathon,12 DEC 1997,KEN,2,Beppu (JPN),05 FEB 2023
383,2:06:48,Matthias KYBURZ,Men,Marathon,05 MAR 1990,SUI,4,Sevilla (ESP),23 FEB 2025
