Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1596,2:10:04,Malcolm HICKS,Men,Marathon,19 OCT 1987,NZL,22,Sevilla (ESP),23 FEB 2020
1596,2:10:04,Valentin WITZ,Men,Marathon,12 DEC 1993,FRA,25,Valencia (ESP),04 DEC 2022
1603,2:10:05,Gabriel KAMAU,Men,Marathon,20 MAR 1957,KEN,4,"Chicago, IL (USA)",21 OCT 1984
1603,2:10:05,Phil COPPESS,Men,Marathon,02 SEP 1954,USA,1,St. Paul (USA),06 OCT 1985
1603,2:10:05,Greg VAN HEST,Men,Marathon,03 JUN 1973,NED,10,Rotterdam (NED),18 APR 1999
1603,2:10:05,Tesfaye ETICHA,Men,Marathon,16 SEP 1974,ETH,1,Lausanne (SUI),26 OCT 2003
1603,2:10:05,Thomas KIPLITAN,Men,Marathon,15 JUN 1983,KEN,8,Rotterdam (NED),09 APR 2006
1603,2:10:05,Jamin EKAI,Men,Marathon,20 JUL 1982,KEN,3,Chuncheon (KOR),23 OCT 2016
1609,2:10:06,Artur DE FREITAS CASTRO,Men,Marathon,12 NOV 1967,BRA,1,Venezia (ITA),10 OCT 1993
1609,2:10:06,Raymond KEMBOI,Men,Marathon,08 FEB 1986,KEN,8,Frankfurt (GER),25 OCT 2015
1609,2:10:06,Daniel MESFUN,Men,Marathon,01 JAN 1988,ERI,6,Toronto (CAN),21 OCT 2018
1609,2:10:06,Peter HERZOG,Men,Marathon,01 AUG 1987,AUT,12,London (GBR),04 OCT 2020
1609,2:10:06,Boniface KIBIWOTT,Men,Marathon,1993,KEN,12,Amsterdam (NED),20 OCT 2024
1609,2:10:06,Archie CASTEEL,Men,Marathon,13 AUG 1996,SWE,35,Valencia (ESP),01 DEC 2024
1609,2:10:06,Akito TERUI,Men,Marathon,11 MAY 1994,JPN,34,Osaka (JPN),24 FEB 2025
1609,2:10:06,Naman SIMOTWO KIPYEKO,Men,Marathon,,UGA,5,Milano (ITA),06 APR 2025
1617,2:10:07,Jan HURUK,Men,Marathon,27 JAN 1960,POL,2,London (GBR),12 APR 1992
1617,2:10:07,John MOIBEN,Men,Marathon,12 APR 1968,KEN,7,Paris (FRA),04 APR 1999
1617,2:10:07,Takahiro SUNADA,Men,Marathon,19 JAN 1973,JPN,4,Berlin (GER),10 SEP 2000
1617,2:10:07,Henry SEREM,Men,Marathon,21 JUN 1977,KEN,7,Eindhoven (NED),12 OCT 2003
1617,2:10:07,Joseph KIPTUM ROP,Men,Marathon,,KEN,5,Daegu (KOR),12 APR 2009
1617,2:10:07,Marcin CHABOWSKI,Men,Marathon,28 JUN 1986,POL,4,Düsseldorf (GER),29 APR 2012
1617,2:10:07,Titus Kwemoi MASAI,Men,Marathon,09 OCT 1989,KEN,5,Seoul (KOR),03 NOV 2019
1617,2:10:07,Keisuke TANAKA,Men,Marathon,06 SEP 1988,JPN,43,Otsu (JPN),28 FEB 2021
1617,2:10:07,Joseph MUNYWOKI,Men,Marathon,1992,KEN,1,Warszawa (POL),25 SEP 2022
1617,2:10:07,Mulat BAZEZEW,Men,Marathon,1999,ETH,10,Frankfurt (GER),27 OCT 2024
1627,2:10:08,Geoff SMITH,Men,Marathon,24 OCT 1953,GBR,5,"Chicago, IL (USA)",21 OCT 1984
1627,2:10:08,Tesfaye DADI,Men,Marathon,19 MAY 1969,ETH,3,Rotterdam (NED),21 APR 1991
1627,2:10:08,Thomas Robert NAALI,Men,Marathon,1969,TAN,3,London (GBR),12 APR 1992
1627,2:10:08,Michael KAPKIAI,Men,Marathon,27 DEC 1968,KEN,1,Torino (ITA),24 APR 1994
1627,2:10:08,Larbi ES SRAIDI,Men,Marathon,1983,MAR,2,Utrecht (NED),13 APR 2009
1627,2:10:08,Michael Kimani NJOROGE,Men,Marathon,1972,KEN,1,Taiyuan (CHN),04 SEP 2011
1627,2:10:08,Bunta KUROKI,Men,Marathon,28 JAN 1985,JPN,5,Fukuoka (JPN),02 DEC 2012
1627,2:10:08,Martin CHERUIYOT,Men,Marathon,1986,KEN,1,Málaga (ESP),15 DEC 2019
1627,2:10:08,Sammy ROTICH,Men,Marathon,11 NOV 1986,KEN,2,"Duluth, MN (USA)",18 JUN 2022
1636,2:10:09,Jerome DRAYTON,Men,Marathon,10 JAN 1945,CAN,1,Fukuoka (JPN),07 DEC 1975
1636,2:10:09,Garry HENRY,Men,Marathon,17 MAY 1955,AUS,4,Fukuoka (JPN),07 DEC 1980
1636,2:10:09,El Mustapha NECHCHADI,Men,Marathon,15 NOV 1962,MAR,2,London (GBR),10 MAY 1987
1636,2:10:09,Carles CASTILLEJO,Men,Marathon,18 AUG 1978,ESP,1,Castellón (ESP),18 DEC 2011
1636,2:10:09,Daniel Aschenik DERESE,Men,Marathon,,ETH,7,Seoul (KOR),09 NOV 2014
1636,2:10:09,Charles CHERUIYOT TOROTICH,Men,Marathon,04 AUG 1988,KEN,2,Wien (AUT),10 APR 2016
1636,2:10:09,David NILSSON,Men,Marathon,16 APR 1987,SWE,16,Valencia (ESP),01 DEC 2019
1636,2:10:09,Kevin SEAWARD,Men,Marathon,03 OCT 1983,IRL,26,Sevilla (ESP),23 FEB 2020
1636,2:10:09,Aragaw Yitbarek MESERET,Men,Marathon,15 OCT 1998,ETH,9,Daegu (KOR),03 APR 2022
1645,2:10:10,Ralf SALZMANN,Men,Marathon,06 FEB 1955,FRG,5,Tokyo (JPN),14 FEB 1988
1645,2:10:10,Sakee OSAKI,Men,Marathon,18 AUG 1964,JPN,5,Tokyo (JPN),12 FEB 1996
1645,2:10:10,Henry TARUS,Men,Marathon,06 DEC 1978,KEN,2,Venezia (ITA),28 OCT 2001
1645,2:10:10,El Hassan LAHSSINI,Men,Marathon,01 JAN 1975,FRA,3,Amsterdam (NED),17 OCT 2004
1645,2:10:10,Takashi TOKUNAGA,Men,Marathon,06 JUN 1981,JPN,6,Otsu (JPN),06 MAR 2005
1645,2:10:10,Sahlesilassie NIGUSSIE,Men,Marathon,26 NOV 1995,ETH,1,Stockholm (SWE),01 JUN 2019
