Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
4098,2:13:37,Adam MOTLAGALE,Men,Marathon,06 MAR 1961,RSA,3,Cape Town (RSA),25 FEB 1996
4098,2:13:37,Marcello CURIONI,Men,Marathon,28 MAY 1965,ITA,7,Torino (ITA),11 MAY 1997
4098,2:13:37,John MUTAI,Men,Marathon,26 MAY 1966,KEN,2,Sevilla (ESP),22 FEB 1998
4098,2:13:37,Grzegorz GLOGOSZ,Men,Marathon,16 JUL 1969,POL,1,Casablanca (MAR),29 NOV 1998
4098,2:13:37,Keith CULLEN,Men,Marathon,13 JUN 1972,GBR,15,London (GBR),16 APR 2000
4098,2:13:37,Kefah Anyona KERARO,Men,Marathon,02 FEB 1969,KEN,4,"Cleveland, OH (USA)",30 APR 2000
4098,2:13:37,Tomokazu TAKATSU,Men,Marathon,02 JUL 1975,JPN,12,Otsu (JPN),02 MAR 2003
4098,2:13:37,Fred NTABO GETANGE,Men,Marathon,1975,KEN,5,Reims (FRA),26 OCT 2003
4098,2:13:37,Said BELHOUT,Men,Marathon,16 APR 1975,ALG,9,Paris (FRA),04 APR 2004
4098,2:13:37,Norio KAMIJYO,Men,Marathon,25 MAR 1984,JPN,3,Nagano (JPN),15 APR 2007
4098,2:13:37,José MOREIRA,Men,Marathon,05 MAY 1980,POR,3,Sevilla (ESP),14 FEB 2010
4098,2:13:37,Betram KETER,Men,Marathon,1987,KEN,6,Enschede (NED),22 APR 2012
4098,2:13:37,Barnabas SIGEI,Men,Marathon,1988,KEN,11,Köln (GER),14 OCT 2012
4098,2:13:37,Josphat Kiptanui TOO,Men,Marathon,29 MAY 1986,KEN,9,Hong Kong (HKG),25 JAN 2015
4098,2:13:37,Adere Tola BELETE,Men,Marathon,06 DEC 1983,ETH,7,Dalian (CHN),13 MAY 2018
4098,2:13:37,Hlynur ANDRÉSSON,Men,Marathon,16 SEP 1993,ISL,5,Dresden (GER),21 MAR 2021
4098,2:13:37,Dario CASTRO,Men,Marathon,29 JUN 1989,MEX,17,Hamburg (GER),24 APR 2022
4098,2:13:37,Rahal BOUCHFAR,Men,Marathon,01 APR 2000,MAR,6,Casablanca (MAR),27 OCT 2024
4119,2:13:38,Tadaaki UEOKA,Men,Marathon,27 NOV 1942,JPN,3,Fukuoka (JPN),08 DEC 1968
4119,2:13:38,Andrzej SAJKOWSKI,Men,Marathon,21 MAY 1952,POL,3,Debno (POL),27 APR 1980
4119,2:13:38,Frank PLASSO,Men,Marathon,15 JUN 1960,USA,4,St. Paul (USA),30 SEP 1984
4119,2:13:38,Stephens MORAKE,Men,Marathon,23 JUL 1954,RSA,4,Cape Town (RSA),30 APR 1988
4119,2:13:38,Martin BREMER,Men,Marathon,19 MAR 1970,GER,1,Frankfurt (GER),27 OCT 1996
4119,2:13:38,Igor SIDORENKO,Men,Marathon,22 JUN 1967,UKR,2,Puteaux (FRA),10 NOV 1996
4119,2:13:38,Dagne DEBELA,Men,Marathon,1971,ETH,3,Hofu (JPN),16 DEC 2001
4119,2:13:38,Samuel KIMAIYO,Men,Marathon,02 JUL 1971,KEN,4,Dubai (UAE),11 JAN 2002
4119,2:13:38,Eliud KIRUI,Men,Marathon,15 AUG 1975,KEN,2f1,Verona (ITA),08 FEB 2009
4119,2:13:38,Nabil BEN KRAMA,Men,Marathon,23 MAR 1980,ALG,1,Algiers (ALG),04 JUN 2010
4119,2:13:38,Victor KIMELI,Men,Marathon,1986,KEN,2,Verona (ITA),07 OCT 2012
4119,2:13:38,Sho MATSUMOTO,Men,Marathon,19 OCT 1988,JPN,5,Nobeoka (JPN),10 FEB 2013
4119,2:13:38,Melly RODGERS,Men,Marathon,1988,KEN,2,Münster (GER),11 SEP 2016
4119,2:13:38,Edwin DE VRIES,Men,Marathon,11 DEC 1992,NED,20,Berlin (GER),29 SEP 2019
4119,2:13:38,Leonid LATSEPOV,Men,Marathon,22 MAR 1998,EST,11,Wien (AUT),21 APR 2024
