Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1895,2:10:43,Johnatas DE OLIVEIRA,Men,Marathon,18 SEP 1990,BRA,14,Hamburg (GER),23 APR 2023
1895,2:10:43,Levente SZEMEREI,Men,Marathon,25 JAN 2000,HUN,1,Warszawa (POL),29 SEP 2024
1903,2:10:44,Aleksey ZHELONKIN,Men,Marathon,21 JAN 1966,RUS,6,Fukuoka (JPN),05 DEC 1993
1903,2:10:44,Stephen RUGUT,Men,Marathon,07 APR 1976,KEN,1,Carpi (ITA),10 OCT 1999
1903,2:10:44,Boubker EL AFFOUI,Men,Marathon,1969,MAR,1,Casablanca (MAR),28 NOV 1999
1903,2:10:44,Kazutaka ENOKI,Men,Marathon,07 JUN 1974,JPN,1,Beppu (JPN),06 FEB 2000
1903,2:10:44,Yasuaki YAMAMOTO,Men,Marathon,05 AUG 1972,JPN,6,Otsu (JPN),05 MAR 2000
1903,2:10:44,Johnstone Kipkorir CHEPKWONY,Men,Marathon,05 MAY 1984,KEN,3,Reims (FRA),26 OCT 2003
1903,2:10:44,Thomas Nyakundi OMWENGA,Men,Marathon,22 NOV 1979,KEN,4,Seoul (KOR),07 NOV 2004
1903,2:10:44,Kazuki IKENAGA,Men,Marathon,17 FEB 1984,JPN,8,Otsu (JPN),02 MAR 2008
1903,2:10:44,Rafael IGLESIAS,Men,Marathon,05 JUL 1979,ESP,1,San Sebastián (ESP),29 NOV 2009
1903,2:10:44,Eliud KIPLAGAT,Men,Marathon,1985,KEN,1,Lyon (FRA),06 OCT 2013
1903,2:10:44,Lemawork KETEMA,Men,Marathon,22 OCT 1985,AUT,11,Wien (AUT),07 APR 2019
1903,2:10:44,Haruto ONO,Men,Marathon,14 APR 2000,JPN,31,Osaka (JPN),25 FEB 2024
1915,2:10:45,Koen ALLAERT,Men,Marathon,29 SEP 1972,BEL,12,Rotterdam (NED),22 APR 2001
1915,2:10:45,Getuli AMNAAY BAYO,Men,Marathon,07 JUN 1980,TAN,3,Zürich (SUI),03 APR 2005
1915,2:10:45,Philip KIRUI,Men,Marathon,11 SEP 1973,KEN,9,Paris (FRA),09 APR 2006
1915,2:10:45,Abraham KETER,Men,Marathon,1984,KEN,1,Eldoret (KEN),09 DEC 2007
1915,2:10:45,Thomson CHEROGONY,Men,Marathon,12 NOV 1978,KEN,7,Reims (FRA),19 OCT 2008
1915,2:10:45,Satoshi YOSHII,Men,Marathon,27 OCT 1983,JPN,7,Otsu (JPN),06 MAR 2011
1915,2:10:45,Getachew ABAYU,Men,Marathon,,ETH,1,Barcelona (ESP),16 MAR 2014
1915,2:10:45,Augustine RONOH,Men,Marathon,1982,KEN,5,Hannover (GER),19 APR 2015
1915,2:10:45,Eliud TARUS,Men,Marathon,03 MAR 1993,KEN,9,Amsterdam (NED),18 OCT 2015
1915,2:10:45,Jared WARD,Men,Marathon,09 SEP 1988,USA,6,"New York, NY (USA)",03 NOV 2019
1915,2:10:45,Houssame Eddine BENABBOU,Men,Marathon,25 MAY 1993,ESP,20,Valencia (ESP),01 DEC 2019
1915,2:10:45,Joel MWAURA,Men,Marathon,20 JAN 1999,KEN,12,Fukuoka (JPN),04 DEC 2022
1915,2:10:45,Nathan MARTIN,Men,Marathon,18 DEC 1989,USA,4,"Duluth, MN (USA)",17 JUN 2023
1928,2:10:46,Mohamed GUENNANI,Men,Marathon,02 MAR 1972,MAR,4,Paris (FRA),05 APR 1998
1928,2:10:46,Zhuhong LI,Men,Marathon,22 OCT 1983,CHN,7,Beijing (CHN),14 OCT 2001
1928,2:10:46,Peter Korir KIPKASI,Men,Marathon,1973,KEN,1,San Sebastián (ESP),23 NOV 2003
1928,2:10:46,Janne HOLMÉN,Men,Marathon,26 SEP 1977,FIN,9,Rotterdam (NED),13 APR 2008
1928,2:10:46,Hiroki KADOTA,Men,Marathon,01 MAY 1985,JPN,2,Oita (JPN),01 FEB 2015
1928,2:10:46,Tadashi SUZUKI,Men,Marathon,01 OCT 1988,JPN,4,Hofu (JPN),20 DEC 2020
1928,2:10:46,Roman FOSTI,Men,Marathon,06 JUN 1983,EST,29,Siena (ITA),11 APR 2021
1928,2:10:46,Richard ROP,Men,Marathon,,KEN,30,Sevilla (ESP),19 FEB 2023
1928,2:10:46,Takashi SOMA,Men,Marathon,17 APR 1998,JPN,3,Nobeoka (JPN),11 FEB 2024
1937,2:10:47,Dick QUAX,Men,Marathon,1948,NZL,1,"Eugene, OR (USA)",07 SEP 1980
1937,2:10:47,Maurilio CASTILLO,Men,Marathon,01 DEC 1962,MEX,3,Tokyo (JPN),10 FEB 1991
1937,2:10:47,Michael SCOUT,Men,Marathon,05 DEC 1964,RSA,3,Durban (RSA),20 JUL 1991
1937,2:10:47,Ken-ichi SUZUKI,Men,Marathon,06 APR 1967,JPN,12,Berlin (GER),28 SEP 1997
1937,2:10:47,Jonathan CHERONO,Men,Marathon,06 MAY 1987,KEN,8,Beijing (CHN),14 OCT 2001
1937,2:10:47,Hosea KIMUTAI KIPTANUI,Men,Marathon,1978,KEN,1,Brescia (ITA),14 MAR 2004
1937,2:10:47,Benjamin ITOK,Men,Marathon,1972,KEN,1,Linz (AUT),23 APR 2006
1937,2:10:47,Brian SELL,Men,Marathon,11 APR 1979,USA,6,"Chicago, IL (USA)",22 OCT 2006
1937,2:10:47,Francis KIPKETER,Men,Marathon,17 APR 1976,KEN,5,Paris (FRA),15 APR 2007
1937,2:10:47,Günther WEIDLINGER,Men,Marathon,05 APR 1978,AUT,10,Frankfurt (GER),25 OCT 2009
1937,2:10:47,Dylan WYKES,Men,Marathon,06 JUN 1983,CAN,7,Rotterdam (NED),15 APR 2012
1937,2:10:47,Dennis Musembi NDISO,Men,Marathon,31 DEC 1983,KEN,2,Chongqing (CHN),23 MAR 2013
1937,2:10:47,Hassan OMANGA,Men,Marathon,1990,KEN,2,Łódź (POL),13 APR 2014
1937,2:10:47,Matthew KIPROTICH,Men,Marathon,15 JAN 1991,KEN,1,Hofu (JPN),15 DEC 2019
1937,2:10:47,Augustus MAIYO,Men,Marathon,10 MAY 1983,USA,5,"Atlanta, GA (USA)",29 FEB 2020
1937,2:10:47,Yusuke TOBIMATSU,Men,Marathon,28 AUG 1991,JPN,4,Hofu (JPN),19 DEC 2021
1937,2:10:47,Takanori OGATA,Men,Marathon,25 JUL 2000,JPN,8,Oita (JPN),04 FEB 2024
1937,2:10:47,Matthew RICHTMAN,Men,Marathon,,USA,4,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024
1955,2:10:48,Bill ADCOCKS,Men,Marathon,11 NOV 1941,GBR,1,Fukuoka (JPN),08 DEC 1968
1955,2:10:48,Juan Francisco ROMERA,Men,Marathon,31 OCT 1960,ESP,3,London (GBR),22 APR 1990
1955,2:10:48,Rex WILSON,Men,Marathon,10 APR 1960,NZL,3,"Chicago, IL (USA)",28 OCT 1990
1955,2:10:48,Abebe SEYOUM,Men,Marathon,,ETH,1,Marrakech (MAR),27 JAN 2008
1955,2:10:48,Shoya OSAKI,Men,Marathon,01 AUG 1991,JPN,10,Oita (JPN),03 FEB 2019
1955,2:10:48,Silas MUTURI,Men,Marathon,1984,KEN,13,Seoul (KOR),17 MAR 2024
1961,2:10:49,Jacques BOXBERGER,Men,Marathon,16 APR 1949,FRA,1,Paris (FRA),11 MAY 1985
1961,2:10:49,Yuji NAKAMURA,Men,Marathon,29 APR 1970,JPN,1,Otsu (JPN),19 MAR 1995
1961,2:10:49,José Ramon REY,Men,Marathon,03 NOV 1967,ESP,1,Sevilla (ESP),25 FEB 2001
1961,2:10:49,Khalid BOUMELILI,Men,Marathon,10 APR 1978,MAR,1,Marrakech (MAR),18 JAN 2004
1961,2:10:49,Degene GUTA,Men,Marathon,05 AUG 1981,ETH,1,Dubai (UAE),06 JAN 2005
1961,2:10:49,Adam DRACZYŃSKI,Men,Marathon,03 JAN 1976,POL,5,Wien (AUT),18 APR 2010
1961,2:10:49,Sammy CHUMBA,Men,Marathon,09 AUG 1978,KEN,6,Marrakech (MAR),29 JAN 2012
1961,2:10:49,Moses Ndiema KIPSIRO,Men,Marathon,02 SEP 1986,UGA,4,Ottawa (CAN),28 MAY 2017
1961,2:10:49,Tsubasa HAYAKAWA,Men,Marathon,02 JUL 1990,JPN,50,Otsu (JPN),28 FEB 2021
1961,2:10:49,Luka MUSEMBI,Men,Marathon,12 DEC 2000,KEN,1,Sapporo (JPN),28 AUG 2022
1961,2:10:49,Yongzheng HUANG,Men,Marathon,17 NOV 2000,CHN,9,Wuxi (CHN),19 MAR 2023
1972,2:10:50,Eamonn MARTIN,Men,Marathon,09 OCT 1958,GBR,1,London (GBR),18 APR 1993
1972,2:10:50,Jung-Won KIM,Men,Marathon,20 SEP 1973,PRK,1,Pyongyang (PRK),10 MAR 1996
1972,2:10:50,Jan BIALK,Men,Marathon,04 SEP 1969,POL,2,Hamburg (GER),27 APR 1997
1972,2:10:50,Douglas RONO,Men,Marathon,29 DEC 1974,KEN,3,Eindhoven (NED),13 OCT 2002
1972,2:10:50,Masaya SHIMIZU,Men,Marathon,12 NOV 1980,JPN,4f1,Otsu (JPN),01 MAR 2009
1972,2:10:50,Japhet KIPKORIR,Men,Marathon,07 APR 1981,KEN,3,Gold Coast (AUS),03 JUL 2011
1972,2:10:50,Raymond BETT,Men,Marathon,31 JAN 1984,KEN,7,Düsseldorf (GER),28 APR 2013
1972,2:10:50,Tsuyoshi UGACHI,Men,Marathon,27 APR 1987,JPN,9,Fukuoka (JPN),07 DEC 2014
1972,2:10:50,Shota SAITO,Men,Marathon,17 JAN 1993,JPN,16,Oita (JPN),02 FEB 2020
1972,2:10:50,Rogers KEROR,Men,Marathon,02 FEB 1994,KEN,3,Roma (ITA),19 MAR 2023
1972,2:10:50,Kifele KEFYALEW,Men,Marathon,2004,ETH,2,Zürich (SUI),23 APR 2023
1972,2:10:50,Yakoub LABQUIRA,Men,Marathon,14 JUN 1994,MAR,8,Košice (SVK),06 OCT 2024
1972,2:10:50,Ryuichi YOSHIOKA,Men,Marathon,17 SEP 1998,JPN,8,Fukuoka (JPN),01 DEC 2024
1985,2:10:51,Bernard FORD,Men,Marathon,03 AUG 1952,GBR,4,Fukuoka (JPN),02 DEC 1979
1985,2:10:51,Jun HIRATSUKA,Men,Marathon,08 JAN 1969,JPN,8,Fukuoka (JPN),03 DEC 1995
1985,2:10:51,Chaham EL MAATI,Men,Marathon,15 MAR 1966,MAR,1,Lyon (FRA),04 OCT 1998
1985,2:10:51,Joshua Rop KIPCHUMBA,Men,Marathon,12 DEC 1968,KEN,4,Torino (ITA),26 MAR 2000
1985,2:10:51,Ken-ichi TAKAHASHI,Men,Marathon,16 JAN 1973,JPN,1,Tokyo (JPN),18 FEB 2001
1985,2:10:51,Yukihiro KITAOKA,Men,Marathon,02 NOV 1982,JPN,4,Otsu (JPN),07 MAR 2010
1985,2:10:51,Guta BIRBO,Men,Marathon,31 MAY 1984,ETH,12,Paris (FRA),11 APR 2010
1985,2:10:51,Abo GELATO,Men,Marathon,1994,ETH,17,Amsterdam (NED),15 OCT 2017
1985,2:10:51,Jeison Alexander SUAREZ,Men,Marathon,21 MAR 1991,COL,14,Enschede (NED),18 APR 2021
1985,2:10:51,Abraham KIPYATICH,Men,Marathon,10 MAY 1993,KEN,9,Wien (AUT),24 APR 2022
1995,2:10:52,Goe-Chun SON,Men,Marathon,02 JUN 1952,PRK,1,Essonne (FRA),16 MAR 1980
1995,2:10:52,Kevin FORSTER,Men,Marathon,27 SEP 1958,GBR,2,London (GBR),17 APR 1988
1995,2:10:52,Elias CHEBET,Men,Marathon,1974,KEN,4,Hamburg (GER),25 APR 1999
1995,2:10:52,Enock MITEI,Men,Marathon,26 NOV 1980,KEN,3,Milano (ITA),28 NOV 2004
1995,2:10:52,David RAMARD,Men,Marathon,03 FEB 1978,FRA,11,Paris (FRA),09 APR 2006
1995,2:10:52,Peter Nderitu MURIUKI,Men,Marathon,1983,KEN,3,Venezia (ITA),24 OCT 2010
