Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
4383,2:13:53,Aspel KIPTOO,Men,Marathon,,KEN,11,Eindhoven (NED),13 OCT 2024
4402,2:13:54,Mark BURNHOPE,Men,Marathon,20 MAR 1960,GBR,10,London (GBR),21 APR 1985
4402,2:13:54,Dmitriy FEOKTISTOV,Men,Marathon,1960,URS,8,Mogilyov (URS),15 JUN 1985
4402,2:13:54,Setsuo MAEDA,Men,Marathon,05 JUN 1959,JPN,10,Otsu (JPN),08 MAR 1987
4402,2:13:54,Yoshizo MORITA,Men,Marathon,09 JAN 1956,JPN,7,Beijing (CHN),18 OCT 1987
4402,2:13:54,Yuichi CHIBA,Men,Marathon,01 NOV 1968,JPN,5,Otsu (JPN),10 MAR 1991
4402,2:13:54,Sam CAREY,Men,Marathon,25 DEC 1964,GBR,30,London (GBR),21 APR 1991
4402,2:13:54,Chad BENNION,Men,Marathon,06 SEP 1964,USA,2,"Duluth, MN (USA)",20 JUN 1992
4402,2:13:54,Isaac TSHABALALA,Men,Marathon,30 JUL 1960,RSA,2,Port Elizabeth (RSA),11 MAR 1995
4402,2:13:54,James KURIA KARANJA,Men,Marathon,12 MAY 1979,KEN,3,"Austin, TX (USA)",16 FEB 2003
4402,2:13:54,Justin YOUNG,Men,Marathon,25 JUL 1979,USA,13,Rotterdam (NED),13 APR 2008
4402,2:13:54,Benson KIPKOSGEI RUTO,Men,Marathon,1974,KEN,3,Nagpur (IND),31 JAN 2010
4402,2:13:54,Timothy Kibet CHELIMO,Men,Marathon,,KEN,3,Moshi (TAN),03 MAR 2012
4402,2:13:54,Kwang-Hyok KIM,Men,Marathon,22 JAN 1988,PRK,4,Pyongyang (PRK),08 APR 2012
4402,2:13:54,Hiroto KUNISHI,Men,Marathon,12 AUG 1993,JPN,53,Tokyo (JPN),01 MAR 2020
4402,2:13:54,Üzeyir SÖYLEMEZ,Men,Marathon,08 JUN 1988,TUR,2,Trabzon (TUR),21 FEB 2021
4402,2:13:54,Edward MOTHIBI,Men,Marathon,10 NOV 1984,RSA,13,Cape Town (RSA),17 OCT 2021
4402,2:13:54,Xiaohua YANG,Men,Marathon,12 DEC 2001,CHN,20,Wuxi (CHN),19 MAR 2023
4402,2:13:54,Josphat Kipkoech BETT,Men,Marathon,12 JUN 1990,KEN,7,La Rochelle (FRA),26 NOV 2023
4402,2:13:54,Dennis KIPKOSGEI,Men,Marathon,,KEN,9,Madrid (ESP),28 APR 2024
4421,2:13:55,Basil HEATLEY,Men,Marathon,25 DEC 1933,GBR,1,Chiswick (GBR),13 JUN 1964
4421,2:13:55,Gino BRACKEVELT,Men,Marathon,29 AUG 1960,BEL,1,Berchem (BEL),20 SEP 1985
4421,2:13:55,Kingston MILLS,Men,Marathon,14 MAR 1955,IRL,10,Berlin (GER),28 SEP 1986
4421,2:13:55,Leonardo CROCE,Men,Marathon,25 JAN 1964,ITA,1,Cesano Boscone (ITA),22 NOV 1987
4421,2:13:55,Neji MAKLOUF,Men,Marathon,26 SEP 1962,TUN,2,Avigliana (ITA),30 SEP 1990
4421,2:13:55,Janusz WÓJCIK,Men,Marathon,29 FEB 1964,POL,1,Toruń (POL),01 MAY 1994
4421,2:13:55,Aleksandr BURTSEV,Men,Marathon,13 FEB 1965,BLR,5,Puteaux (FRA),10 NOV 1996
4421,2:13:55,Stephen BROOKS,Men,Marathon,08 JUN 1970,GBR,15,London (GBR),13 APR 1997
4421,2:13:55,Marco CALDERONE,Men,Marathon,19 JUN 1968,ITA,5,Carpi (ITA),12 OCT 1997
4421,2:13:55,Joseph LEMAY,Men,Marathon,05 DEC 1966,USA,1,"Sacramento, CA (USA)",05 DEC 1999
4421,2:13:55,Elijah MUTANDIKO,Men,Marathon,29 JUL 1975,ZIM,7,Wien (AUT),16 MAY 2004
4421,2:13:55,Jonathan KIPSAINA,Men,Marathon,28 FEB 1973,KEN,2,Enschede (NED),22 APR 2007
4421,2:13:55,Kazuyuki MAEDA,Men,Marathon,10 FEB 1980,JPN,1f1,Nobeoka (JPN),15 FEB 2009
4421,2:13:55,Myong-kee LEE,Men,Marathon,10 OCT 1983,KOR,9,Seoul (KOR),14 MAR 2009
4421,2:13:55,Mark KENNEALLY,Men,Marathon,18 APR 1981,IRL,18,Amsterdam (NED),16 OCT 2011
4421,2:13:55,Loritenyang PKUMUN MEKELINYANG,Men,Marathon,,KEN,6,Beirut (LBN),27 NOV 2011
4421,2:13:55,Julius KILIMO,Men,Marathon,,KEN,4,Moshi (TAN),03 MAR 2012
4421,2:13:55,Giovanni GUALDI,Men,Marathon,25 NOV 1979,ITA,16,Berlin (GER),30 SEP 2012
4421,2:13:55,Wilfred KIPTOO,Men,Marathon,14 DEC 1994,KEN,7,Stockholm (SWE),09 OCT 2021
4421,2:13:55,Amanuel KIPKOGEI,Men,Marathon,1986,KEN,7,Nairobi (KEN),29 OCT 2023
4421,2:13:55,Yufan CHEN,Men,Marathon,26 MAR 2004,CHN,24,Beijing (CHN),03 NOV 2024
4442,2:13:56,Siphiwe GQELE,Men,Marathon,28 FEB 1952,RSA,3,Port Elizabeth (RSA),01 MAY 1982
4442,2:13:56,Zenon PONIATOWSKI,Men,Marathon,09 NOV 1954,POL,1,Cesano Boscone (ITA),23 NOV 1986
4442,2:13:56,Gianluigi CURRELI,Men,Marathon,22 MAR 1966,ITA,3,Puteaux (FRA),14 MAR 1993
4442,2:13:56,Masayuki SATOUCHI,Men,Marathon,21 MAY 1976,JPN,4,Beppu (JPN),06 FEB 2000
4442,2:13:56,Ulrich STEIDL,Men,Marathon,06 MAR 1972,GER,8,Pyongyang (PRK),09 APR 2000
4442,2:13:56,Philip SEREM,Men,Marathon,03 OCT 1978,KEN,22,Paris (FRA),06 APR 2008
4442,2:13:56,Youcai LI,Men,Marathon,20 DEC 1982,CHN,13,Beijing (CHN),18 OCT 2009
4442,2:13:56,David MOSOP,Men,Marathon,,KEN,9,Nairobi (KEN),25 OCT 2009
