Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
5287,2:14:50,Danny Tshidind KASSAP,Men,Marathon,24 JUN 1982,COD,1,Toronto (CAN),26 SEP 2004
5287,2:14:50,Willy ROTICH,Men,Marathon,23 MAR 1976,KEN,13,Eindhoven (NED),09 OCT 2005
5287,2:14:50,Wilson BOIT,Men,Marathon,,KEN,18,Hamburg (GER),27 APR 2008
5287,2:14:50,Boaz MAYAKA,Men,Marathon,,KEN,14,Wien (AUT),19 APR 2009
5287,2:14:50,Tim RITCHIE,Men,Marathon,07 AUG 1987,USA,6,St. Paul (USA),06 OCT 2013
5287,2:14:50,Sho MATSUEDA,Men,Marathon,09 SEP 1989,JPN,6,Nobeoka (JPN),08 FEB 2015
5287,2:14:50,Timothée BOMMIER,Men,Marathon,11 OCT 1986,FRA,13,Dubai (UAE),20 JAN 2017
5287,2:14:50,Benson KIMUTAI,Men,Marathon,01 DEC 1982,KEN,10,Hong Kong (HKG),12 FEB 2017
5287,2:14:50,Issac KIBIWOT,Men,Marathon,,KEN,14,Rotterdam (NED),07 APR 2019
5287,2:14:50,Berhanu DEGEFA,Men,Marathon,22 NOV 1986,ETH,11,Daegu (KOR),07 APR 2019
5287,2:14:50,Caleb KERR,Men,Marathon,26 DEC 1993,USA,12,"Duluth, MN (USA)",18 JUN 2022
5287,2:14:50,Daigo TOMIMURA,Men,Marathon,01 JAN 2003,JPN,16,Oita (JPN),04 FEB 2024
5313,2:14:51,Sueki TANAKA,Men,Marathon,05 JAN 1947,JPN,2,Oita (JPN),01 FEB 1976
5313,2:14:51,Takefumi FUKUDA,Men,Marathon,14 OCT 1963,JPN,9,Beppu (JPN),07 FEB 1988
5313,2:14:51,Mirosław DZIENISIK,Men,Marathon,15 FEB 1959,POL,5,Puteaux (FRA),16 SEP 1990
5313,2:14:51,Cherkaoui LAALAMI,Men,Marathon,02 JUL 1977,MAR,3,Trieste (ITA),03 MAY 2009
5313,2:14:51,William SUPARIMUK,Men,Marathon,1977,KEN,2,Lille (FRA),16 MAY 2010
5313,2:14:51,Tesfamariam SOLOMON,Men,Marathon,12 DEC 1976,ERI,20,Berlin (GER),27 SEP 2015
5313,2:14:51,Ouais ZITANE,Men,Marathon,17 JAN 1986,MAR,11,Valencia (ESP),20 NOV 2016
5313,2:14:51,Fábio OLIVEIRA,Men,Marathon,30 DEC 1990,POR,53,Sevilla (ESP),20 FEB 2022
5313,2:14:51,Samuel SOUZA DO NASCIMENTO,Men,Marathon,17 AUG 1988,BRA,46,Valencia (ESP),04 DEC 2022
5322,2:14:52,Hirokazu OKABE,Men,Marathon,04 AUG 1941,JPN,2,Oita (JPN),13 FEB 1966
5322,2:14:52,Yetneberk BELELE,Men,Marathon,25 OCT 1947,ETH,1,Addis Abeba (ETH),27 MAY 1972
5322,2:14:52,Andrzej JAROSIEWICZ,Men,Marathon,08 FEB 1948,POL,1,Otwock (POL),20 AUG 1978
5322,2:14:52,Peter RUSMAN,Men,Marathon,29 AUG 1953,NED,9,Rotterdam (NED),20 APR 1985
5322,2:14:52,Alejandro AROS,Men,Marathon,14 JUL 1967,CHI,2,Santiago de Chile (CHI),29 APR 1990
5322,2:14:52,Jiri MUTU,Men,Marathon,30 OCT 1966,CHN,7,Beijing (CHN),11 OCT 1992
5322,2:14:52,Robin NASH,Men,Marathon,09 FEB 1959,GBR,17,Berlin (GER),25 SEP 1994
5322,2:14:52,Ibrahim KINUTHIA,Men,Marathon,22 MAY 1963,KEN,11,"Chicago, IL (USA)",15 OCT 1995
