Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
3701,2:13:12,Chris STEWART,Men,Marathon,04 SEP 1946,GBR,5,Fukuoka (JPN),08 DEC 1974
3701,2:13:12,Manuel VERA,Men,Marathon,19 MAR 1951,MEX,5,"Los Angeles, CA (USA)",06 MAR 1988
3701,2:13:12,Cornelius SAELMANS,Men,Marathon,21 JUN 1960,BEL,1,Maassluis (NED),09 APR 1988
3701,2:13:12,Toshinobu SATO,Men,Marathon,15 AUG 1962,JPN,3,Beijing (CHN),11 OCT 1992
3701,2:13:12,Juan TORRES,Men,Marathon,15 MAR 1959,ESP,5,Carpi (ITA),24 OCT 1993
3701,2:13:12,El Mostafa DAMAOUI,Men,Marathon,03 APR 1970,MAR,1,Casablanca (MAR),30 NOV 1997
3701,2:13:12,Barnabas KENDUIYWO,Men,Marathon,1974,KEN,5,Köln (GER),05 OCT 2003
3701,2:13:12,Clodoaldo GOMES DA SILVA,Men,Marathon,19 AUG 1976,BRA,6,Hamburg (GER),24 APR 2005
3701,2:13:12,Wellay AMARE,Men,Marathon,1985,ETH,8,Daegu (KOR),11 APR 2010
3701,2:13:12,Gilbert Kibiwott ROTICH,Men,Marathon,1984,KEN,4,Enschede (NED),25 APR 2010
3701,2:13:12,Abel KABOCI,Men,Marathon,,KEN,4,København (DEN),13 MAY 2018
3701,2:13:12,Kalipus LOMWAI,Men,Marathon,10 OCT 1995,KEN,6,Beirut (LBN),11 NOV 2018
3713,2:13:13,Makoto HATTORI,Men,Marathon,09 SEP 1952,JPN,8,Fukuoka (JPN),07 DEC 1975
3713,2:13:13,Joel ONWONGA,Men,Marathon,29 DEC 1972,KEN,1,St. Paul (USA),06 OCT 1996
3713,2:13:13,Yosuke OSAWA,Men,Marathon,01 SEP 1967,JPN,8,St. Paul (USA),08 OCT 2000
3713,2:13:13,Simon MPHOLO,Men,Marathon,17 AUG 1975,RSA,1,Port Elizabeth (RSA),02 DEC 2001
3713,2:13:13,Yevgeniy BOZHKO,Men,Marathon,01 JUN 1975,UKR,2,"Dallas, TX (USA)",10 DEC 2006
3713,2:13:13,Solomon NEGASH,Men,Marathon,,ETH,12,Dubai (UAE),18 JAN 2008
3713,2:13:13,Young-jin YU,Men,Marathon,27 MAR 1979,KOR,8,Seoul (KOR),21 MAR 2010
3713,2:13:13,Shota YAMAGUCHI,Men,Marathon,19 DEC 1985,JPN,6,Nagano (JPN),19 APR 2015
3713,2:13:13,Daniel YATOR,Men,Marathon,1988,KEN,4,Stockholm (SWE),03 JUN 2017
3713,2:13:13,Nao KAZAMI,Men,Marathon,09 APR 1983,JPN,48,Tokyo (JPN),01 MAR 2020
3713,2:13:13,Worku DIRES,Men,Marathon,06 JUN 1997,ETH,12,Rotterdam (NED),24 OCT 2021
3713,2:13:13,Jordan GUSMAN,Men,Marathon,30 JAN 1994,MLT,19,"Chicago, IL (USA)",08 OCT 2023
3713,2:13:13,Felix KIPSANG,Men,Marathon,,KEN,4,Casablanca (MAR),27 OCT 2024
3713,2:13:13,Dominick Kipkirui BETT,Men,Marathon,23 JUL 1996,KEN,2,Nairobi (KEN),27 OCT 2024
