Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2295,2:11:16,James Kariuki MBUGUA,Men,Marathon,14 APR 1987,KEN,5,Ottawa (CAN),26 MAY 2013
2295,2:11:16,Ezekiel KIMELI,Men,Marathon,,KEN,5,Madrid (ESP),22 APR 2018
2295,2:11:16,Yuichi OKUTANI,Men,Marathon,08 AUG 1991,JPN,18,Oita (JPN),02 FEB 2020
2295,2:11:16,Kidanemariam ASFIE,Men,Marathon,,ETH,10,Abu Dhabi (UAE),14 DEC 2024
2295,2:11:16,Kipkorir GENICIOUS,Men,Marathon,,KEN,4,Málaga (ESP),15 DEC 2024
2306,2:11:17,Seiichiro SASAKI,Men,Marathon,02 SEP 1945,JPN,2,Fukuoka (JPN),03 DEC 1967
2306,2:11:17,Jack FULTZ,Men,Marathon,27 AUG 1948,USA,4,"Boston, MA (USA)",17 APR 1978
2306,2:11:17,Herbert STEFFNY,Men,Marathon,05 SEP 1953,FRG,5,"Chicago, IL (USA)",26 OCT 1986
2306,2:11:17,Todd WILLIAMS,Men,Marathon,07 MAR 1969,USA,10,"Chicago, IL (USA)",19 OCT 1997
2306,2:11:17,Charles TANGUS,Men,Marathon,04 JUN 1974,KEN,2,Cesano Boscone (ITA),18 OCT 1998
2306,2:11:17,Oleg BOLOKHOVETS,Men,Marathon,20 APR 1976,RUS,2,Sevilla (ESP),29 FEB 2004
2306,2:11:17,Satoru KASUYA,Men,Marathon,08 JUL 1983,JPN,8,Otsu (JPN),06 MAR 2011
2306,2:11:17,Peter KARIUKI,Men,Marathon,31 DEC 1985,KEN,1,Graz (AUT),14 OCT 2012
2314,2:11:18,David MURPHY,Men,Marathon,04 MAR 1957,GBR,2,Sydney (AUS),12 JUN 1983
2314,2:11:18,Wiktor SAWICKI,Men,Marathon,20 MAY 1955,POL,2,Debno (POL),06 APR 1986
2314,2:11:18,António RODRIGUES,Men,Marathon,14 JUN 1963,POR,4,Paris (FRA),25 APR 1993
2314,2:11:18,Fernando COUTO,Men,Marathon,04 DEC 1959,POR,12,San Sebastián (ESP),31 OCT 1993
2314,2:11:18,Mituhiro ANJO,Men,Marathon,26 OCT 1977,JPN,8,Otsu (JPN),03 MAR 2002
2314,2:11:18,Satoshi WATANABE,Men,Marathon,27 FEB 1977,JPN,9,Otsu (JPN),02 MAR 2003
2314,2:11:18,Ahmed EZZOBAYRY,Men,Marathon,06 JUN 1978,FRA,7,Paris (FRA),15 APR 2007
2314,2:11:18,Aden Jemal HUSSEIN,Men,Marathon,1986,ETH,3,Hannover (GER),03 MAY 2009
2314,2:11:18,Abdelkrim BOUBKER,Men,Marathon,10 JAN 1981,MAR,4,Ottawa (CAN),27 MAY 2012
2314,2:11:18,Kiprop LIMO,Men,Marathon,1993,KEN,1,Dongguan (CHN),27 MAR 2016
2314,2:11:18,Gantulga DAMBADARJAA,Men,Marathon,03 FEB 1989,MGL,12,Seoul (KOR),17 APR 2022
2325,2:11:19,Jack FOSTER,Men,Marathon,23 MAY 1932,NZL,2,Christchurch (NZL),31 JAN 1974
2325,2:11:19,Yuichiro OSUDA,Men,Marathon,28 OCT 1962,JPN,2,Fukuoka (JPN),07 DEC 1986
2325,2:11:19,Samwel MARITIM,Men,Marathon,10 FEB 1965,KEN,6,Berlin (GER),29 SEP 1996
2325,2:11:19,Joshua PETERSON,Men,Marathon,1971,RSA,2,Cape Town (RSA),04 MAR 2000
2325,2:11:19,Abraham NIYONKURU,Men,Marathon,26 DEC 1989,BDI,12,Paris (FRA),08 APR 2018
2325,2:11:19,Kang Bom RI,Men,Marathon,25 APR 1993,PRK,1,Pyongyang (PRK),07 APR 2019
2325,2:11:19,Marc SCOTT,Men,Marathon,21 DEC 1993,GBR,11,London (GBR),21 APR 2024
2332,2:11:20,Hidenori NOGUCHI,Men,Marathon,22 FEB 1980,JPN,9,Otsu (JPN),03 MAR 2002
2332,2:11:20,Pavel ANDREYEV,Men,Marathon,20 APR 1970,RUS,2,"Duluth, MN (USA)",22 JUN 2002
2332,2:11:20,Dmitriy BURMAKIN,Men,Marathon,08 JAN 1981,RUS,5,Zürich (SUI),03 APR 2005
2332,2:11:20,Mourad MAROUFIT,Men,Marathon,26 JAN 1982,MAR,3,Marrakech (MAR),30 JAN 2011
2332,2:11:20,Mariusz GIŻYŃSKI,Men,Marathon,26 JUN 1981,POL,8,Rotterdam (NED),15 APR 2012
2332,2:11:20,Emmanuel SIKUKU,Men,Marathon,12 MAY 1993,KEN,4,Zürich (SUI),06 APR 2014
2332,2:11:20,Bobby CURTIS,Men,Marathon,28 NOV 1984,USA,9,"Chicago, IL (USA)",12 OCT 2014
2332,2:11:20,Bilal MARHOUM,Men,Marathon,15 FEB 1991,MAR,12,Marrakech (MAR),26 JAN 2020
2332,2:11:20,Ben CONNOR,Men,Marathon,17 OCT 1992,GBR,15,London (GBR),04 OCT 2020
2332,2:11:20,Yudai SHIMAZU,Men,Marathon,28 MAR 2000,JPN,35,Osaka (JPN),25 FEB 2024
2332,2:11:20,Enyew NIGATE,Men,Marathon,29 MAY 2001,ETH,3,Nanjing (CHN),17 NOV 2024
