Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
4794,2:14:18,John ROTICH,Men,Marathon,1968,KEN,7,Frankfurt (GER),26 OCT 2003
4794,2:14:18,Masahiko TAKEYASU,Men,Marathon,12 NOV 1980,JPN,4,Beppu (JPN),03 FEB 2008
4794,2:14:18,Hillary KIPLIMO,Men,Marathon,,KEN,3,Nairobi (KEN),25 OCT 2015
4794,2:14:18,Sammy NYOKAYE,Men,Marathon,1980,KEN,4,Warszawa (POL),25 SEP 2016
4794,2:14:18,Olkeba JENE,Men,Marathon,,ETH,9,Chongqing (CHN),31 MAR 2019
4794,2:14:18,Suguru OTAGURO,Men,Marathon,28 AUG 1996,JPN,12,Nobeoka (JPN),11 FEB 2024
4794,2:14:18,Evans KIYENG,Men,Marathon,,KEN,16,Seoul (KOR),17 MAR 2024
4794,2:14:18,Murimi MUTHIKEPETER,Men,Marathon,06 MAY 1989,KEN,9,Chongqing (CHN),24 MAR 2024
4794,2:14:18,Berhanu BEKELE,Men,Marathon,,ETH,5,Pyongyang (PRK),06 APR 2025
4810,2:14:19,Vlastimil ZWIEFELHOFER,Men,Marathon,20 NOV 1952,TCH,9,Karl Marx Stadt (GDR),03 MAY 1980
4810,2:14:19,Ronny AGTEN,Men,Marathon,22 MAR 1959,BEL,1,Dublin (IRL),31 OCT 1983
4810,2:14:19,Leonid NASEDKIN,Men,Marathon,25 JUN 1961,URS,7,Belaya Tserkov (URS),21 APR 1991
4810,2:14:19,Maurizio LORENZETTI,Men,Marathon,17 APR 1963,ITA,17,Carpi (ITA),27 OCT 1991
4810,2:14:19,Gilberto FERNANDES,Men,Marathon,26 APR 1962,POR,2,Lisboa (POR),18 OCT 1992
4810,2:14:19,Akihiro SHINODA,Men,Marathon,11 MAR 1966,JPN,9,Otsu (JPN),19 MAR 1995
4810,2:14:19,Jiahua CHAI,Men,Marathon,06 SEP 1975,CHN,4,Beijing (CHN),15 OCT 2000
4810,2:14:19,Hosea KIPYEGO,Men,Marathon,,KEN,2,Zaragoza (ESP),30 SEP 2007
4810,2:14:19,James Kabogor YATICH,Men,Marathon,22 OCT 1984,KEN,12,Nairobi (KEN),25 OCT 2009
4810,2:14:19,Mike MUTAI,Men,Marathon,1983,KEN,5,Hong Kong (HKG),21 JAN 2018
4810,2:14:19,John TELLO ZUNIGA,Men,Marathon,04 MAY 1986,COL,3,Lima (PER),23 MAY 2021
4821,2:14:20,Zoltán NALESNYIK,Men,Marathon,02 JAN 1957,HUN,6,Szeged (HUN),22 MAR 1986
4821,2:14:20,Sergey MAKAROV,Men,Marathon,05 DEC 1959,URS,13,Mogilyov (URS),07 JUN 1987
4821,2:14:20,Yahia AZAÏDJ,Men,Marathon,03 MAY 1972,ALG,1,Mostaganem (ALG),26 MAY 2006
4821,2:14:20,Atsushi HASEGAWA,Men,Marathon,08 OCT 1984,JPN,1,Ibaraki (JPN),20 APR 2014
4821,2:14:20,Daniel Kipchirchir KOMEN,Men,Marathon,27 NOV 1984,KEN,4,Chongqing (CHN),22 MAR 2015
4826,2:14:21,Noriyasu MIZUKAMI,Men,Marathon,06 OCT 1947,JPN,3,Oita (JPN),03 FEB 1974
4826,2:14:21,Lawrie WHITTY,Men,Marathon,05 FEB 1960,AUS,7,Montréal (CAN),13 SEP 1981
4826,2:14:21,Doug AVRIT,Men,Marathon,24 AUG 1959,USA,5,"San Francisco, CA (USA)",19 AUG 1984
4826,2:14:21,Reuben DANGALE,Men,Marathon,16 JUN 1960,RSA,6,Port Elizabeth (RSA),24 FEB 1990
4826,2:14:21,Antonio COSTA,Men,Marathon,08 NOV 1960,POR,19,London (GBR),12 APR 1992
4826,2:14:21,Matthews TEMANE,Men,Marathon,14 DEC 1960,RSA,3,Port Elizabeth (RSA),11 MAR 1995
4826,2:14:21,António PÉREZ,Men,Marathon,23 MAR 1966,ESP,10,Torino (ITA),12 MAY 1996
4826,2:14:21,Mohamed ABDOUNY,Men,Marathon,03 JAN 1968,MAR,9,Torino (ITA),11 MAY 1997
4826,2:14:21,Stephen BWIRE,Men,Marathon,1976,TAN,10,Seoul (KOR),18 MAR 2001
4826,2:14:21,Alfred MASRI,Men,Marathon,1980,KEN,16,Paris (FRA),09 APR 2006
4826,2:14:21,Peter Njoroge MUTHAMA,Men,Marathon,12 DEC 1971,KEN,3,Toronto (CAN),24 SEP 2006
4826,2:14:21,Zemin WANG,Men,Marathon,05 NOV 1982,CHN,1,Pyongyang (PRK),12 APR 2009
4826,2:14:21,Yasuyuki YAMAMOTO,Men,Marathon,14 DEC 1981,JPN,21,Otsu (JPN),04 MAR 2012
4826,2:14:21,Carlos TRUJILLO,Men,Marathon,17 JUL 1985,USA,18,"Chicago, IL (USA)",07 OCT 2012
4826,2:14:21,Demeke WOSENE,Men,Marathon,1988,ETH,2,Bucureşti (ROU),06 OCT 2013
4826,2:14:21,Sammy Kipror KIPTOO,Men,Marathon,20 DEC 1982,KEN,5,Nairobi (KEN),27 OCT 2013
4826,2:14:21,Addisu AHUNIM,Men,Marathon,1986,ETH,7,Pune (IND),29 JAN 2017
4826,2:14:21,Simon NJERI,Men,Marathon,1987,KEN,1,Sacile (ITA),02 OCT 2022
4826,2:14:21,Riad GUERFI,Men,Marathon,15 OCT 1987,FRA,64,Valencia (ESP),03 DEC 2023
4845,2:14:22,Katsushi MATSUDA,Men,Marathon,26 JAN 1959,JPN,7,Beppu (JPN),02 FEB 1986
4845,2:14:22,Dick VAN DER HERTEN,Men,Marathon,09 MAR 1957,BEL,1,Lommel (BEL),19 MAY 1986
4845,2:14:22,Dieudonne LAMOTHE,Men,Marathon,29 JUL 1954,HAI,1,Gagny (FRA),16 APR 1988
4845,2:14:22,Marco MILANI,Men,Marathon,21 APR 1960,ITA,1,Roma (ITA),01 APR 1991
4845,2:14:22,Samuel MOLOKOMME,Men,Marathon,08 SEP 1968,RSA,5,Cape Town (RSA),28 FEB 1999
4845,2:14:22,Moulay TAHAR,Men,Marathon,1969,MAR,1,Casablanca (MAR),12 NOV 2000
4845,2:14:22,Keith DOWLING,Men,Marathon,04 JUL 1969,USA,14,"Chicago, IL (USA)",13 OCT 2002
4845,2:14:22,Tetsuo NISHIMURA,Men,Marathon,27 OCT 1978,JPN,9,Otsu (JPN),04 MAR 2007
4845,2:14:22,Michael MORGAN,Men,Marathon,20 FEB 1980,USA,17,"Houston, TX (USA)",14 JAN 2012
4845,2:14:22,Mulualem NEGESE DEGEFA,Men,Marathon,,ETH,8,Danzhou (CHN),20 DEC 2014
4845,2:14:22,Gaetan CALS,Men,Marathon,21 APR 1988,FRA,74,Sevilla (ESP),18 FEB 2024
4845,2:14:22,Vestus CHEMJOR,Men,Marathon,04 APR 1987,KEN,2,São Paulo (BRA),06 APR 2025
4857,2:14:23,Yoshifumi NAGANO,Men,Marathon,31 MAY 1950,JPN,2,Oita (JPN),02 FEB 1975
4857,2:14:23,Yukio SHIGETAKE,Men,Marathon,18 APR 1948,JPN,1,Oita (JPN),01 FEB 1976
4857,2:14:23,Daniel CLOETER,Men,Marathon,16 MAY 1952,USA,9,"Eugene, OR (USA)",09 SEP 1979
4857,2:14:23,John HUNSAKER,Men,Marathon,06 DEC 1956,USA,1,"Scottsdale, AZ (USA)",01 DEC 1979
4857,2:14:23,Andy ROBERTSON,Men,Marathon,25 MAR 1957,GBR,1,Sandbach (GBR),21 JUN 1981
4857,2:14:23,Henrik SANDSTRÖM,Men,Marathon,28 APR 1952,FIN,7,Stockholm (SWE),04 JUN 1983
4857,2:14:23,Katsumi IKEDA,Men,Marathon,21 APR 1967,JPN,6,Otsu (JPN),01 MAR 1998
4857,2:14:23,Mohammed ZOUAK ZIANI,Men,Marathon,1968,MAR,4,Wien (AUT),21 MAY 2000
4857,2:14:23,Rafael MUNOZ,Men,Marathon,24 OCT 1963,MEX,7,Torreón (MEX),03 MAR 2002
4857,2:14:23,Michael MISLAY,Men,Marathon,11 JUL 1977,TAN,4,St. Paul (USA),03 OCT 2004
4857,2:14:23,Rito REGULES,Men,Marathon,22 MAY 1979,MEX,8,Torreón (MEX),04 MAR 2007
4857,2:14:23,Elliah MBOGO,Men,Marathon,1988,KEN,1,Singapore (SGP),02 DEC 2007
4857,2:14:23,Asier CUEVAS,Men,Marathon,16 JAN 1973,ESP,5f1,Sevilla (ESP),22 FEB 2009
4857,2:14:23,Reinhold ITA,Men,Marathon,07 JAN 1975,NAM,2,Pyongyang (PRK),12 APR 2009
4857,2:14:23,Patrick Kipkemboi ROTICH,Men,Marathon,1979,KEN,7,Dalian (CHN),18 APR 2010
4857,2:14:23,Nourdine JALAL,Men,Marathon,1978,MAR,5,La Rochelle (FRA),27 NOV 2011
4857,2:14:23,Tamás KOVÁCS,Men,Marathon,18 SEP 1983,HUN,2,Reggio Emilia (ITA),11 DEC 2011
4857,2:14:23,James KARIOKI,Men,Marathon,,KEN,3,Kisumu (KEN),18 DEC 2011
4857,2:14:23,Tola LEMA,Men,Marathon,1983,ETH,4,La Rochelle (FRA),25 NOV 2012
4857,2:14:23,Yudai YAMAKAWA,Men,Marathon,27 MAY 1990,JPN,19,Oita (JPN),03 FEB 2019
4857,2:14:23,Andrew DAVIES,Men,Marathon,30 OCT 1979,GBR,51,Sevilla (ESP),20 FEB 2022
4857,2:14:23,Ashagre TESEMA,Men,Marathon,27 APR 1993,ETH,23,Amsterdam (NED),16 OCT 2022
4857,2:14:23,William MAUNSELL,Men,Marathon,10 JUL 1985,IRL,10,Dublin (IRL),27 OCT 2024
4857,2:14:23,Kazumoto IWASA,Men,Marathon,06 MAY 2000,JPN,18,Oita (JPN),02 FEB 2025
4881,2:14:24,Takehiko KIKUCHI,Men,Marathon,18 APR 1955,JPN,6,Tokyo (JPN),01 MAR 1981
4881,2:14:24,Ken-ichi KATASUMI,Men,Marathon,10 MAR 1958,JPN,9,Otsu (JPN),10 MAR 1985
4881,2:14:24,José DE SOUZA,Men,Marathon,16 NOV 1962,BRA,1,Madrid (ESP),29 APR 1990
4881,2:14:24,Mitsunobu IWAMOTO,Men,Marathon,28 MAY 1969,JPN,7,Otsu (JPN),01 MAR 1998
4881,2:14:24,Masaaki KOBAYASHI,Men,Marathon,19 MAY 1970,JPN,8,Otsu (JPN),01 MAR 1998
4881,2:14:24,Oscar MARTÍN,Men,Marathon,28 JUL 1974,ESP,7,Hamburg (GER),22 APR 2001
4881,2:14:24,Abraham KEBETO,Men,Marathon,1986,ETH,12,Roma (ITA),22 MAR 2009
4881,2:14:24,Samson LIMARENG,Men,Marathon,,KEN,3,Mumbai (IND),17 JAN 2010
4881,2:14:24,Masaki NAGAO,Men,Marathon,31 MAR 1988,JPN,1,Kochi (JPN),27 FEB 2011
4881,2:14:24,Oscar Mateo CERON,Men,Marathon,19 OCT 1983,MEX,7,Torreón (MEX),04 MAR 2012
4881,2:14:24,Gurmessa TEMESGEN,Men,Marathon,11 SEP 1988,ETH,7,Zürich (SUI),06 APR 2014
4881,2:14:24,Dominic KEMBOI,Men,Marathon,1985,KEN,3,Gunsan (KOR),09 APR 2017
4881,2:14:24,Valērijs ŽOLNEROVIČS,Men,Marathon,19 APR 1985,LAT,4,Riga (LAT),14 MAY 2017
4881,2:14:24,Zhujie WANGTANG,Men,Marathon,05 MAR 2002,CHN,30,Beijing (CHN),03 NOV 2024
4895,2:14:25,Toshiaki KAMATA,Men,Marathon,03 NOV 1951,JPN,4,Oita (JPN),05 FEB 1978
4895,2:14:25,Lionel ORTEGA,Men,Marathon,30 JUL 1954,USA,1,"Eugene, OR (USA)",10 SEP 1978
4895,2:14:25,János SZEKERES,Men,Marathon,11 MAR 1953,HUN,1,Budapest (HUN),02 NOV 1980
4895,2:14:25,Mitsuo AKIEDA,Men,Marathon,06 JUN 1952,JPN,4,Otsu (JPN),13 MAR 1983
4895,2:14:25,Jürgen DACHERT,Men,Marathon,04 FEB 1958,GER,8,"Chicago, IL (USA)",26 OCT 1986
4895,2:14:25,Guillermo YRIZAR,Men,Marathon,19 FEB 1958,MEX,8,"Houston, TX (USA)",18 JAN 1987
