Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
495,2:07:12,Titus Kimutai KIPKOSGEI,Men,Marathon,08 NOV 1998,KEN,1,Milano (ITA),07 APR 2024
502,2:07:13,Steve JONES,Men,Marathon,04 AUG 1955,GBR,1,"Chicago, IL (USA)",20 OCT 1985
502,2:07:13,Atsushi SATO,Men,Marathon,08 MAY 1978,JPN,3,Fukuoka (JPN),02 DEC 2007
502,2:07:13,John Kipkorir KOMEN,Men,Marathon,28 AUG 1977,KEN,1,La Rochelle (FRA),27 NOV 2011
502,2:07:13,Edwin KOECH,Men,Marathon,25 MAR 1992,KEN,1,Milano (ITA),02 APR 2017
502,2:07:13,Olivier IRABARUTA,Men,Marathon,25 AUG 1990,BDI,2,Zürich (SUI),10 APR 2022
502,2:07:13,Zablon CHUMBA,Men,Marathon,20 DEC 1991,KEN,5,Doha (QAT),20 JAN 2023
502,2:07:13,Dinku KASSAHUN,Men,Marathon,24 DEC 1998,ETH,10,Barcelona (ESP),16 MAR 2025
502,2:07:13,Boki DIRIBA,Men,Marathon,25 FEB 2004,ETH,6,Hamburg (GER),27 APR 2025
510,2:07:14,Felix KENY,Men,Marathon,25 DEC 1985,KEN,1,Valencia (ESP),17 NOV 2013
510,2:07:14,Andrew Rotich KWEMOI,Men,Marathon,01 SEP 2000,UGA,1,Milano (ITA),02 APR 2023
510,2:07:14,Hendrik PFEIFFER,Men,Marathon,18 MAR 1993,GER,3,"Houston, TX (USA)",14 JAN 2024
513,2:07:15,Dmytri BARANOVSKIY,Men,Marathon,28 JUL 1979,UKR,2,Fukuoka (JPN),03 DEC 2006
513,2:07:15,Silas CHEPROT,Men,Marathon,06 NOV 1992,KEN,1,Gongju (KOR),19 OCT 2014
513,2:07:15,Abdi Ali GELELCHU,Men,Marathon,01 AUG 1997,BRN,8,Sevilla (ESP),20 FEB 2022
513,2:07:15,Hamza SAHLI,Men,Marathon,10 MAY 1993,MAR,3,Daegu (KOR),03 APR 2022
513,2:07:15,Hiribo SHANO,Men,Marathon,12 FEB 1999,ETH,6,Doha (QAT),20 JAN 2023
513,2:07:15,Gizealew AYANA,Men,Marathon,11 FEB 2003,ETH,1,Paris (FRA),02 APR 2023
519,2:07:16,Isaac Wanjohi MACHARIA,Men,Marathon,25 NOV 1978,KEN,2,Dubai (UAE),18 JAN 2008
519,2:07:16,Martin Irungu MATHATHI,Men,Marathon,25 DEC 1985,KEN,1,Fukuoka (JPN),01 DEC 2013
519,2:07:16,Jacob Kibet Chulyo KENDAGOR,Men,Marathon,24 AUG 1984,KEN,2,Marrakech (MAR),26 JAN 2020
522,2:07:17,Lucas Kimeli ROTICH,Men,Marathon,16 APR 1990,KEN,1,Hamburg (GER),26 APR 2015
522,2:07:17,Denis CHIRCHIR,Men,Marathon,15 JAN 1990,KEN,2,Hannover (GER),26 MAR 2023
