Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2198,2:11:06,Piotr GŁADKI,Men,Marathon,08 FEB 1972,POL,1,Hamburg (GER),16 APR 2000
2198,2:11:06,Hakim BAGY,Men,Marathon,31 MAR 1968,FRA,7,Paris (FRA),08 APR 2001
2198,2:11:06,Philip KEMEI KIPKEMBOI,Men,Marathon,06 JUN 1977,KEN,1,Mombasa (KEN),14 MAY 2006
2198,2:11:06,Andriy NAUMOV,Men,Marathon,21 DEC 1973,UKR,1,Dublin (IRL),27 OCT 2008
2198,2:11:06,Jason HARTMANN,Men,Marathon,21 MAR 1981,USA,8,"Chicago, IL (USA)",10 OCT 2010
2198,2:11:06,El Hassane BEN LKHAINOUCH,Men,Marathon,01 JUN 1981,FRA,9,Wien (AUT),15 APR 2012
2198,2:11:06,Collins KIMOSOP,Men,Marathon,,KEN,8,Gongju (KOR),15 OCT 2017
2198,2:11:06,Jack RAYNER,Men,Marathon,19 DEC 1995,AUS,12,London (GBR),28 APR 2019
2198,2:11:06,Philip KOECH,Men,Marathon,06 FEB 1987,KEN,4,Riyadh (KSA),10 FEB 2024
2210,2:11:07,Ravil KASHAPOV,Men,Marathon,15 NOV 1956,URS,4,Milano (ITA),16 APR 1989
2210,2:11:07,Abel MOKIBE,Men,Marathon,03 JUL 1962,RSA,1,Cape Town (RSA),28 MAR 1992
2210,2:11:07,Jomo KORORIA,Men,Marathon,1980,KEN,2,"Tempe, AZ (USA)",11 JAN 2004
2210,2:11:07,Wilson Boit KIPKETER,Men,Marathon,06 OCT 1973,KEN,11,Frankfurt (GER),25 OCT 2009
2210,2:11:07,Sintayehu LEGESE,Men,Marathon,1990,ETH,10,Paris (FRA),12 APR 2015
2210,2:11:07,Ketema Bekele NEGASA,Men,Marathon,07 OCT 1986,ETH,2,Cape Town (RSA),17 SEP 2017
2210,2:11:07,Stephen SAMBU,Men,Marathon,07 JUL 1988,KEN,5,"Chicago, IL (USA)",08 OCT 2017
2210,2:11:07,Mert GIRMALEGESSE,Men,Marathon,30 NOV 1987,TUR,10,Hamburg (GER),28 APR 2019
2210,2:11:07,Yuki TSUTSUMI,Men,Marathon,16 APR 1993,JPN,29,Tokyo (JPN),01 MAR 2020
2210,2:11:07,Ivan Dario GONZALEZ,Men,Marathon,14 AUG 1987,COL,37,Valencia (ESP),06 DEC 2020
2210,2:11:07,Melese KIFLE,Men,Marathon,2000,ETH,4,Madrid (ESP),23 APR 2023
2210,2:11:07,Tom HENDRIKSE,Men,Marathon,11 AUG 1998,NED,15,Rotterdam (NED),14 APR 2024
2222,2:11:08,Don NORMAN,Men,Marathon,21 OCT 1958,USA,1,"Duluth, MN (USA)",15 JUN 1985
2222,2:11:08,José GÓMEZ,Men,Marathon,19 MAR 1956,MEX,6,"Chicago, IL (USA)",20 OCT 1985
2222,2:11:08,David EDGE,Men,Marathon,12 NOV 1954,CAN,2,Edinburgh (GBR),01 AUG 1986
2222,2:11:08,David KOSGEI,Men,Marathon,1977,KEN,5,Venezia (ITA),27 OCT 2002
2222,2:11:08,Sisay BEZABEH,Men,Marathon,01 SEP 1977,AUS,9,"Chicago, IL (USA)",12 OCT 2003
