Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
5192,2:14:42,Tadashi SHITAMORI,Men,Marathon,29 DEC 1977,JPN,9,Fukuoka (JPN),06 DEC 2009
5192,2:14:42,Koji MATSUOKA,Men,Marathon,11 DEC 1982,JPN,24,Otsu (JPN),03 MAR 2013
5192,2:14:42,Daniel IRUNGU,Men,Marathon,21 JUL 1983,KEN,3,Castellón (ESP),06 DEC 2015
5192,2:14:42,Julian SPENCE,Men,Marathon,07 MAR 1986,AUS,26,Otsu (JPN),10 MAR 2019
5192,2:14:42,Takahiro YOSHINO,Men,Marathon,26 MAR 1998,JPN,34,Osaka (JPN),27 FEB 2022
5192,2:14:42,Junichi USHIYAMA,Men,Marathon,08 NOV 1983,JPN,1,Nagano (JPN),17 APR 2022
5192,2:14:42,Ademe CUNEO,Men,Marathon,24 MAY 1998,ITA,62,Valencia (ESP),01 DEC 2024
5192,2:14:42,Yohan ZARADZKI,Men,Marathon,21 SEP 1994,BEL,63,Valencia (ESP),01 DEC 2024
5209,2:14:43,Brian KILBY,Men,Marathon,26 FEB 1938,GBR,1,Port Talbot (GBR),06 JUL 1963
5209,2:14:43,Gerald UMBACH,Men,Marathon,04 JUN 1952,GDR,3,Karl Marx Stadt (GDR),30 APR 1977
5209,2:14:43,Mike MANLEY,Men,Marathon,14 FEB 1942,USA,1,"San Diego, CA (USA)",13 JAN 1980
5209,2:14:43,Aleksandr MAKSIN,Men,Marathon,12 MAR 1959,URS,11,Mogilyov (URS),15 JUN 1985
5209,2:14:43,Craig HOLM,Men,Marathon,28 SEP 1954,USA,18,"Chicago, IL (USA)",20 OCT 1985
5209,2:14:43,Leonid TIKHONOV,Men,Marathon,26 MAR 1956,URS,5,Uzhgorod (URS),07 OCT 1986
5209,2:14:43,Tehar CHADLI,Men,Marathon,,MAR,5,Enschede (NED),07 JUN 1998
5209,2:14:43,Richard CHERUIYOT KIPLIMO,Men,Marathon,1978,KEN,20,Paris (FRA),04 APR 1999
5209,2:14:43,Cleophas ROP,Men,Marathon,,KEN,8,Seoul (KOR),12 MAR 2006
5209,2:14:43,Makash TSEGAYE,Men,Marathon,,ETH,6,Ahmedabad (IND),15 FEB 2015
5209,2:14:43,Amos CHANGWONY,Men,Marathon,1995,KEN,1,Köln (GER),01 OCT 2023
5209,2:14:43,Ryan FORSYTH,Men,Marathon,07 JUL 1996,IRL,8,Dublin (IRL),29 OCT 2023
5209,2:14:43,Jong-yun KIM,Men,Marathon,12 JAN 2000,KOR,20,Seoul (KOR),16 MAR 2025
5222,2:14:44,Kazuo YAMASHITA,Men,Marathon,21 MAY 1943,JPN,7,Fukuoka (JPN),08 DEC 1968
5222,2:14:44,Brian MAXWELL,Men,Marathon,14 MAR 1953,CAN,1,"Seaside, OR (USA)",26 FEB 1977
5222,2:14:44,Michelangelo ARENA,Men,Marathon,02 SEP 1953,ITA,1,Mirandola (ITA),06 MAY 1979
5222,2:14:44,Gyula PÓCZOS,Men,Marathon,1955,HUN,,Brezno (TCH),31 JUL 1982
5222,2:14:44,Tom RATCLIFFE,Men,Marathon,04 JUN 1959,USA,15,Seoul (KOR),12 APR 1987
5222,2:14:44,Hideo TAKAMURA,Men,Marathon,12 APR 1957,JPN,1,Nagano (JPN),27 MAR 1988
5222,2:14:44,John ANDREWS,Men,Marathon,09 MAR 1958,AUS,15,"Chicago, IL (USA)",30 OCT 1988
5222,2:14:44,Ivan MARCON,Men,Marathon,31 OCT 1964,ITA,3,Cesano Boscone (ITA),08 NOV 1992
5222,2:14:44,Masaru SAKAMOTO,Men,Marathon,01 MAY 1971,JPN,6,Oita (JPN),06 FEB 1994
5222,2:14:44,Angel RODRÍGUEZ,Men,Marathon,14 OCT 1967,CUB,2,La Habana (CUB),03 APR 1994
5222,2:14:44,Norihito MATSUI,Men,Marathon,25 JUL 1971,JPN,8,"Los Angeles, CA (USA)",29 MAR 1998
5222,2:14:44,Daniel KIHARA,Men,Marathon,29 SEP 1967,KEN,4,St. Paul (USA),03 OCT 1999
5222,2:14:44,Antipah ABASSI,Men,Marathon,,ITA,10,Milano (ITA),02 DEC 2007
5222,2:14:44,Eyob WOLDEGEIORGIS,Men,Marathon,23 MAR 1982,ETH,5,Nagpur (IND),31 JAN 2010
5222,2:14:44,Shiwei WU,Men,Marathon,11 FEB 1986,CHN,4,Dalian (CHN),30 APR 2011
5222,2:14:44,Lahcen ZARDI,Men,Marathon,,MAR,6,Casablanca (MAR),25 OCT 2015
5222,2:14:44,Patrick ERENG,Men,Marathon,1987,KEN,2,Zürich (SUI),22 APR 2018
5222,2:14:44,Adhanom ABRAHA,Men,Marathon,24 AUG 1977,SWE,24,Hamburg (GER),28 APR 2019
5222,2:14:44,Greg LEAK,Men,Marathon,21 APR 1988,USA,36,Berlin (GER),29 SEP 2019
5222,2:14:44,Walter NINA,Men,Marathon,15 FEB 1994,PER,5,Lima (PER),11 SEP 2022
5222,2:14:44,Mathew Kiplimo KEMBOI,Men,Marathon,29 DEC 1989,KEN,1,Belfast (GBR),05 MAY 2024
5222,2:14:44,Abednico MASHABA,Men,Marathon,12 FEB 1990,RSA,11,Cape Town (RSA),20 OCT 2024
5222,2:14:44,Kakeru IDE,Men,Marathon,18 SEP 2000,JPN,63,Osaka (JPN),24 FEB 2025
5245,2:14:45,Charles HATTERSLEY,Men,Marathon,03 FEB 1957,USA,4,"Eugene, OR (USA)",10 SEP 1978
5245,2:14:45,Mitsuo SUZUKI,Men,Marathon,16 OCT 1945,JPN,4,Perth (AUS),12 AUG 1979
5245,2:14:45,Jeff DITTMER,Men,Marathon,09 JAN 1961,USA,1,"Irvine, CA (USA)",14 NOV 1982
5245,2:14:45,Ray SMEDLEY,Men,Marathon,03 SEP 1951,GBR,24,London (GBR),17 APR 1983
5245,2:14:45,Mike LONGTHORN,Men,Marathon,14 FEB 1956,GBR,10,Frankfurt (GER),13 MAY 1984
5245,2:14:45,Shigeyuki HIMENO,Men,Marathon,20 OCT 1961,JPN,5,Beijing (CHN),13 OCT 1985
5245,2:14:45,Mustapha LEGHNIDER,Men,Marathon,14 APR 1961,MAR,12,Berlin (GER),04 OCT 1987
5245,2:14:45,Taieb TOUNSI,Men,Marathon,19 AUG 1961,FRA,2,Lyon (FRA),23 APR 1989
5245,2:14:45,Mikael DUFERMONT,Men,Marathon,27 MAY 1969,FRA,21,Paris (FRA),04 APR 1999
5245,2:14:45,Mikhail MINYUKHIN,Men,Marathon,11 NOV 1973,RUS,1,Bonn (GER),06 APR 2003
5245,2:14:45,Tseko MPOLOKENG,Men,Marathon,17 JAN 1976,RSA,2,Dublin (IRL),25 OCT 2004
5245,2:14:45,Giovane Jesús SANTOS,Men,Marathon,30 JUN 1979,BRA,12,Roma (ITA),18 MAR 2007
5245,2:14:45,Ri HYON U,Men,Marathon,30 SEP 1986,PRK,4,Pyongyang (PRK),12 APR 2009
5245,2:14:45,Vladimir PONOMARYOV,Men,Marathon,25 AUG 1983,RUS,9,Zürich (SUI),26 APR 2009
5245,2:14:45,Gregory Ngemu NGONYO,Men,Marathon,1989,KEN,20,Nairobi (KEN),30 OCT 2011
5245,2:14:45,Nixon CHERUTICH,Men,Marathon,,KEN,3,"Pittsburgh, PA (USA)",06 MAY 2012
5245,2:14:45,Marcin BŁAZIŃSKI,Men,Marathon,06 MAY 1988,POL,10,Düsseldorf (GER),28 APR 2013
5245,2:14:45,Emmanuel Teshome TEREFE,Men,Marathon,,ETH,4,Gunsan (KOR),09 APR 2017
5245,2:14:45,Dmytro LASHYN,Men,Marathon,17 FEB 1988,UKR,14,Berlin (GER),24 SEP 2017
5245,2:14:45,Kristofer LÅÅS,Men,Marathon,07 JAN 1992,SWE,64,Valencia (ESP),01 DEC 2024
5245,2:14:45,Nathan KIOKO,Men,Marathon,,KEN,1,San Felice Circeo (ITA),02 FEB 2025
5245,2:14:45,Durihu WEN,Men,Marathon,30 NOV 1998,CHN,51,Tokyo (JPN),02 MAR 2025
5267,2:14:46,John BRAMLEY,Men,Marathon,17 MAR 1954,USA,2,"Seaside, OR (USA)",26 FEB 1977
5267,2:14:46,Max COLEBY,Men,Marathon,26 MAY 1948,GBR,6,"Miami, FL (USA)",16 JAN 1982
5267,2:14:46,Artemio NAVARRO,Men,Marathon,25 JAN 1950,MEX,4,"Los Angeles, CA (USA)",01 MAR 1987
5267,2:14:46,Andrey CHAIKIN,Men,Marathon,20 FEB 1967,URS,10,Belaya Tserkov (URS),21 APR 1991
5267,2:14:46,Nathan KIPLONO,Men,Marathon,,KEN,4,Bordeaux (FRA),03 MAY 1998
5267,2:14:46,Makoto SHIRAISHI,Men,Marathon,21 SEP 1978,JPN,10,Beppu (JPN),07 FEB 1999
5267,2:14:46,Alex Januario DE MENDONCA,Men,Marathon,19 APR 1975,BRA,19,Berlin (GER),28 SEP 2003
5267,2:14:46,Jabulane Colin KHOZA,Men,Marathon,26 AUG 1980,RSA,4,Mumbai (IND),16 JAN 2005
5267,2:14:46,Daniel MBOGO,Men,Marathon,1982,KEN,1,Hannover (GER),06 MAY 2007
5267,2:14:46,Elijah Kipkosgei BITOK,Men,Marathon,1982,KEN,3,Chuncheon (KOR),28 OCT 2007
5267,2:14:46,Edward Kiptum TABUT,Men,Marathon,04 JUN 1983,KEN,5,"Baltimore, MD (USA)",16 OCT 2010
5267,2:14:46,Mohammed MIRA,Men,Marathon,,MAR,10,Abu Dhabi (UAE),06 DEC 2019
5267,2:14:46,Yuhi YAMASHITA,Men,Marathon,01 OCT 1999,JPN,52,Tokyo (JPN),02 MAR 2025
5280,2:14:47,Ko VAN DER WEYDEN,Men,Marathon,06 JUL 1945,NED,5,Sneek (NED),10 JUN 1978
5280,2:14:47,Konstantin LOGUNOV,Men,Marathon,1955,URS,4,Uzhgorod (URS),05 OCT 1980
5280,2:14:47,Paul CAMPBELL,Men,Marathon,31 JAN 1958,GBR,25,London (GBR),17 APR 1983
5280,2:14:47,Tatsuyuki TAJIRI,Men,Marathon,31 MAR 1952,JPN,9,Beppu (JPN),02 FEB 1986
5280,2:14:47,Jose Luis CHUELA,Men,Marathon,23 OCT 1960,MEX,2,St. Paul (USA),02 OCT 1988
5280,2:14:47,Paul HERLIHY,Men,Marathon,21 JUN 1957,NZL,10,Beijing (CHN),16 OCT 1988
5280,2:14:47,José APALANZA,Men,Marathon,13 JUL 1965,ESP,6,Torino (ITA),23 APR 1995
5280,2:14:47,Christian LEUPRECHT,Men,Marathon,28 MAY 1971,ITA,8,Carpi (ITA),13 OCT 1996
5280,2:14:47,Philemon Kipkering METTO,Men,Marathon,18 AUG 1977,KEN,1,Grottazzolina (ITA),14 SEP 2003
5280,2:14:47,Jermiah MIANO,Men,Marathon,,KEN,2,Mombasa (KEN),01 MAY 2005
5280,2:14:47,John Thuo ITATI,Men,Marathon,26 DEC 1973,KEN,2,Ottawa (CAN),28 MAY 2005
5280,2:14:47,Massimo LEONARDI,Men,Marathon,27 MAY 1973,ITA,1,Verona (ITA),29 OCT 2006
5280,2:14:47,James MIBEI,Men,Marathon,1976,KEN,2,Barcelona (ESP),04 MAR 2007
5280,2:14:47,Samson KAWAI,Men,Marathon,,KEN,11,Barcelona (ESP),07 MAR 2010
5280,2:14:47,Juan Carlos ROMERO BERNAL,Men,Marathon,15 DEC 1977,MEX,8,Torreón (MEX),04 MAR 2012
5280,2:14:47,Joseph Lwabi DAUDI,Men,Marathon,1986,TAN,1,Kassel (GER),20 MAY 2012
5280,2:14:47,Hosea Kipkemoi KIPLAGAT,Men,Marathon,1987,KEN,3,Castellón (ESP),09 DEC 2012
5280,2:14:47,Hosea TUWEI,Men,Marathon,10 OCT 1987,KEN,4,Kassel (GER),04 MAY 2014
5280,2:14:47,Peter LE GRICE,Men,Marathon,10 JUL 1987,GBR,7,Málaga (ESP),15 DEC 2024
5299,2:14:48,Jerzy KOWOL,Men,Marathon,15 FEB 1951,POL,1,Debno (POL),01 MAY 1983
5299,2:14:48,Yoshitsugu IWANAGA,Men,Marathon,19 JUL 1960,JPN,14,Fukuoka (JPN),01 DEC 1985
