Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
3589,2:13:04,Yudai OKAMOTO,Men,Marathon,29 DEC 1991,JPN,40,Tokyo (JPN),05 MAR 2023
3602,2:13:05,Yasunori HAMADA,Men,Marathon,25 MAR 1946,JPN,1,Oita (JPN),03 FEB 1974
3602,2:13:05,Jerzy GROS,Men,Marathon,21 FEB 1945,POL,7,Fukuoka (JPN),07 DEC 1975
3602,2:13:05,Sergey RUDENKO,Men,Marathon,14 OCT 1958,URS,1,Vilnius (LTU),26 APR 1986
3602,2:13:05,Paweł LORENS,Men,Marathon,19 MAR 1958,POL,6,Berlin (GER),28 SEP 1986
3602,2:13:05,Mark COOGAN,Men,Marathon,01 MAY 1966,USA,2,"Charlotte, NC (USA)",17 FEB 1996
3602,2:13:05,Ronny LIGNEEL,Men,Marathon,11 MAR 1964,BEL,6,Eindhoven (NED),13 OCT 2002
3602,2:13:05,Ali BENKARDOUS,Men,Marathon,1977,ALG,1,Algiers (ALG),01 NOV 2009
3602,2:13:05,Samuel GOITOM,Men,Marathon,1983,ERI,2,Kassel (GER),16 MAY 2010
3602,2:13:05,Andre POLLMÄCHER,Men,Marathon,22 MAR 1983,GER,14,Berlin (GER),29 SEP 2013
3602,2:13:05,Thomas EKIRU,Men,Marathon,1983,KEN,5,See Genezareth (ISR),09 JAN 2015
3602,2:13:05,Martin Esteban CUESTAS,Men,Marathon,08 DEC 1986,URU,52,Valencia (ESP),06 DEC 2020
3602,2:13:05,Shuya IWAMI,Men,Marathon,24 MAR 1999,JPN,57,Osaka (JPN),24 FEB 2025
3614,2:13:06,Danny MCDAID,Men,Marathon,04 AUG 1941,IRL,1,Limerick (IRL),11 APR 1976
3614,2:13:06,Greg HANNON,Men,Marathon,14 NOV 1953,GBR,1,Coventry (GBR),13 MAY 1979
3614,2:13:06,Chae-ho HAN,Men,Marathon,06 MAR 1965,KOR,4,Seoul (KOR),20 MAR 1988
3614,2:13:06,Chung-yong KIM,Men,Marathon,10 MAR 1969,KOR,4,Chuncheon (KOR),06 NOV 1992
3614,2:13:06,Katsuya NATSUME,Men,Marathon,01 DEC 1966,JPN,10,Otsu (JPN),03 MAR 1996
3614,2:13:06,Igor TYAZHKOROB,Men,Marathon,12 APR 1967,UKR,1,Göppingen (GER),05 MAY 1996
3614,2:13:06,Aleksey VESELOV,Men,Marathon,29 JUL 1979,RUS,3,St. Petersburg (RUS),21 JUN 2003
3614,2:13:06,Morris MUREITHI MWANGI,Men,Marathon,15 MAY 1980,KEN,2,Pyongyang (PRK),08 APR 2007
3614,2:13:06,Patrick NYANGERO,Men,Marathon,17 FEB 1985,TAN,1,Nagpur (IND),31 JAN 2010
3614,2:13:06,Daniel VARGAS DE JÉSUS,Men,Marathon,06 MAR 1984,MEX,3,Torreón (MEX),04 MAR 2012
3614,2:13:06,Jaume LEIVA BEATO,Men,Marathon,30 JUL 1983,ESP,14,Wien (AUT),07 APR 2019
3614,2:13:06,Philemon KIPTANUI,Men,Marathon,1996,KEN,5,Izmir (TUR),07 MAY 2023
3614,2:13:06,Henry Kichana TUKOR,Men,Marathon,1991,KEN,6,Lisboa (POR),06 OCT 2024
3627,2:13:07,Toshiharu SASAKI,Men,Marathon,10 APR 1946,JPN,5,Fukuoka (JPN),07 DEC 1969
3627,2:13:07,Duncan MACDONALD,Men,Marathon,15 JAN 1949,USA,9,"Chicago, IL (USA)",26 SEP 1982
3627,2:13:07,Tetsuji IWASE,Men,Marathon,18 SEP 1954,JPN,10,Fukuoka (JPN),02 DEC 1984
3627,2:13:07,James MUNYALA,Men,Marathon,02 NOV 1952,KEN,2,St. Paul (USA),06 OCT 1985
3627,2:13:07,György MARKÓ,Men,Marathon,11 APR 1960,HUN,4,Reims (FRA),17 OCT 1993
3627,2:13:07,Sun-chun LEE,Men,Marathon,10 AUG 1972,KOR,2,Chuncheon (KOR),29 OCT 1993
3627,2:13:07,Armond KEMEI,Men,Marathon,1985,KEN,7,Chuncheon (KOR),25 OCT 2009
3627,2:13:07,Oswald Kauruzu REVELLIAN,Men,Marathon,20 APR 1982,TAN,2,Nagpur (IND),31 JAN 2010
3627,2:13:07,Masanori ISHIDA,Men,Marathon,26 JUN 1985,JPN,5,Oita (JPN),03 FEB 2013
3627,2:13:07,Agato Yashin HASSAN,Men,Marathon,19 JAN 1986,ETH,10,Otsu (JPN),02 MAR 2014
3627,2:13:07,Kwang-sik SHIN,Men,Marathon,16 FEB 1993,KOR,8,Seoul (KOR),17 MAR 2019
3627,2:13:07,Soressa CHALA,Men,Marathon,1993,ETH,10,Wuxi (CHN),24 MAR 2019
3627,2:13:07,Ekjaba KIBET,Men,Marathon,,KEN,7,Nairobi (KEN),29 OCT 2023
3627,2:13:07,Hayato MIYASHITA,Men,Marathon,15 OCT 1999,JPN,58,Osaka (JPN),24 FEB 2025
3641,2:13:08,Young-gil KIM,Men,Marathon,1965,KOR,5,Seoul (KOR),20 MAR 1988
3641,2:13:08,Helmut STUHLPFARRER,Men,Marathon,19 MAR 1959,AUT,1,Lille (FRA),03 SEP 1988
