Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
4497,2:13:59,Dan SCHLESINGER,Men,Marathon,10 JUN 1955,USA,11,"Eugene, OR (USA)",12 SEP 1982
4497,2:13:59,Takeshi KANEDA,Men,Marathon,21 APR 1960,JPN,3,Hofu (JPN),22 DEC 1985
4497,2:13:59,Paul WILLIAMS,Men,Marathon,07 AUG 1956,CAN,7,"Chicago, IL (USA)",26 OCT 1986
4497,2:13:59,Ryuji KONDO,Men,Marathon,21 OCT 1965,JPN,11,Otsu (JPN),08 MAR 1987
4497,2:13:59,Göran HÖGBERG,Men,Marathon,20 DEC 1948,SWE,2,Stockholm (SWE),30 MAY 1987
4497,2:13:59,Aleksey BELOUSOV,Men,Marathon,04 JAN 1960,URS,10,Mogilyov (URS),07 JUN 1987
4497,2:13:59,Gualdino VIEGAS,Men,Marathon,13 NOV 1957,POR,1,Lisboa (POR),08 NOV 1987
4497,2:13:59,Edward RYDZEWSKI,Men,Marathon,26 SEP 1959,POL,5,Debno (POL),27 MAR 1988
4497,2:13:59,Tommy HUGHES,Men,Marathon,08 JAN 1960,GBR,2,Marrakech (MAR),12 JAN 1992
4497,2:13:59,Tayeb FILALI,Men,Marathon,16 JAN 1979,ALG,2,Treviso (ITA),27 MAR 2011
4497,2:13:59,Philip KIPLAGAT BIRECH,Men,Marathon,06 NOV 1983,KEN,24,Dubai (UAE),27 JAN 2012
4497,2:13:59,Tesfaye PELAY,Men,Marathon,,ETH,10,Praha (CZE),03 MAY 2015
4497,2:13:59,Abdulaziz CHARFI,Men,Marathon,,TUN,1,Sfax (TUN),13 DEC 2015
4497,2:13:59,Eric KERING,Men,Marathon,1983,KEN,5,København (DEN),13 MAY 2018
4497,2:13:59,Zhangxing YANG,Men,Marathon,20 APR 2002,CHN,29,Wuxi (CHN),23 MAR 2025
4516,2:14:00,Bernard BOBES,Men,Marathon,07 FEB 1952,FRA,20,London (GBR),17 APR 1983
4516,2:14:00,Willy VAN HUYLENBROECK,Men,Marathon,21 JUN 1956,BEL,2,Antwerpen (BEL),10 SEP 1983
4516,2:14:00,Jean-Jacques PADEL,Men,Marathon,04 APR 1954,FRA,4,Chatellerault (FRA),07 OCT 1984
4516,2:14:00,János PAPP,Men,Marathon,18 APR 1959,HUN,3,Szeged (HUN),22 MAR 1986
