Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
3796,2:13:16,Jackton WASIEMA ODHIAMBO,Men,Marathon,10 OCT 1973,KEN,8,Paris (FRA),06 APR 1997
3796,2:13:16,Julius ONDIEKI,Men,Marathon,10 JUL 1969,KEN,4,Beograd (SRB),25 APR 1998
3796,2:13:16,Junji HARAGUCHI,Men,Marathon,22 JUN 1967,JPN,2,Nobeoka (JPN),25 FEB 2001
3796,2:13:16,Tobias HISKIA,Men,Marathon,1977,NAM,10,"Chicago, IL (USA)",13 OCT 2002
3796,2:13:16,Masaki IWAHARA,Men,Marathon,18 FEB 1977,JPN,6,Beppu (JPN),06 FEB 2005
3796,2:13:16,Jacob MENGICH,Men,Marathon,1970,KEN,3,Lisboa (POR),16 APR 2006
3796,2:13:16,Peter KEMEI,Men,Marathon,,KEN,7,Mombasa (KEN),14 MAY 2006
3796,2:13:16,Paul Lopio LOMOL,Men,Marathon,1978,KEN,3,Zürich (SUI),01 APR 2007
3796,2:13:16,Asrat DEMISSIE,Men,Marathon,,ETH,6,Danzhou (CHN),21 DEC 2013
3796,2:13:16,Patrick KIMELI,Men,Marathon,22 APR 1989,KEN,1,Bucureşti (ROU),04 OCT 2015
3796,2:13:16,Takaki MORI,Men,Marathon,02 JUN 1981,JPN,75,Otsu (JPN),28 FEB 2021
3812,2:13:17,Igor SHCHERBAK,Men,Marathon,09 JUN 1943,URS,1,Uzhgorod (URS),28 APR 1972
3812,2:13:17,Nikolay VAKAR,Men,Marathon,17 APR 1951,URS,10,Moskva (URS),24 MAY 1980
3812,2:13:17,Mike HURD,Men,Marathon,19 DEC 1945,GBR,10,"Chicago, IL (USA)",26 SEP 1982
3812,2:13:17,Shuzo NAKAJIMA,Men,Marathon,11 JAN 1961,JPN,1,Chichibu (JPN),07 DEC 1986
3812,2:13:17,Wenjun LIU,Men,Marathon,17 NOV 1966,CHN,6,Beijing (CHN),16 OCT 1988
3812,2:13:17,Helmut SCHMUCK,Men,Marathon,07 APR 1963,AUT,3,Wien (AUT),22 APR 1990
3812,2:13:17,Gianni TRUSCHI,Men,Marathon,30 JUL 1956,ITA,1,Avigliana (ITA),30 SEP 1990
3812,2:13:17,Leonardo REYES,Men,Marathon,03 FEB 1967,MEX,3,"Houston, TX (USA)",20 JAN 1991
3812,2:13:17,Geoff WIGHTMAN,Men,Marathon,19 NOV 1960,GBR,11,Berlin (GER),29 SEP 1991
3812,2:13:17,Raf WIJNS,Men,Marathon,07 JAN 1964,BEL,14,Paris (FRA),25 APR 1993
3812,2:13:17,Vladimir BUKHAVIN,Men,Marathon,10 JAN 1961,UKR,21,San Sebastián (ESP),31 OCT 1993
3812,2:13:17,Ahmed HUSSEIN,Men,Marathon,1973,ETH,6,Torino (ITA),12 MAY 1996
3812,2:13:17,Lizhu HONG,Men,Marathon,,CHN,1,Xiamen (CHN),31 MAR 2007
3812,2:13:17,Lenar KHUSNUTDINOV,Men,Marathon,07 DEC 1976,RUS,4,Zürich (SUI),01 APR 2007
