Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
201,2:05:47,Eric Kiprono KIPTANUI,Men,Marathon,19 APR 1990,KEN,1,Siena (ITA),11 APR 2021
202,2:05:48,Jafred Chirchir KIPCHUMBA,Men,Marathon,08 AUG 1983,KEN,1,Eindhoven (NED),09 OCT 2011
202,2:05:48,Sondre Nordstad MOEN,Men,Marathon,12 JAN 1991,NOR,1,Fukuoka (JPN),03 DEC 2017
202,2:05:48,Tariku NOVALES,Men,Marathon,08 MAR 1998,ESP,11,Valencia (ESP),03 DEC 2023
205,2:05:49,William KIPSANG,Men,Marathon,26 JUN 1977,KEN,1,Rotterdam (NED),13 APR 2008
205,2:05:49,Girmay Birhanu GEBRU,Men,Marathon,27 JAN 1987,ETH,3,Dubai (UAE),24 JAN 2014
205,2:05:49,Mark KORIR,Men,Marathon,06 AUG 1988,KEN,1,Paris (FRA),12 APR 2015
208,2:05:50,Evans RUTTO,Men,Marathon,08 APR 1978,KEN,1,"Chicago, IL (USA)",12 OCT 2003
208,2:05:50,Abera KUMA,Men,Marathon,31 AUG 1990,ETH,2,Rotterdam (NED),08 APR 2018
210,2:05:51,Gideon Kipkemoi KIPKETER,Men,Marathon,10 NOV 1992,KEN,2,Tokyo (JPN),26 FEB 2017
210,2:05:51,Ichitaka YAMASHITA,Men,Marathon,29 JUL 1997,JPN,7,Tokyo (JPN),05 MAR 2023
210,2:05:51,Derseh KINDIE,Men,Marathon,04 FEB 1999,ETH,12,Valencia (ESP),03 DEC 2023
213,2:05:52,Stephen CHEBOGUT,Men,Marathon,09 JAN 1985,KEN,1,Eindhoven (NED),11 OCT 2015
213,2:05:52,Adugna TAKELE,Men,Marathon,26 FEB 1989,ETH,4,Sevilla (ESP),20 FEB 2022
213,2:05:52,Girmaw AMARE,Men,Marathon,26 OCT 1987,ISR,13,Valencia (ESP),03 DEC 2023
216,2:05:53,Bedan KAROKI,Men,Marathon,21 AUG 1990,KEN,4,"Chicago, IL (USA)",13 OCT 2019
216,2:05:53,Kenneth KETER,Men,Marathon,04 AUG 1996,KEN,4,Shanghai (CHN),26 NOV 2023
216,2:05:53,Nicolas NAVARRO,Men,Marathon,12 MAR 1991,FRA,14,Valencia (ESP),03 DEC 2023
219,2:05:56,Kelkile GEZAHEGN,Men,Marathon,01 OCT 1996,ETH,3,Rotterdam (NED),08 APR 2018
220,2:05:57,Abdi FUFA,Men,Marathon,27 SEP 1995,ETH,2,Siena (ITA),11 APR 2021
220,2:05:57,Justus KANGOGO,Men,Marathon,10 OCT 1995,KEN,15,Berlin (GER),24 SEP 2023
220,2:05:57,Suldan HASSAN,Men,Marathon,01 APR 1998,SWE,8,Tokyo (JPN),02 MAR 2025
223,2:05:58,Deribe ROBI,Men,Marathon,26 SEP 1990,ETH,2,Eindhoven (NED),11 OCT 2015
223,2:05:58,Gebru REDAHGNE,Men,Marathon,23 MAR 2000,ETH,2,Barcelona (ESP),08 MAY 2022
223,2:05:58,Kyohei HOSOYA,Men,Marathon,31 AUG 1995,JPN,4,Osaka (JPN),24 FEB 2025
226,2:05:59,Kenya SONOTA,Men,Marathon,10 MAY 1993,JPN,8,Tokyo (JPN),05 MAR 2023
226,2:05:59,Joshua CHEPTEGEI,Men,Marathon,12 SEP 1996,UGA,9,Tokyo (JPN),02 MAR 2025
228,2:06:00,Mark Kosgei KIPTOO,Men,Marathon,21 JUN 1976,KEN,3,Eindhoven (NED),11 OCT 2015
228,2:06:00,Thomas KIPLAGAT,Men,Marathon,01 MAR 1987,KEN,1,Seoul (KOR),17 MAR 2019
228,2:06:00,Tsubasa ICHIYAMA,Men,Marathon,08 APR 1996,JPN,10,Tokyo (JPN),02 MAR 2025
231,2:06:02,Samuel NDUNGU,Men,Marathon,04 APR 1988,KEN,2,Lisboa (POR),20 OCT 2019
231,2:06:02,Alemu BEKELE,Men,Marathon,23 MAR 1990,BRN,2,Seoul (KOR),03 NOV 2019
233,2:06:03,Felix Kipchirchir KANDIE,Men,Marathon,10 APR 1987,KEN,2,Seoul (KOR),19 MAR 2017
233,2:06:03,Samuel Kiplimo KOSGEI,Men,Marathon,20 JAN 1986,KEN,1,Barcelona (ESP),07 NOV 2021
235,2:06:04,Fentahun HUNEGNAW,Men,Marathon,04 JAN 1996,ETH,5,Amsterdam (NED),20 OCT 2019
235,2:06:04,Haimro ALAME,Men,Marathon,08 JUN 1990,ISR,15,Valencia (ESP),03 DEC 2023
235,2:06:04,Daniel Simiu EBENYO,Men,Marathon,18 SEP 1995,KEN,5,"Chicago, IL (USA)",13 OCT 2024
238,2:06:05,Ronaldo DA COSTA,Men,Marathon,07 JUN 1970,BRA,1,Berlin (GER),20 SEP 1998
238,2:06:05,Mariko KIPCHUMBA KIPLAGAT,Men,Marathon,04 JUL 1974,KEN,1,Reims (FRA),21 OCT 2012
238,2:06:05,Asahi KURODA,Men,Marathon,10 MAR 2004,JPN,6,Osaka (JPN),24 FEB 2025
241,2:06:06,Yemaneberhan CRIPPA,Men,Marathon,15 OCT 1996,ITA,4,Sevilla (ESP),18 FEB 2024
241,2:06:06,Iliass AOUANI,Men,Marathon,29 SEP 1995,ITA,15,Valencia (ESP),01 DEC 2024
241,2:06:06,Shunya KIKUCHI,Men,Marathon,26 JUL 1998,JPN,7,Osaka (JPN),24 FEB 2025
244,2:06:07,Eric NDIEMA,Men,Marathon,28 DEC 1992,KEN,3,Amsterdam (NED),16 OCT 2011
