Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
4990,2:14:31,Peter Kipyator BIWOTT,Men,Marathon,1980,KEN,9,Dublin (IRL),26 OCT 2009
4990,2:14:31,Nickson KIPKETER,Men,Marathon,,KEN,10,Yingkou (CHN),22 SEP 2012
4990,2:14:31,Mehari FISSHAYE,Men,Marathon,,ERI,23,Dubai (UAE),23 JAN 2015
4990,2:14:31,Abebe GETACHEW,Men,Marathon,,ETH,6,Rabat (MAR),19 APR 2015
4990,2:14:31,Ihor POROZOV,Men,Marathon,22 MAR 1991,UKR,5,Belaya Tserkva (UKR),04 OCT 2015
4990,2:14:31,Kazuki NODA,Men,Marathon,06 DEC 1990,JPN,5,Nobeoka (JPN),10 FEB 2019
4990,2:14:31,Haruki OKAYAMA,Men,Marathon,09 DEC 1994,JPN,93,Otsu (JPN),28 FEB 2021
4990,2:14:31,Tsuyoshi YOTSUJI,Men,Marathon,15 MAR 1996,JPN,21,Fukuoka (JPN),05 DEC 2021
4990,2:14:31,Alem NIGUSE,Men,Marathon,,ETH,2,Sofia (BUL),08 OCT 2023
4990,2:14:31,Alan PETERSON,Men,Marathon,04 NOV 1991,USA,5,"Valley Cottage, NY (USA)",14 OCT 2023
4990,2:14:31,Riccardo MUGNOSSO,Men,Marathon,21 APR 1997,ITA,1,Verona (ITA),17 NOV 2024
5012,2:14:32,Mike CREERY,Men,Marathon,17 SEP 1947,CAN,8,"Metairie, LA (USA)",10 FEB 1980
5012,2:14:32,Aleksandr PODOGOV,Men,Marathon,1952,URS,15,Moskva (URS),24 MAY 1980
5012,2:14:32,Miguel TIBADUIZA,Men,Marathon,29 FEB 1956,COL,1,"San Francisco, CA (USA)",11 JUL 1982
5012,2:14:32,Nikolay GRIGORYEV,Men,Marathon,23 SEP 1954,URS,10,Mogilyov (URS),15 JUN 1985
5012,2:14:32,Errol GREEN,Men,Marathon,20 JUN 1958,RSA,9,"Houston, TX (USA)",18 JAN 1987
5012,2:14:32,Keld JOHNSEN,Men,Marathon,20 NOV 1950,DEN,10,Berlin (GER),04 OCT 1987
5012,2:14:32,Patrick CLABAUT,Men,Marathon,09 APR 1958,FRA,1,Marseille (FRA),17 APR 1988
5012,2:14:32,Sergey YANENKO,Men,Marathon,27 NOV 1957,URS,1,Uzhgorod (URS),23 APR 1989
5012,2:14:32,Moon-kyu SHON,Men,Marathon,04 JUN 1973,KOR,14,Kyongju (KOR),16 MAR 1997
5012,2:14:32,James Kibiwott TANUI,Men,Marathon,1974,KEN,1,Krems (AUT),17 SEP 2000
5012,2:14:32,Marek DRYJA,Men,Marathon,04 MAR 1970,POL,5,Frankfurt (GER),27 OCT 2002
5012,2:14:32,Benjamin SEREM,Men,Marathon,1987,KEN,7f1,Mumbai (IND),18 JAN 2009
5012,2:14:32,Hamid BELHAJ,Men,Marathon,19 JUL 1968,FRA,20,Paris (FRA),05 APR 2009
5012,2:14:32,Micah Kiplagat SAMOEI,Men,Marathon,12 AUG 1980,KEN,7,Verona (ITA),20 FEB 2011
5012,2:14:32,Guor MAKER,Men,Marathon,15 APR 1984,SUD,5,St. Paul (USA),02 OCT 2011
5012,2:14:32,David KIPKURIR,Men,Marathon,,KEN,2,Kassel (GER),04 MAY 2014
5012,2:14:32,Ross BRADEN,Men,Marathon,17 JUN 1993,GBR,12,London (GBR),02 OCT 2022
5012,2:14:32,Feleke TULU,Men,Marathon,31 OCT 1997,ETH,8,Roma (ITA),17 MAR 2024
5012,2:14:32,Qujie LUOSANG,Men,Marathon,26 DEC 2002,CHN,32,Beijing (CHN),03 NOV 2024
5012,2:14:32,Zikong WANG,Men,Marathon,04 OCT 1999,CHN,29,Wuxi (CHN),23 MAR 2025
5012,2:14:32,Andrey PETROV,Men,Marathon,13 OCT 1986,UZB,5,Jiaxing (CHN),30 MAR 2025
5033,2:14:33,Brenton NORMAN,Men,Marathon,28 DEC 1944,AUS,2,Perth (AUS),08 SEP 1973
5033,2:14:33,Svein Arve PEDERSEN,Men,Marathon,15 APR 1952,NOR,1,Selbu (NOR),06 SEP 1980
5033,2:14:33,Denis PONCET,Men,Marathon,06 JAN 1948,FRA,3,Beauvrages (FRA),20 JUN 1981
5033,2:14:33,Andre HODICQ,Men,Marathon,04 OCT 1955,FRA,1,Cesano Boscone (ITA),24 NOV 1985
5033,2:14:33,Ronald LANZONI,Men,Marathon,21 AUG 1959,CRC,8,"Pittsburgh, PA (USA)",03 MAY 1987
5033,2:14:33,Cho HUI BOK,Men,Marathon,07 NOV 1964,PRK,1,Pyongyang (PRK),25 APR 1988
5033,2:14:33,Yoo-Moon JOON,Men,Marathon,,PRK,2,Pyongyang (PRK),25 APR 1988
5033,2:14:33,Tadayoshi KAMETAKA,Men,Marathon,03 MAR 1962,JPN,14,Fukuoka (JPN),04 DEC 1988
5033,2:14:33,Gordon CHRISTIE,Men,Marathon,17 SEP 1961,CAN,1,Ottawa (CAN),14 MAY 1989
5033,2:14:33,Jose ROCHA,Men,Marathon,07 DEC 1964,USA,1,"Chicago, IL (USA)",27 OCT 1991
5033,2:14:33,Ernesto EBERSTADT,Men,Marathon,27 JAN 1967,MEX,8,"Los Angeles, CA (USA)",06 MAR 1994
5033,2:14:33,John SEGERO,Men,Marathon,,KEN,7,Carpi (ITA),11 OCT 1998
5033,2:14:33,Valeriy FEDOTOV,Men,Marathon,12 JUN 1969,RUS,8,Moskva (RUS),16 MAY 1999
5033,2:14:33,Hideki ITAGAKI,Men,Marathon,08 NOV 1970,JPN,17,Otsu (JPN),04 MAR 2001
5033,2:14:33,Huw LOBB,Men,Marathon,29 AUG 1976,GBR,13,London (GBR),17 APR 2005
5033,2:14:33,Thomas KIPKOSGEI,Men,Marathon,1978,KEN,7,Sevilla (ESP),24 FEB 2008
5033,2:14:33,Kiprop TUWEI,Men,Marathon,1978,KEN,4,Zürich (SUI),11 APR 2010
5033,2:14:33,Abebe DINKESA,Men,Marathon,06 MAR 1984,ETH,25,Dubai (UAE),27 JAN 2012
5033,2:14:33,Bado WORKU MERDESSA,Men,Marathon,22 JUL 1988,ETH,2,Santiago de Chile (CHI),07 APR 2013
5033,2:14:33,Peter Kiptoo KIPLAGAT,Men,Marathon,10 OCT 1984,KEN,3,Istanbul (TUR),13 NOV 2016
5033,2:14:33,Abdenasir FATHI,Men,Marathon,20 MAY 1987,MAR,10,Rabat (MAR),05 MAR 2017
5033,2:14:33,Abdelkarim KAMIL,Men,Marathon,22 SEP 1993,MAR,7,Marrakech (MAR),26 JAN 2025
5033,2:14:33,Ok Chol KIM,Men,Marathon,,PRK,7,Pyongyang (PRK),06 APR 2025
5056,2:14:34,Randy REINA,Men,Marathon,31 DEC 1959,USA,8,"Houston, TX (USA)",06 JAN 1985
5056,2:14:34,Driss LAHKIM,Men,Marathon,1960,MAR,5,Roma (ITA),19 NOV 1989
5056,2:14:34,Józef KAZANECKI,Men,Marathon,1965,POL,15,Berlin (GER),30 SEP 1990
5056,2:14:34,Tadayuki HASHIMOTO,Men,Marathon,20 MAY 1967,JPN,12,Paris (FRA),29 MAR 1992
5056,2:14:34,Mimoun LEMHAJJAR,Men,Marathon,09 JUL 1963,MAR,5,Marrakech (MAR),15 JAN 1995
5056,2:14:34,Gladstone KABIGA,Men,Marathon,1965,KEN,12,Reims (FRA),10 OCT 1996
5056,2:14:34,Hamid OUBADRISS,Men,Marathon,01 DEC 1967,FRA,5,Lyon (FRA),26 OCT 1997
5056,2:14:34,Takashi MAKABE,Men,Marathon,03 FEB 1982,JPN,8f1,Otsu (JPN),01 MAR 2009
5056,2:14:34,Ernest Kipruto KIBET,Men,Marathon,15 FEB 1984,KEN,6,Danzhou (CHN),18 DEC 2010
5056,2:14:34,Takafumi KIKUCHI,Men,Marathon,22 MAY 1991,JPN,9,Gold Coast (AUS),02 JUL 2017
5056,2:14:34,Gáspár CSERE,Men,Marathon,12 AUG 1991,HUN,26,Amsterdam (NED),17 OCT 2021
5056,2:14:34,Anubaike KUWAN,Men,Marathon,18 MAR 1996,CHN,1,Beijing (CHN),06 NOV 2022
5056,2:14:34,Sydney GIDABUDAY,Men,Marathon,21 AUG 1996,USA,13,"New York, NY (USA)",05 NOV 2023
5069,2:14:35,Kim-Chang SON,Men,Marathon,11 APR 1944,PRK,3,Pyongyang (PRK),01 APR 1976
5069,2:14:35,Rais NASIBULIN,Men,Marathon,01 JUN 1948,URS,16,Moskva (URS),24 MAY 1980
5069,2:14:35,Richard WILDE,Men,Marathon,13 OCT 1945,GBR,4,"Duluth, MN (USA)",20 JUN 1981
5069,2:14:35,Ken HUNTER,Men,Marathon,23 JUL 1952,USA,9,"Houston, TX (USA)",06 JAN 1985
5069,2:14:35,José Maria GONZÁLEZ,Men,Marathon,19 MAR 1965,ESP,11,Torino (ITA),24 APR 1994
5069,2:14:35,Gi-Sheng HSU,Men,Marathon,02 JAN 1964,TPE,6,Oita (JPN),05 FEB 1995
5069,2:14:35,Pascal FETIZON,Men,Marathon,30 AUG 1962,FRA,10,Paris (FRA),21 APR 1996
5069,2:14:35,Jürg STALDER,Men,Marathon,25 OCT 1969,SUI,13,Reims (FRA),10 OCT 1996
5069,2:14:35,Ryoji MAEDA,Men,Marathon,17 APR 1973,JPN,21,Fukuoka (JPN),05 DEC 1999
5069,2:14:35,Hugo Saul PACAR RAMOS,Men,Marathon,1969,PER,7,"Nashville, TN (USA)",29 APR 2000
5069,2:14:35,Peter NDEGWA,Men,Marathon,1974,KEN,3,Nairobi (KEN),24 OCT 2004
5069,2:14:35,Phillipp Metto KIBITOK,Men,Marathon,05 OCT 1975,KEN,6,St. Paul (USA),02 OCT 2011
5069,2:14:35,Geoffery KIPTOO,Men,Marathon,,KEN,14,Ahmedabad (IND),25 DEC 2011
5069,2:14:35,Sinkweon JANG,Men,Marathon,07 MAR 1983,KOR,20,Seoul (KOR),18 MAR 2012
5069,2:14:35,Kazuyoshi TOKUMOTO,Men,Marathon,22 JUN 1979,JPN,15,Berlin (GER),28 SEP 2014
5069,2:14:35,Jiří HOMOLÁČ,Men,Marathon,25 FEB 1990,CZE,31,Berlin (GER),29 SEP 2019
5069,2:14:35,Szymon KULKA,Men,Marathon,22 JUN 1993,POL,13,Frankfurt (GER),27 OCT 2019
5069,2:14:35,Edson ARRUDA SANTOS,Men,Marathon,25 NOV 1984,BRA,52,Sevilla (ESP),20 FEB 2022
5069,2:14:35,Martin Egebjerg OLESEN,Men,Marathon,08 OCT 1995,DEN,3,Hannover (GER),03 APR 2022
5069,2:14:35,Dominik ROLLI,Men,Marathon,19 FEB 1996,SUI,65,Valencia (ESP),03 DEC 2023
5069,2:14:35,Ben OLSON,Men,Marathon,02 APR 2000,USA,7,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024
5090,2:14:36,Richard MAHONEY,Men,Marathon,19 MAR 1950,USA,11,"Boston, MA (USA)",16 APR 1979
5090,2:14:36,Mihail KOUSIS,Men,Marathon,10 OCT 1953,GRE,4,Amsterdam (NED),08 MAY 1982
5090,2:14:36,Andrew LLOYD,Men,Marathon,14 FEB 1959,AUS,2,Sydney (AUS),10 JUN 1984
5090,2:14:36,Dick HOOPER,Men,Marathon,26 AUG 1956,IRL,3,Dublin (IRL),26 OCT 1987
5090,2:14:36,Aleksandr BELYAYEV,Men,Marathon,10 MAY 1961,URS,1,Helsinki (FIN),11 AUG 1990
5090,2:14:36,Andrew SYMONDS,Men,Marathon,09 FEB 1965,GBR,2,Brugge (BEL),11 JUL 1993
5090,2:14:36,Juan Ramon MUÑOZ,Men,Marathon,12 DEC 1965,ESP,12,Torino (ITA),24 APR 1994
5090,2:14:36,Roberto Pedro DÍAS,Men,Marathon,27 AUG 1964,BRA,5,"Cleveland, OH (USA)",04 MAY 1997
5090,2:14:36,Yoichi WADA,Men,Marathon,07 APR 1974,JPN,5,Oita (JPN),01 FEB 1998
5090,2:14:36,Thomas MAGUT KIPRONO,Men,Marathon,1969,KEN,3,Valencia (ESP),03 FEB 2002
5090,2:14:36,Joseph KIBOR,Men,Marathon,22 DEC 1972,KEN,9,"San Diego, CA (USA)",02 JUN 2002
