Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
99,2:04:53,Abayneh DEGU,Men,Marathon,01 DEC 1998,ETH,5,Paris (FRA),17 OCT 2021
99,2:04:53,Brimin KIPKORIR,Men,Marathon,25 MAY 1989,KEN,1,Frankfurt (GER),29 OCT 2023
99,2:04:53,Gashau AYALE,Men,Marathon,22 AUG 1996,ISR,3,Sevilla (ESP),18 FEB 2024
104,2:04:54,Markos GENETI,Men,Marathon,07 JUN 1984,ETH,3,Dubai (UAE),27 JAN 2012
104,2:04:54,Titus KIPRUTO,Men,Marathon,25 JUN 1998,KEN,2,Amsterdam (NED),16 OCT 2022
106,2:04:55,Paul TERGAT,Men,Marathon,17 JUN 1969,KEN,1,Berlin (GER),28 SEP 2003
107,2:04:56,Sammy Kipchoge KORIR,Men,Marathon,12 DEC 1971,KEN,2,Berlin (GER),28 SEP 2003
107,2:04:56,Jonathan MAIYO,Men,Marathon,05 MAY 1988,KEN,4,Dubai (UAE),27 JAN 2012
107,2:04:56,Kengo SUZUKI,Men,Marathon,11 JUN 1995,JPN,1,Otsu (JPN),28 FEB 2021
107,2:04:56,Philemon KIPLIMO,Men,Marathon,10 OCT 1998,KEN,8,Berlin (GER),24 SEP 2023
107,2:04:56,Samuel FITWI SIBHATU,Men,Marathon,01 JAN 1996,GER,9,Valencia (ESP),01 DEC 2024
112,2:04:57,Bazezew ASMARE,Men,Marathon,11 SEP 1996,ETH,3,Amsterdam (NED),16 OCT 2022
113,2:04:58,Amanal PETROS,Men,Marathon,17 MAY 1995,GER,9,Berlin (GER),24 SEP 2023
114,2:04:59,Gadisa BIRHANU,Men,Marathon,15 SEP 1992,ETH,1,Sevilla (ESP),19 FEB 2023
115,2:05:00,Philemon RONO,Men,Marathon,08 FEB 1991,KEN,1,Toronto (CAN),20 OCT 2019
116,2:05:01,Nicholas KIRWA,Men,Marathon,16 JUN 1994,KEN,6,Milano (ITA),16 MAY 2021
116,2:05:01,Addisu GOBENA,Men,Marathon,20 OCT 2004,ETH,1,Dubai (UAE),07 JAN 2024
118,2:05:02,Emmanuel SAINA,Men,Marathon,06 SEP 1992,KEN,4,Dubai (UAE),25 JAN 2019
119,2:05:03,Moses MOSOP,Men,Marathon,07 JUL 1985,KEN,3,Rotterdam (NED),15 APR 2012
120,2:05:04,Abel KIRUI,Men,Marathon,06 APR 1982,KEN,3,Rotterdam (NED),05 APR 2009
120,2:05:04,Abraham KIPTOO,Men,Marathon,16 JUL 1999,KEN,4,Amsterdam (NED),16 OCT 2022
122,2:05:05,Boniface KIMUTAI,Men,Marathon,12 AUG 1995,KEN,10,Berlin (GER),24 SEP 2023
123,2:05:06,Marius KIMUTAI,Men,Marathon,10 DEC 1992,BRN,1,Barcelona (ESP),19 MAR 2023
124,2:05:07,Workineh TADESE,Men,Marathon,13 DEC 2000,ETH,3,Hamburg (GER),24 APR 2022
125,2:05:08,Samwel Nyamai MAILU,Men,Marathon,07 FEB 1993,KEN,1,Wien (AUT),23 APR 2023
126,2:05:09,Morris Munene GACHAGA,Men,Marathon,07 APR 1995,KEN,6,Paris (FRA),17 OCT 2021
126,2:05:09,Victor KIPLANGAT,Men,Marathon,10 NOV 1999,UGA,4,Hamburg (GER),24 APR 2022
128,2:05:10,Samuel Kamau WANJIRU,Men,Marathon,10 NOV 1986,KEN,1,London (GBR),26 APR 2009
129,2:05:11,Mo FARAH,Men,Marathon,23 MAR 1983,GBR,1,"Chicago, IL (USA)",07 OCT 2018
130,2:05:12,Filex Malewa CHEMONGESI,Men,Marathon,19 AUG 1993,UGA,3,Toronto (CAN),20 OCT 2019
130,2:05:12,Adeledelew MAMO,Men,Marathon,1999,ETH,2,Sevilla (ESP),20 FEB 2022
130,2:05:12,Othmane EL GOUMRI,Men,Marathon,28 MAY 1992,MAR,2,Barcelona (ESP),19 MAR 2023
130,2:05:12,Yohei IKEDA,Men,Marathon,22 JUN 1998,JPN,6,Berlin (GER),29 SEP 2024
134,2:05:13,Vincent KIPRUTO,Men,Marathon,13 SEP 1987,KEN,3,Rotterdam (NED),11 APR 2010
134,2:05:13,Wilson Loyanae ERUPE,Men,Marathon,20 NOV 1988,KEN,1,Seoul (KOR),20 MAR 2016
134,2:05:13,Nobert KIGEN,Men,Marathon,24 JAN 1993,KEN,2,Amsterdam (NED),15 OCT 2017
137,2:05:14,Berehanu TSEGU,Men,Marathon,30 SEP 1999,ETH,2,Dubai (UAE),12 JAN 2025
138,2:05:15,Martin Kiptolo LEL,Men,Marathon,29 OCT 1978,KEN,1,London (GBR),13 APR 2008
139,2:05:16,Levi Omari MATEBO,Men,Marathon,03 NOV 1989,KEN,2,Frankfurt (GER),30 OCT 2011
139,2:05:16,Yuya YOSHIDA,Men,Marathon,23 APR 1997,JPN,1,Fukuoka (JPN),01 DEC 2024
141,2:05:18,Shifera TAMRU,Men,Marathon,01 OCT 1998,ETH,5,Dubai (UAE),25 JAN 2019
142,2:05:19,Joel Kemboi KIMURER,Men,Marathon,21 JAN 1988,KEN,7,Milano (ITA),16 MAY 2021
142,2:05:19,Philemon Kacheran LOKEDI,Men,Marathon,04 JUL 1992,KEN,3,Valencia (ESP),05 DEC 2021
142,2:05:19,Kebede TULU,Men,Marathon,15 SEP 1996,ETH,2,Sevilla (ESP),19 FEB 2023
145,2:05:20,Moses KIBET,Men,Marathon,04 FEB 1997,KEN,6,Amsterdam (NED),17 OCT 2021
145,2:05:20,Daniel KIBET,Men,Marathon,17 MAY 1996,KEN,2,Milano (ITA),03 APR 2022
145,2:05:20,Okubay TSEGAY,Men,Marathon,01 JAN 1986,ERI,12,Berlin (GER),24 SEP 2023
145,2:05:20,Lemi DUMECHA,Men,Marathon,12 SEP 1995,ETH,2,Dubai (UAE),07 JAN 2024
149,2:05:21,Eliud KIPTANUI,Men,Marathon,06 JUN 1989,KEN,2,Berlin (GER),27 SEP 2015
149,2:05:21,Daniel KINYUA,Men,Marathon,25 MAY 1992,KEN,1,Amsterdam (NED),16 OCT 2016
151,2:05:22,Afewerki BERHANE,Men,Marathon,06 MAY 1996,ERI,7,Amsterdam (NED),17 OCT 2021
152,2:05:24,Edward CHESEREK,Men,Marathon,02 FEB 1994,KEN,12,Valencia (ESP),01 DEC 2024
152,2:05:24,Yohanes CHIAPPINELLI,Men,Marathon,18 AUG 1997,ITA,13,Valencia (ESP),01 DEC 2024
154,2:05:25,Bazu WORKU HAYLA,Men,Marathon,15 SEP 1990,ETH,3,Berlin (GER),26 SEP 2010
154,2:05:25,Albert Kiplagat MATEBOR,Men,Marathon,25 DEC 1980,KEN,3,Frankfurt (GER),30 OCT 2011
156,2:05:26,Abraham KIPTUM,Men,Marathon,15 SEP 1989,KEN,3,Amsterdam (NED),15 OCT 2017
156,2:05:26,El Mahjoub DAZZA,Men,Marathon,03 MAR 1991,MAR,6,Valencia (ESP),02 DEC 2018
158,2:05:27,Jaouad GHARIB,Men,Marathon,22 MAY 1972,MAR,3,London (GBR),26 APR 2009
158,2:05:27,Wilson Kwambai CHEBET,Men,Marathon,12 JUL 1985,KEN,1,Rotterdam (NED),10 APR 2011
158,2:05:27,Tilahun REGASSA,Men,Marathon,18 JAN 1990,ETH,3,"Chicago, IL (USA)",07 OCT 2012
161,2:05:28,Betesfa GETAHUN,Men,Marathon,25 SEP 1998,ETH,4,Amsterdam (NED),20 OCT 2019
161,2:05:28,Goitom KIFLE,Men,Marathon,03 DEC 1993,ERI,6,Valencia (ESP),05 DEC 2021
163,2:05:29,Suguru OSAKO,Men,Marathon,23 MAY 1991,JPN,4,Tokyo (JPN),01 MAR 2020
164,2:05:30,Abderrahim GOUMRI,Men,Marathon,21 MAY 1976,MAR,3,London (GBR),13 APR 2008
165,2:05:33,Filex Kipchirchir KIPROTICH,Men,Marathon,07 DEC 1988,KEN,1,Daegu (KOR),07 APR 2019
165,2:05:33,Mulugeta Asefa UMA,Men,Marathon,12 MAR 1998,ETH,1,Paris (FRA),07 APR 2024
167,2:05:34,Ghirmay GHEBRESLASSIE,Men,Marathon,14 NOV 1995,ERI,3,Sevilla (ESP),20 FEB 2022
168,2:05:35,Philimon Kiptoo KIPCHUMBA,Men,Marathon,16 OCT 1998,KEN,1,Shanghai (CHN),26 NOV 2023
169,2:05:36,Cameron LEVINS,Men,Marathon,28 MAR 1989,CAN,5,Tokyo (JPN),05 MAR 2023
170,2:05:37,Oqbe Kibrom RUESOM,Men,Marathon,01 JAN 1998,ERI,8,Berlin (GER),29 SEP 2024
171,2:05:38,Khalid KHANNOUCHI,Men,Marathon,22 DEC 1971,USA,1,London (GBR),14 APR 2002
171,2:05:38,Peter Kimeli SOME,Men,Marathon,05 JUN 1990,KEN,1,Paris (FRA),07 APR 2013
171,2:05:38,Tadu ABATE,Men,Marathon,11 SEP 1997,ETH,6,Tokyo (JPN),05 MAR 2023
174,2:05:40,Asefa BOKI,Men,Marathon,26 SEP 1997,ETH,2,Amsterdam (NED),20 OCT 2024
175,2:05:41,Dadi Yami GEMEDA,Men,Marathon,1982,ETH,6,Dubai (UAE),27 JAN 2012
175,2:05:41,Laban Kipngetich KORIR,Men,Marathon,30 JUN 1985,KEN,8,Amsterdam (NED),16 OCT 2022
177,2:05:42,Shami Abdullah DAWIT,Men,Marathon,16 JUL 1984,ETH,7,Dubai (UAE),27 JAN 2012
177,2:05:42,Deressa CHIMSA,Men,Marathon,21 NOV 1976,ETH,8,Dubai (UAE),27 JAN 2012
177,2:05:42,Abdisa TOLA,Men,Marathon,03 OCT 2000,ETH,1,Dubai (UAE),12 FEB 2023
177,2:05:42,Josphat BOIT,Men,Marathon,25 NOV 1995,KEN,13,Berlin (GER),24 SEP 2023
177,2:05:42,Solomon Kirwa YEGO,Men,Marathon,10 MAY 1987,KEN,3,Shanghai (CHN),26 NOV 2023
177,2:05:42,Dejene MEGERSA,Men,Marathon,24 JAN 2005,ETH,3,Dubai (UAE),07 JAN 2024
183,2:05:43,Mehdi FRÈRE,Men,Marathon,27 JUL 1996,FRA,9,Valencia (ESP),03 DEC 2023
184,2:05:46,Dejene DEBELA,Men,Marathon,09 JAN 1995,ETH,2,"Chicago, IL (USA)",13 OCT 2019
