Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1300,2:09:25,Joseph Nganga MAREGU,Men,Marathon,22 NOV 1977,KEN,3,Wien (AUT),19 APR 2009
1300,2:09:25,Cosmas Koech KIMUTAI,Men,Marathon,09 OCT 1985,KEN,6,Eindhoven (NED),10 OCT 2010
1300,2:09:25,Philemon LIMO,Men,Marathon,02 AUG 1985,KEN,3,Praha (CZE),13 MAY 2012
1300,2:09:25,Duncan Kipkurui MAIYO,Men,Marathon,05 AUG 1990,KEN,4,Eindhoven (NED),09 OCT 2016
1300,2:09:25,Werkuneh Seyoun ABOYE,Men,Marathon,1984,ETH,5,Roma (ITA),02 APR 2017
1300,2:09:25,Daniel MUINDI,Men,Marathon,10 NOV 1994,KEN,2,Cape Town (RSA),15 SEP 2019
1300,2:09:25,Simon BOCH,Men,Marathon,18 APR 1994,GER,1,Linz (AUT),16 APR 2023
1300,2:09:25,Isaac CHELUKO,Men,Marathon,10 DEC 1998,KEN,5,Roma (ITA),17 MAR 2024
1300,2:09:25,Alemu KOKEB,Men,Marathon,,ETH,2,Rabat (MAR),21 APR 2024
1310,2:09:26,Noriaki IGARASHI,Men,Marathon,28 OCT 1972,JPN,4,Fukuoka (JPN),03 DEC 2000
1310,2:09:26,Ben Kipruto CHEBET,Men,Marathon,22 FEB 1982,KEN,2,Padova (ITA),17 APR 2011
1310,2:09:26,Gizachew NEGASA,Men,Marathon,18 APR 1998,ETH,8,Barcelona (ESP),10 MAR 2019
1310,2:09:26,Yota IFUKU,Men,Marathon,23 DEC 2002,JPN,1,Nobeoka (JPN),11 FEB 2024
1310,2:09:26,Asnake DUBRE,Men,Marathon,18 JUL 1999,ETH,3,Wuhan (CHN),24 MAR 2024
1315,2:09:27,Bill RODGERS,Men,Marathon,23 DEC 1947,USA,1,"Boston, MA (USA)",16 APR 1979
1315,2:09:27,Elijah MUTAI CHEM,Men,Marathon,01 APR 1978,KEN,1,Chuncheon (KOR),23 OCT 2005
1315,2:09:27,Arado Urige BUTA,Men,Marathon,28 NOV 1982,ETH,2,Hamburg (GER),25 APR 2010
1315,2:09:27,Melaku ABERA,Men,Marathon,20 APR 1994,ETH,1,Oita (JPN),07 FEB 2016
1315,2:09:27,Birhanu ADDISIE,Men,Marathon,13 SEP 1995,ETH,2,Roma (ITA),10 APR 2016
1315,2:09:27,Yimer GETAHUN,Men,Marathon,28 JUN 1992,ISR,5,Hula Lake Park (ISR),14 MAR 2021
1315,2:09:27,Masaya TAGUCHI,Men,Marathon,20 MAY 1992,JPN,25,Tokyo (JPN),06 MAR 2022
1315,2:09:27,Yassine EL ALLAMI,Men,Marathon,02 FEB 1992,MAR,1,Rabat (MAR),30 APR 2023
1315,2:09:27,Hideyuki TANAKA,Men,Marathon,09 OCT 1990,JPN,21,Osaka (JPN),25 FEB 2024
1324,2:09:28,Ron HILL,Men,Marathon,25 SEP 1938,GBR,1,Edinburgh (GBR),23 JUL 1970
1324,2:09:28,John GRAHAM,Men,Marathon,18 JUN 1956,GBR,1,Rotterdam (NED),23 MAY 1981
1324,2:09:28,Yokinobu NAKAZAKI,Men,Marathon,04 APR 1979,JPN,4,Tokyo (JPN),08 FEB 2004
1324,2:09:28,Jin-hyeong JEONG,Men,Marathon,01 JUN 1990,KOR,1,Seoul (KOR),20 MAR 2011
1324,2:09:28,Tujuba Beyu MEGERSA,Men,Marathon,1987,ETH,4,Roma (ITA),10 APR 2016
1324,2:09:28,Justus KIPROTICH,Men,Marathon,09 MAR 1996,KEN,1,Münster (GER),09 SEP 2018
1324,2:09:28,Shoya OKUNO,Men,Marathon,10 APR 1993,JPN,7,Otsu (JPN),08 MAR 2020
1324,2:09:28,Takumi IWATA,Men,Marathon,30 JUN 1995,JPN,30,Osaka (JPN),24 FEB 2025
1332,2:09:29,John KEMBOI,Men,Marathon,27 JUL 1971,KEN,5,Amsterdam (NED),17 OCT 1999
1332,2:09:29,Hillary BETT,Men,Marathon,1980,KEN,2,Essen (GER),17 MAY 2009
1332,2:09:29,Mutai KIPKEMEI,Men,Marathon,25 JUL 1986,KEN,3,Hengshui (CHN),20 SEP 2014
1332,2:09:29,Geoffrey RONOH,Men,Marathon,29 NOV 1982,KEN,6,Berlin (GER),25 SEP 2016
1332,2:09:29,Jidongzhi SANG,Men,Marathon,10 NOV 1997,CHN,9,Wuxi (CHN),24 MAR 2024
1332,2:09:29,Justin KENT,Men,Marathon,30 APR 1992,CAN,1,"Rockland Lake State Park, Congers, NY (USA)",30 MAR 2025
1338,2:09:30,Jae-ryong KIM,Men,Marathon,25 APR 1966,KOR,1,Chuncheon (KOR),22 MAR 1992
1338,2:09:30,Faisal Bader SHEBTO,Men,Marathon,10 AUG 1984,QAT,4,Xiamen (CHN),07 JAN 2012
1338,2:09:30,Tariku BEKELE,Men,Marathon,28 FEB 1987,ETH,7,Seoul (KOR),04 NOV 2018
1338,2:09:30,Yuki TAKAMIYA,Men,Marathon,02 DEC 1987,JPN,37,Otsu (JPN),28 FEB 2021
1338,2:09:30,David KIPRONO,Men,Marathon,1990,KEN,2,La Rochelle (FRA),28 NOV 2021
1338,2:09:30,Tendai ZIMUTO,Men,Marathon,25 JUL 1995,ZIM,3,Enschede (NED),21 APR 2024
1344,2:09:31,Jon BROWN,Men,Marathon,27 FEB 1971,GBR,6,London (GBR),17 APR 2005
1344,2:09:31,Yoshiki TAKENOUCHI,Men,Marathon,25 MAY 1992,JPN,6,Fukuoka (JPN),06 DEC 2020
1344,2:09:31,Christopher KITETU,Men,Marathon,,KEN,7,Frankfurt (GER),27 OCT 2024
1347,2:09:32,Dmitriy KAPITANOV,Men,Marathon,15 MAY 1968,RUS,2,Eindhoven (NED),10 OCT 1999
1347,2:09:32,David MORRIS,Men,Marathon,17 MAY 1970,USA,4,"Chicago, IL (USA)",24 OCT 1999
1347,2:09:32,Shin-ichi WATANABE,Men,Marathon,16 NOV 1976,JPN,6,Berlin (GER),26 SEP 2004
1347,2:09:32,Mesfin ADIMASU,Men,Marathon,05 MAR 1985,ETH,7,Rotterdam (NED),05 APR 2009
1347,2:09:32,Joseph LOMALA,Men,Marathon,1982,KEN,2,Wien (AUT),18 APR 2010
1347,2:09:32,Samir JOUAHER,Men,Marathon,29 APR 1985,MAR,4,Abu Dhabi (UAE),06 DEC 2019
1347,2:09:32,Edwin KIPTOO,Men,Marathon,28 DEC 1987,KEN,2,Buenos Aires (ARG),18 SEP 2022
1347,2:09:32,Isaack LELEI,Men,Marathon,29 JAN 1990,KEN,6,Frankfurt (GER),29 OCT 2023
1347,2:09:32,Yismaw ATINAFU,Men,Marathon,,ETH,10,Dubai (UAE),12 JAN 2025
1356,2:09:33,Francis Robert NAALI,Men,Marathon,01 APR 1971,TAN,2,Berlin (GER),29 SEP 1996
1357,2:09:34,Timothy CHERIGAT,Men,Marathon,29 DEC 1976,KEN,1,San Sebastián (ESP),24 NOV 2002
1357,2:09:34,Tadesse HAILEMARIAM,Men,Marathon,17 SEP 1972,ETH,7,Amsterdam (NED),19 OCT 2003
1357,2:09:34,Hailu Abebe DOGAGA,Men,Marathon,1985,ETH,1,Reims (FRA),18 OCT 2009
1357,2:09:34,Josphat LETING,Men,Marathon,10 JUN 1988,KEN,2,Enschede (NED),21 APR 2013
1357,2:09:34,Hayato SONODA,Men,Marathon,05 APR 1989,JPN,2,Oita (JPN),04 FEB 2018
1357,2:09:34,Daichi KAMINO,Men,Marathon,13 SEP 1993,JPN,2,Hofu (JPN),19 DEC 2021
1357,2:09:34,Takayuki IIDA,Men,Marathon,24 JUN 1999,JPN,5,Praha (CZE),07 MAY 2023
1357,2:09:34,Peng GAO,Men,Marathon,16 AUG 1996,CHN,8,Beijing (CHN),29 OCT 2023
1357,2:09:34,Patrick KETER,Men,Marathon,,KEN,1,Enschede (NED),13 APR 2025
1366,2:09:35,Kunimitsu ITO,Men,Marathon,06 JAN 1955,JPN,6,Fukuoka (JPN),04 DEC 1983
1366,2:09:35,Jerry LAWSON,Men,Marathon,02 JUL 1966,USA,7,"Chicago, IL (USA)",19 OCT 1997
1366,2:09:35,Joseph MERENG,Men,Marathon,03 JAN 1971,KEN,6,Rotterdam (NED),16 APR 2000
1366,2:09:35,Simon Kamama MUKUM,Men,Marathon,1984,KEN,1,Venezia (ITA),24 OCT 2010
1366,2:09:35,Dmitriy SAFRONOV,Men,Marathon,08 OCT 1981,RUS,7,London (GBR),17 APR 2011
1366,2:09:35,Amos Tirop MATUI,Men,Marathon,27 MAY 1976,KEN,2,Köln (GER),02 OCT 2011
1366,2:09:35,Mateusz KACZOR,Men,Marathon,03 MAR 1997,POL,39,Sevilla (ESP),18 FEB 2024
1366,2:09:35,Moses KIPTOO,Men,Marathon,08 AUG 1991,KEN,4,Wuhan (CHN),24 MAR 2024
1374,2:09:36,Andries KHULU,Men,Marathon,21 AUG 1972,RSA,7,Berlin (GER),28 SEP 1997
1374,2:09:36,Eder FIALHO,Men,Marathon,04 MAY 1973,BRA,6,"Chicago, IL (USA)",24 OCT 1999
1374,2:09:36,Gosha GIRMA TEFERA,Men,Marathon,1981,ETH,2,Milano (ITA),07 APR 2013
1374,2:09:36,Patrick KORIR,Men,Marathon,1977,KEN,1,Košice (SVK),06 OCT 2013
1374,2:09:36,Dominic KANGOR,Men,Marathon,1989,KEN,2,Brighton (GBR),06 APR 2014
1374,2:09:36,Kohei OGINO,Men,Marathon,08 DEC 1989,JPN,12,Tokyo (JPN),25 FEB 2018
1374,2:09:36,Joaquin ARBE,Men,Marathon,25 AUG 1990,ARG,22,Valencia (ESP),05 DEC 2021
1374,2:09:36,Peter LYNCH,Men,Marathon,26 NOV 1997,IRL,3,Düsseldorf (GER),27 APR 2025
1382,2:09:37,Dick BEARDSLEY,Men,Marathon,21 MAR 1956,USA,1,"Duluth, MN (USA)",20 JUN 1981
1382,2:09:37,Wilfred Kipkosgei MURGOR,Men,Marathon,12 DEC 1988,KEN,5,Seoul (KOR),01 NOV 2015
1382,2:09:37,Peter KIRUI,Men,Marathon,20 NOV 2002,KEN,2,Shenzhen (CHN),01 DEC 2024
1385,2:09:38,Alex KIRUI,Men,Marathon,1980,KEN,5,Reims (FRA),19 OCT 2008
1385,2:09:38,Haroun NJOROGE,Men,Marathon,11 JUL 1988,KEN,1,Oita (JPN),05 FEB 2012
1385,2:09:38,Allan KIPRONO,Men,Marathon,15 FEB 1990,KEN,10,Frankfurt (GER),26 OCT 2014
1385,2:09:38,Colin BENNIE,Men,Marathon,03 JUN 1995,USA,3,"Chandler, AZ (USA)",20 DEC 2020
1385,2:09:38,Haftu KNIGHT,Men,Marathon,,USA,2,"Rockland Lake State Park, Congers, NY (USA)",30 MAR 2025
1390,2:09:39,Richard KAITANY,Men,Marathon,17 JUN 1958,KEN,3,"Chicago, IL (USA)",30 OCT 1988
1390,2:09:39,Pat CARROLL,Men,Marathon,17 AUG 1961,AUS,1,Oita (JPN),05 FEB 1995
1390,2:09:39,Yekeber BAYABEL,Men,Marathon,12 NOV 1991,ETH,5,Amsterdam (NED),20 OCT 2013
1390,2:09:39,Kyoya TSUJINO,Men,Marathon,30 OCT 1995,JPN,33,Osaka (JPN),26 FEB 2023
1390,2:09:39,Aron KIFLE,Men,Marathon,20 FEB 1998,ERI,4,Milano (ITA),06 APR 2025
1395,2:09:40,Salvatore BETTIOL,Men,Marathon,28 NOV 1961,ITA,4,London (GBR),17 APR 1994
1395,2:09:40,Tomonori WATANABE,Men,Marathon,09 JUN 1976,JPN,1,Hofu (JPN),19 DEC 1999
1395,2:09:40,Joseph BIWOTT,Men,Marathon,1972,KEN,9,Amsterdam (NED),16 OCT 2011
1395,2:09:40,Alebachew WALE,Men,Marathon,21 DEC 1980,ETH,5,Shanghai (CHN),12 NOV 2017
1395,2:09:40,Takahiro NAKAMURA,Men,Marathon,24 AUG 1983,JPN,38,Otsu (JPN),28 FEB 2021
1395,2:09:40,Rodgers GESABWA,Men,Marathon,14 OCT 1987,KEN,6,Rotterdam (NED),10 APR 2022
