Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
3495,2:12:57,Mohammed Saleh ABDLAZIZ,Men,Marathon,,ERI,5,Verona (ITA),20 FEB 2011
3495,2:12:57,Tsegaye Bekele DISSASA,Men,Marathon,,ETH,10,Wien (AUT),17 APR 2011
3495,2:12:57,Wendwesen TILAHUN,Men,Marathon,,ETH,5,Pune (IND),29 JAN 2017
3495,2:12:57,Rafael Vicente LOZA BEJARANO,Men,Marathon,07 APR 1994,ECU,66,Sevilla (ESP),18 FEB 2024
3495,2:12:57,Fuma NAKAMURA,Men,Marathon,05 JAN 2000,JPN,10,"City Hall, Nobeoka (JPN)",09 FEB 2025
3506,2:12:58,Yuriy VELIKORODNYKH,Men,Marathon,18 FEB 1942,URS,3,Debno (POL),16 MAY 1976
3506,2:12:58,Ronald Boraya MOGAKA,Men,Marathon,14 JUL 1978,KEN,2,Beijing (CHN),09 OCT 1999
3506,2:12:58,Alejandro Jose SEMPRUM,Men,Marathon,12 MAR 1973,VEN,1,Caracas (VEN),06 FEB 2000
3506,2:12:58,Dale WARRENDER,Men,Marathon,08 SEP 1973,NZL,15,Fukuoka (JPN),07 DEC 2003
3506,2:12:58,Zaid LAAROUSSI,Men,Marathon,1970,MAR,3,Marrakech (MAR),18 JAN 2004
3506,2:12:58,Paul KORIR,Men,Marathon,01 DEC 1975,KEN,2,Lisboa (POR),16 APR 2006
3506,2:12:58,Dejene NIGUSSE,Men,Marathon,1985,ETH,5,Düsseldorf (GER),06 MAY 2007
3506,2:12:58,Abrha GEBREGZIABHER,Men,Marathon,,ETH,6,Sevilla (ESP),13 FEB 2011
3506,2:12:58,Kidane GEMECHU,Men,Marathon,23 JUN 1985,ETH,12,See Genezareth (ISR),12 JAN 2012
3506,2:12:58,Edwin Kipchirchir KEMBOI,Men,Marathon,20 JUN 1984,KEN,9,Rotterdam (NED),14 APR 2013
3506,2:12:58,Tatsuya OIKE,Men,Marathon,18 MAY 1990,JPN,39,Tokyo (JPN),05 MAR 2023
3506,2:12:58,Hiroto ISHIWATA,Men,Marathon,30 JAN 1999,JPN,55,Osaka (JPN),24 FEB 2025
3518,2:12:59,Terry MANNERS,Men,Marathon,19 OCT 1939,NZL,4,Christchurch (NZL),31 JAN 1974
