Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
901,2:08:32,Gidamis SHAHANGA,Men,Marathon,04 SEP 1957,TAN,2,Berlin (GER),30 SEP 1990
901,2:08:32,Iaroslav MUȘINSCHI,Men,Marathon,08 AUG 1976,MDA,1,Düsseldorf (GER),02 MAY 2010
901,2:08:32,William KIBOR,Men,Marathon,10 JAN 1985,KEN,5,Wien (AUT),15 APR 2012
901,2:08:32,Lusapho APRIL,Men,Marathon,24 MAY 1982,RSA,1,Hannover (GER),05 MAY 2013
901,2:08:32,Serhiy LEBID,Men,Marathon,15 JUL 1975,UKR,4,Seoul (KOR),09 NOV 2014
901,2:08:32,Andrew Ben KIMTAI,Men,Marathon,12 AUG 1989,KEN,3,Sevilla (ESP),25 FEB 2018
901,2:08:32,Abdi Ibrahim ABDO,Men,Marathon,24 APR 1997,BRN,2,Roma (ITA),08 APR 2018
901,2:08:32,Shewalem YERGALEM,Men,Marathon,,ETH,13,Hamburg (GER),24 APR 2022
901,2:08:32,Erenjia JIA,Men,Marathon,28 JUL 1993,CHN,25,Berlin (GER),29 SEP 2024
901,2:08:32,Kennedy KIPYEKO,Men,Marathon,15 DEC 1991,KEN,3,Eindhoven (NED),13 OCT 2024
901,2:08:32,Emmanuel KIPCHUMBA,Men,Marathon,01 OCT 1996,KEN,1,Riyadh (KSA),08 FEB 2025
912,2:08:33,Charles SPEDDING,Men,Marathon,09 MAY 1952,GBR,2,London (GBR),21 APR 1985
912,2:08:33,Manuel MATIAS,Men,Marathon,30 MAR 1962,POR,1,Kyongju (KOR),20 MAR 1994
912,2:08:33,Danilo GOFFI,Men,Marathon,03 DEC 1972,ITA,3,Rotterdam (NED),19 APR 1998
912,2:08:33,Philip TARUS,Men,Marathon,11 SEP 1974,KEN,1,"San Diego, CA (USA)",23 MAY 1999
912,2:08:33,Abraham KIPROTICH,Men,Marathon,17 AUG 1983,FRA,1,Daegu (KOR),14 APR 2013
912,2:08:33,Arne GABIUS,Men,Marathon,22 MAR 1981,GER,4,Frankfurt (GER),25 OCT 2015
912,2:08:33,Kenji YAMAMOTO,Men,Marathon,17 NOV 1989,JPN,18,Tokyo (JPN),03 MAR 2024
912,2:08:33,Aredom DEGEFA,Men,Marathon,21 NOV 1993,ETH,7,Daegu (KOR),07 APR 2024
912,2:08:33,Wisley KIMELI,Men,Marathon,2000,KEN,1,Lisboa (POR),06 OCT 2024
921,2:08:34,Derek CLAYTON,Men,Marathon,17 NOV 1942,AUS,1,Antwerpen (BEL),30 MAY 1969
921,2:08:34,Wan-ki KIM,Men,Marathon,08 JUL 1968,KOR,2,Kyongju (KOR),20 MAR 1994
921,2:08:34,Harun TOROITICH,Men,Marathon,1978,KEN,6,Paris (FRA),06 APR 2003
921,2:08:34,Benard KIMELI,Men,Marathon,10 SEP 1995,KEN,19,Tokyo (JPN),03 MAR 2024
925,2:08:35,Ryuji TAKEI,Men,Marathon,18 MAY 1971,JPN,1,Otsu (JPN),03 MAR 2002
925,2:08:35,Geoffrey GIKUNI,Men,Marathon,11 MAR 1984,KEN,1,Dublin (IRL),31 OCT 2011
925,2:08:35,Kentaro NAKAMOTO,Men,Marathon,07 DEC 1982,JPN,2,Oita (JPN),03 FEB 2013
925,2:08:35,Haile Haja GEMEDA,Men,Marathon,22 OCT 1988,ETH,4,Roma (ITA),17 MAR 2013
925,2:08:35,Junichi TSUBOUCHI,Men,Marathon,22 AUG 1987,JPN,25,Otsu (JPN),28 FEB 2021
925,2:08:35,Abe GASHAHUN,Men,Marathon,20 APR 1998,ETH,2,Riyadh (KSA),08 FEB 2025
931,2:08:36,David Richard NERURKAR,Men,Marathon,06 JAN 1964,GBR,5,London (GBR),13 APR 1997
931,2:08:36,Jackson KIPNGOK,Men,Marathon,14 DEC 1960,KEN,4,Berlin (GER),28 SEP 1997
931,2:08:36,Satoshi OSAKI,Men,Marathon,04 JUN 1976,JPN,3,Otsu (JPN),02 MAR 2008
931,2:08:36,Samson Kiptoo BUNGEI,Men,Marathon,17 NOV 1982,KEN,2,Köln (GER),04 OCT 2009
931,2:08:36,Ahmad Hassan ABDULLAH,Men,Marathon,04 APR 1981,QAT,5,Hamburg (GER),29 APR 2012
931,2:08:36,Fikre ASSEFA,Men,Marathon,18 JAN 1989,ETH,2,Košice (SVK),01 OCT 2017
931,2:08:36,Lahsene BOUCHIKHI,Men,Marathon,01 JUN 1993,BEL,31,Valencia (ESP),03 DEC 2023
931,2:08:36,Ilham Tanui ÖZBILEN,Men,Marathon,05 MAR 1990,TUR,3,Mersin (TUR),15 DEC 2024
939,2:08:37,Tsuyoshi OGATA,Men,Marathon,11 MAY 1973,JPN,6,Fukuoka (JPN),07 DEC 2003
939,2:08:37,Jose Marcio LEAO DA SILVA,Men,Marathon,22 NOV 1990,BRA,11,Milano (ITA),03 APR 2022
941,2:08:38,Fredrick CHERONO,Men,Marathon,23 NOV 1977,KEN,1,Torino (ITA),18 APR 2004
941,2:08:38,Daniel Kiplagat CHERIBO,Men,Marathon,1981,KEN,1,Milano (ITA),28 NOV 2004
941,2:08:38,Laban KIPKEMBOI,Men,Marathon,30 DEC 1977,KEN,3,Seoul (KOR),18 MAR 2007
941,2:08:38,Sammy Kiptoo KURGAT,Men,Marathon,1975,KEN,3,Frankfurt (GER),28 OCT 2007
941,2:08:38,James Mwangi MACHARIA,Men,Marathon,23 JUN 1984,KEN,2,Fukuoka (JPN),04 DEC 2011
941,2:08:38,Joseph Kimeli LANGAT,Men,Marathon,08 OCT 1986,KEN,8,Paris (FRA),15 APR 2012
941,2:08:38,Girma BEKELE,Men,Marathon,29 DEC 1992,ETH,3,"New York, NY (USA)",03 NOV 2019
941,2:08:38,Hironori KISHIMOTO,Men,Marathon,07 OCT 2000,JPN,3,Oita (JPN),04 FEB 2024
941,2:08:38,Abebaw MUNIYE,Men,Marathon,12 JAN 2003,ETH,3,Riyadh (KSA),08 FEB 2025
950,2:08:39,Daniel Kiprop LIMO,Men,Marathon,10 DEC 1983,KEN,2,La Rochelle (FRA),27 NOV 2011
950,2:08:39,Bellor Miningwo YATOR,Men,Marathon,01 JAN 1984,KEN,5,Košice (SVK),07 OCT 2012
950,2:08:39,Boniface MBUVI MUEMA,Men,Marathon,20 DEC 1986,KEN,2,Gongju (KOR),21 OCT 2012
950,2:08:39,Mark LOKWANAMOI,Men,Marathon,01 FEB 1988,KEN,5,Dubai (UAE),20 JAN 2017
950,2:08:39,Joshua KOGO,Men,Marathon,1987,KEN,4,Wien (AUT),23 APR 2023
950,2:08:39,Liam ADAMS,Men,Marathon,04 SEP 1986,AUS,3,Gold Coast (AUS),02 JUL 2023
950,2:08:39,Lotory WOLDEGIORGIS,Men,Marathon,09 JAN 1998,ETH,3,Chongqing (CHN),02 MAR 2025
957,2:08:40,José Manuel GARCÍA,Men,Marathon,24 JAN 1966,ESP,3,Tokyo (JPN),08 FEB 1998
957,2:08:40,Willy KALOMBO MWENZE,Men,Marathon,07 JUN 1970,COD,3,Paris (FRA),04 APR 1999
957,2:08:40,Moses KURGAT,Men,Marathon,21 NOV 1984,KEN,3,Gongju (KOR),21 OCT 2012
957,2:08:40,Daniel Nghidinwa PAULUS,Men,Marathon,17 JAN 1997,NAM,8,Daegu (KOR),02 APR 2023
957,2:08:40,Michaël GRAS,Men,Marathon,15 SEP 1991,FRA,32,Valencia (ESP),03 DEC 2023
957,2:08:40,Ryoma TAKEUCHI,Men,Marathon,29 MAY 1992,JPN,3,Hofu (JPN),03 DEC 2023
963,2:08:41,Solomon BUSHENDICH,Men,Marathon,10 JAN 1984,KEN,2,Košice (SVK),03 OCT 2010
963,2:08:41,Josephat KILIMO KEIYO,Men,Marathon,1982,KEN,5,Berlin (GER),30 SEP 2012
965,2:08:42,Jackson KABIGA,Men,Marathon,01 DEC 1976,KEN,1,Fukuoka (JPN),06 DEC 1998
965,2:08:42,Peter Kiplagat CHEBET,Men,Marathon,24 JUN 1976,KEN,3,Košice (SVK),03 OCT 2010
965,2:08:42,Emmanuel KIBET,Men,Marathon,12 DEC 1995,KEN,4,Rabat (MAR),21 APR 2019
965,2:08:42,Martin MUSAU,Men,Marathon,05 OCT 1998,UGA,9,Hamburg (GER),28 APR 2024
965,2:08:42,Kosei SHIRAISHI,Men,Marathon,23 JUN 2002,JPN,6,Oita (JPN),02 FEB 2025
965,2:08:42,Adam NOWICKI,Men,Marathon,24 AUG 1990,POL,22,Sevilla (ESP),23 FEB 2025
971,2:08:43,Muneyuki OJIMA,Men,Marathon,25 SEP 1975,JPN,1,Otsu (JPN),01 MAR 1998
971,2:08:43,Erick WAINAINA,Men,Marathon,19 DEC 1973,KEN,1,Tokyo (JPN),10 FEB 2002
971,2:08:43,Abraham CHELANGA,Men,Marathon,09 SEP 1984,KEN,11,Paris (FRA),05 APR 2009
971,2:08:43,Fikadu TEFERI,Men,Marathon,07 OCT 1993,ETH,1,Marrakech (MAR),27 JAN 2019
971,2:08:43,Kiyohito AKIYAMA,Men,Marathon,19 NOV 1994,JPN,7,Fukuoka (JPN),04 DEC 2022
976,2:08:44,Wodajo BULTI,Men,Marathon,11 MAR 1957,ETH,3,Rotterdam (NED),17 APR 1988
976,2:08:44,Ryo YAMAMOTO,Men,Marathon,18 MAY 1984,JPN,3,Otsu (JPN),04 MAR 2012
976,2:08:44,Jepkopol KAMZEE,Men,Marathon,11 FEB 1984,KEN,6,Berlin (GER),30 SEP 2012
976,2:08:44,Shuhei KURATA,Men,Marathon,05 AUG 1992,JPN,21,Tokyo (JPN),01 MAR 2020
976,2:08:44,Naoki AIBA,Men,Marathon,24 JAN 1991,JPN,5,Oita (JPN),06 FEB 2022
976,2:08:44,Amaury PAQUET,Men,Marathon,23 MAY 1991,BEL,35,Valencia (ESP),03 DEC 2023
976,2:08:44,Hugo CATRILEO,Men,Marathon,27 JAN 1997,CHI,5,"Houston, TX (USA)",14 JAN 2024
983,2:08:45,Takayuki NISHIDA,Men,Marathon,26 APR 1977,JPN,1,Beppu (JPN),04 FEB 2001
983,2:08:45,Boaz KIMAIYO,Men,Marathon,10 DEC 1976,KEN,6,Amsterdam (NED),20 OCT 2002
983,2:08:45,Samuel WOLDEAMANUEL GEBREMICHAEL,Men,Marathon,14 MAR 1981,ETH,3,Barcelona (ESP),07 MAR 2010
983,2:08:45,Daniel KOSGEI,Men,Marathon,19 JUN 1986,KEN,7,Amsterdam (NED),17 OCT 2010
