Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
701,2:26:30,Nailia IULAMANOVA,Women,Marathon,06 SEP 1980,RUS,1,Rotterdam (NED),05 APR 2009
701,2:26:30,Asami KATO,Women,Marathon,12 OCT 1990,JPN,1,Rotterdam (NED),12 APR 2015
701,2:26:30,Chemutai RIONOTUKEI,Women,Marathon,04 SEP 1986,KEN,2,Dongying (CHN),07 MAY 2017
701,2:26:30,Yenenesh DEJENE,Women,Marathon,1990,ETH,7,Barcelona (ESP),19 MAR 2023
701,2:26:30,Monica CHEBET,Women,Marathon,07 FEB 1997,KEN,3,Wuxi (CHN),24 MAR 2024
706,2:26:31,Wanda PANFIL,Women,Marathon,26 JAN 1959,POL,1,London (GBR),22 APR 1990
706,2:26:31,Karolina NADOLSKA,Women,Marathon,06 SEP 1981,POL,2,Osaka (JPN),26 JAN 2014
706,2:26:31,Eva VRABCOVÁ NYVLTOVÁ,Women,Marathon,06 FEB 1986,CZE,3,"Olympiastadion, Berlin (GER)",12 AUG 2018
706,2:26:31,Kaori MORITA,Women,Marathon,19 SEP 1995,JPN,8,Tokyo (JPN),05 MAR 2023
706,2:26:31,Doreen CHESANG,Women,Marathon,16 APR 1990,UGA,1,Madrid (ESP),23 APR 2023
706,2:26:31,Aamelmal TAGEL,Women,Marathon,19 OCT 2000,ETH,1,Nanchang (CHN),10 NOV 2024
712,2:26:32,Mi Gyong KIM,Women,Marathon,17 OCT 1991,PRK,1,Pyongyang (PRK),14 APR 2013
712,2:26:32,Hanne VERBRUGGEN,Women,Marathon,27 MAY 1993,BEL,7,Sevilla (ESP),19 FEB 2023
712,2:26:32,Khishigsaikhan GALBADRAKH,Women,Marathon,28 AUG 1990,MGL,8,Tokyo (JPN),03 MAR 2024
715,2:26:33,Keiko NOGAMI,Women,Marathon,06 DEC 1985,JPN,5,Nagoya (JPN),11 MAR 2018
715,2:26:33,Molly HUDDLE,Women,Marathon,31 AUG 1984,USA,12,London (GBR),28 APR 2019
715,2:26:33,Gladys Jepkurui BIWOTT,Women,Marathon,22 FEB 1985,KEN,9,Siena (ITA),11 APR 2021
715,2:26:33,Li BAI,Women,Marathon,30 MAR 1996,CHN,1,Wuxi (CHN),19 MAR 2023
719,2:26:34,Carla BEURSKENS,Women,Marathon,10 FEB 1952,NED,2,Tokyo (JPN),15 NOV 1987
719,2:26:34,Andrea Soraya RAMÍREZ LIMON,Women,Marathon,05 NOV 1992,MEX,6,"Chandler, AZ (USA)",20 DEC 2020
719,2:26:34,Rosa Alva CHACHA,Women,Marathon,08 DEC 1982,ECU,10,Hamburg (GER),23 APR 2023
719,2:26:34,Mary Zenaida GRANJA,Women,Marathon,23 APR 1995,ECU,17,Sevilla (ESP),18 FEB 2024
723,2:26:35,Colleen DE REUCK,Women,Marathon,13 APR 1964,RSA,1,Berlin (GER),29 SEP 1996
