Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2499,2:34:37,Tomoe YOKOYAMA,Women,Marathon,09 AUG 1976,JPN,13,Nagoya (JPN),12 MAR 2000
2499,2:34:37,Jang CHOL OK,Women,Marathon,03 APR 1978,PRK,5,Pyongyang (PRK),10 APR 2005
2499,2:34:37,Tigist SHETU,Women,Marathon,1987,ETH,3,Łódź (POL),23 APR 2017
2499,2:34:37,Nicole URRA,Women,Marathon,17 APR 1999,CHI,14,Sevilla (ESP),23 FEB 2025
2505,2:34:38,Yoshiko HIDAKA,Women,Marathon,30 DEC 1965,JPN,8,Osaka (JPN),31 JAN 1988
2505,2:34:38,Kaori YAMAUCHI,Women,Marathon,02 MAY 1976,JPN,13,Osaka (JPN),30 JAN 2000
2505,2:34:38,Lauren TOTTEN,Women,Marathon,12 JUL 1990,USA,9,"Chicago, IL (USA)",12 OCT 2014
2505,2:34:38,Elinor KIRK,Women,Marathon,26 APR 1989,GBR,22,Valencia (ESP),01 DEC 2019
2505,2:34:38,Caroline TUIGONG,Women,Marathon,12 MAR 1990,KEN,4,Zheng-Kai (CHN),31 MAR 2024
2510,2:34:39,Aster TESFAYE,Women,Marathon,27 OCT 1990,BRN,5,Mungyeong (KOR),11 OCT 2015
2510,2:34:39,Ji-eun KIM,Women,Marathon,09 AUG 1983,KOR,1,Chuncheon (KOR),23 OCT 2016
2510,2:34:39,Mitsuko INO,Women,Marathon,03 MAR 1983,JPN,2,Osaka (JPN),26 NOV 2017
2510,2:34:39,Nolene CONRAD,Women,Marathon,26 JUL 1985,RSA,8,Cape Town (RSA),23 SEP 2018
2510,2:34:39,Marijke DE VISSER,Women,Marathon,15 JAN 1993,NED,33,Valencia (ESP),04 DEC 2022
2515,2:34:40,Antonina ANDRONAKI,Women,Marathon,06 NOV 1959,MDA,1,St. Dizier (FRA),18 SEP 1994
2515,2:34:40,Emebet ABOSA,Women,Marathon,12 SEP 1974,ETH,1,Lausanne (SUI),26 OCT 2003
2515,2:34:40,Sakie ARAI,Women,Marathon,23 JUN 1994,JPN,19,Osaka (JPN),29 JAN 2017
2518,2:34:41,Raisa SADREYDINOVA,Women,Marathon,09 MAY 1950,URS,1,Košice (TCH),02 OCT 1983
2518,2:34:41,Fabiola William JOHN,Women,Marathon,26 DEC 1984,TAN,2,Edinburgh (GBR),12 JUN 2005
2518,2:34:41,Tabitha KIBET,Women,Marathon,1985,KEN,1,Rio de Janeiro (BRA),08 JUL 2012
2518,2:34:41,Ko-eun YOUM,Women,Marathon,18 OCT 1994,KOR,5,Daegu (KOR),05 APR 2015
2518,2:34:41,Pauline Njeri KAHENYA,Women,Marathon,28 JUL 1985,KEN,3,Riga (LAT),20 MAY 2018
2518,2:34:41,Susana FRANCISCO,Women,Marathon,10 MAY 1991,POR,26,Sevilla (ESP),20 FEB 2022
2524,2:34:42,Debbie KILPATRICK-MORRIS,Women,Marathon,09 SEP 1963,USA,1,"Columbia, SC (USA)",11 FEB 1995
2524,2:34:42,Eri MATSUBARA,Women,Marathon,03 SEP 1975,JPN,1,Ageo (JPN),01 FEB 1998
2524,2:34:42,Elena FETIZON,Women,Marathon,04 MAR 1975,FRA,8,Paris (FRA),10 APR 2005
2524,2:34:42,Oksana KUZMICHEVA,Women,Marathon,20 OCT 1972,RUS,3,Reims (FRA),21 OCT 2007
2524,2:34:42,Hyvon NGETICH,Women,Marathon,12 MAY 1985,KEN,1,Santiago de Chile (CHI),03 APR 2011
2524,2:34:42,Divina JEPKOSGEI,Women,Marathon,1984,KEN,1,See Genezareth (ISR),10 JAN 2014
2524,2:34:42,Mariya REZNICHENKO,Women,Marathon,28 MAR 1995,RUS,4,Kazan (RUS),12 MAY 2024
2531,2:34:43,Genoveva EICHENMANN,Women,Marathon,12 SEP 1957,SUI,2,Zürich (SUI),24 APR 1988
2531,2:34:43,Hisaka TANAKA,Women,Marathon,06 APR 1975,JPN,2,Ageo (JPN),04 FEB 2001
2531,2:34:43,Elizabeth ALLOTT,Women,Marathon,09 FEB 1977,GBR,2,Lisboa (POR),02 DEC 2001
2531,2:34:43,Shuixian MU,Women,Marathon,10 OCT 1984,CHN,7,Xiamen (CHN),26 MAR 2005
2531,2:34:43,Karima Saleh JASSEM,Women,Marathon,18 FEB 1988,BRN,6,Valencia (ESP),16 NOV 2014
2531,2:34:43,Jaisha ORCHATTERI,Women,Marathon,23 MAY 1983,IND,18,"National Stadium, Beijing (CHN)",30 AUG 2015
2531,2:34:43,Caitlin PHILLIPS,Women,Marathon,13 JUL 1982,USA,16,Berlin (GER),29 SEP 2019
2531,2:34:43,Ewa JAGIELSKA,Women,Marathon,25 OCT 1982,POL,1,Warszawa (POL),24 SEP 2023
2539,2:34:44,Yongmei WANG,Women,Marathon,03 OCT 1968,CHN,21,Tianjin (CHN),04 APR 1993
2539,2:34:44,Tina CONNELLY,Women,Marathon,16 AUG 1970,CAN,2,"Sacramento, CA (USA)",05 DEC 1999
2539,2:34:44,Francesca ZANUSSO,Women,Marathon,25 OCT 1975,ITA,3,Carpi (ITA),15 OCT 2000
2539,2:34:44,Zhanna MALKOVA,Women,Marathon,27 OCT 1967,RUS,1,Lyon (FRA),23 SEP 2001
2539,2:34:44,Wioletta URYGA,Women,Marathon,18 OCT 1968,POL,14,Nagoya (JPN),09 MAR 2003
2539,2:34:44,Susanna BECK,Women,Marathon,01 MAY 1968,USA,8,"St. Louis, MO (USA)",03 APR 2004
2539,2:34:44,Dorte VIBJERG,Women,Marathon,28 OCT 1973,DEN,17,Frankfurt (GER),30 OCT 2011
2539,2:34:44,Kotomi TAKAYAMA,Women,Marathon,18 FEB 1993,JPN,8,Tokyo (JPN),26 FEB 2017
2539,2:34:44,Anastasya SLEPNEVA,Women,Marathon,11 JUL 1989,RUS,2,Perm (RUS),09 SEP 2018
2539,2:34:44,Hanna VANDENBUSSCHE,Women,Marathon,03 JUL 1987,BEL,13,Berlin (GER),26 SEP 2021
2539,2:34:44,Caroline POMERLEAU,Women,Marathon,28 APR 1995,CAN,10,Toronto (CAN),15 OCT 2023
2539,2:34:44,Rholex JELIMO,Women,Marathon,15 OCT 1988,KEN,4,Padova (ITA),21 APR 2024
2551,2:34:45,Midori SHIMOZONO,Women,Marathon,25 APR 1974,JPN,20,Nagoya (JPN),09 MAR 1997
2551,2:34:45,Birhan DAGNE,Women,Marathon,08 APR 1978,GBR,2,London (GBR),18 APR 2004
2551,2:34:45,Verónica PÉREZ,Women,Marathon,09 NOV 1979,ESP,1,San Sebastián (ESP),30 NOV 2014
2551,2:34:45,Hilary DIONNE,Women,Marathon,22 AUG 1985,USA,19,Berlin (GER),27 SEP 2015
2551,2:34:45,Kaho TANAKA,Women,Marathon,24 JUN 1991,JPN,5,Sapporo (JPN),27 AUG 2017
2551,2:34:45,Rochelle RODGERS,Women,Marathon,25 APR 1987,AUS,1,Shizuoka (JPN),24 FEB 2019
2551,2:34:45,Anya CULLING,Women,Marathon,24 NOV 1998,GBR,8,København (DEN),14 MAY 2023
