Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1400,2:30:12,Gemma BARRACHINA FERNANDEZ,Women,Marathon,10 APR 1986,ESP,22,Valencia (ESP),06 DEC 2020
1400,2:30:12,Teresiah OMOSA,Women,Marathon,05 FEB 1995,KEN,4,Fürstenfeld (AUT),23 MAY 2021
1403,2:30:13,Yuanyuan JIANG,Women,Marathon,20 DEC 1986,CHN,4,Xiamen (CHN),25 MAR 2006
1403,2:30:13,Alem KIFLE,Women,Marathon,22 OCT 1988,ETH,5,Roma (ITA),17 MAR 2013
1403,2:30:13,Katunge Agnes MUTUNE,Women,Marathon,26 JUN 1986,KEN,8,Frankfurt (GER),25 OCT 2015
1406,2:30:14,Nancy DITZ,Women,Marathon,25 JUN 1954,USA,2,"Pittsburgh, PA (USA)",01 MAY 1988
1406,2:30:14,Maria CURATOLO,Women,Marathon,12 OCT 1963,ITA,8,"Olympic Stadium, Seoul (KOR)",23 SEP 1988
1406,2:30:14,Taylor WARD,Women,Marathon,23 SEP 1990,USA,10,"Chicago, IL (USA)",13 OCT 2019
1409,2:30:15,Dongmei GU,Women,Marathon,05 NOV 1974,CHN,9,Tianjin (CHN),04 APR 1993
1409,2:30:15,Elżbieta JAROSZ,Women,Marathon,14 AUG 1971,POL,5,St. Paul (USA),07 OCT 2001
1411,2:30:16,Hiroko YOSHITOMI,Women,Marathon,26 DEC 1983,JPN,6,Tokyo (JPN),25 FEB 2018
1411,2:30:16,Maegan KRIFCHIN,Women,Marathon,01 APR 1988,USA,6,"Houston, TX (USA)",15 JAN 2023
1413,2:30:17,Masae UEOKA,Women,Marathon,06 OCT 1972,JPN,10,Nagoya (JPN),08 MAR 1998
1413,2:30:17,Reno OKURA,Women,Marathon,14 DEC 1995,JPN,14,Nagoya (JPN),14 MAR 2021
1415,2:30:18,Margaret Karie TOROITICH,Women,Marathon,29 DEC 1979,KEN,1,Nairobi (KEN),30 OCT 2011
1415,2:30:18,Natalya STARKOVA,Women,Marathon,08 NOV 1987,RUS,1,Toulouse (FRA),25 OCT 2015
1417,2:30:19,Kyung-hee CHOI,Women,Marathon,13 SEP 1981,KOR,4,Seoul (KOR),14 MAR 2004
1417,2:30:19,Maojie CAO,Women,Marathon,10 APR 1992,CHN,8,Chongqing (CHN),18 MAR 2012
1417,2:30:19,Nana SATO,Women,Marathon,24 SEP 1989,JPN,18,Nagoya (JPN),13 MAR 2022
1420,2:30:20,Mika YOSHIKAWA,Women,Marathon,16 SEP 1984,JPN,7,Tokyo (JPN),24 FEB 2013
1420,2:30:20,Mokulubete Blandina MAKATISI,Women,Marathon,01 SEP 1995,LES,31,"Stade de France, Paris (FRA)",11 AUG 2024
1422,2:30:21,Xiaoshu WANG,Women,Marathon,15 NOV 1986,CHN,3,Beijing (CHN),24 OCT 2010
1423,2:30:22,Limei JU,Women,Marathon,09 JUN 1978,CHN,12,Beijing (CHN),14 OCT 2001
1424,2:30:23,Deborah RAUNIG,Women,Marathon,29 SEP 1955,USA,2,St. Paul (USA),02 OCT 1988
1424,2:30:23,Florina PANA,Women,Marathon,20 JAN 1973,ROU,1,Bordeaux (FRA),18 APR 1999
1424,2:30:23,Malika ASAHSSAH,Women,Marathon,24 SEP 1982,MAR,7,Hamburg (GER),29 APR 2012
1424,2:30:23,Emane SEIFU,Women,Marathon,,ETH,8,Cape Town (RSA),15 OCT 2023
1428,2:30:24,Martha MARKOS,Women,Marathon,06 DEC 1983,ETH,4,Zhengzhou (CHN),27 MAR 2011
1428,2:30:24,Aki OTAGIRI,Women,Marathon,20 AUG 1990,JPN,10,Nagoya (JPN),08 MAR 2015
1428,2:30:24,Ednah MUKHWANA,Women,Marathon,11 FEB 1985,KEN,1,Zhengzhou (CHN),25 MAR 2018
1428,2:30:24,Nina LAUWAERT,Women,Marathon,06 AUG 1988,BEL,1,Eindhoven (NED),14 OCT 2018
1432,2:30:25,Lyutsia BELYAYEVA,Women,Marathon,22 JUN 1957,URS,3,Mogilyov (URS),07 JUN 1987
1432,2:30:25,Elvanie NIMBONA,Women,Marathon,15 MAR 1998,BDI,4,Venezia (ITA),23 OCT 2022
1432,2:30:25,Clara SIMAL,Women,Marathon,16 JAN 1987,ESP,19,Sevilla (ESP),19 FEB 2023
1435,2:30:26,Meseret KOTU,Women,Marathon,20 JAN 1981,ETH,6,Amsterdam (NED),20 OCT 2002
1435,2:30:26,Il Sim PAK,Women,Marathon,25 JAN 1994,PRK,2,"Five Rings Sports Center, Wuhan (CHN)",27 OCT 2019
1437,2:30:27,Mitsuko HIROSE,Women,Marathon,19 AUG 1974,JPN,9,Nagoya (JPN),10 MAR 1996
1437,2:30:27,Lingling JIN,Women,Marathon,16 JAN 1987,CHN,4,Beijing (CHN),16 OCT 2011
