Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2398,2:34:16,Caryl JONES,Women,Marathon,04 APR 1987,GBR,11,Amsterdam (NED),15 OCT 2017
2402,2:34:17,Joanna LODGE,Women,Marathon,06 JAN 1968,GBR,7,Berlin (GER),29 SEP 2002
2402,2:34:17,Turena JOHNSON-LANE,Women,Marathon,20 JUL 1975,USA,6,"Boston, MA (USA)",20 APR 2008
2402,2:34:17,Dagmara HANDZLIK,Women,Marathon,20 FEB 1986,CYP,7,Gold Coast (AUS),07 JUL 2019
2402,2:34:17,Nancy RUTTO,Women,Marathon,,KEN,5,"Friedrichswall, Hannover (GER)",06 APR 2025
2406,2:34:18,Joke KLEIJWEG,Women,Marathon,29 JAN 1962,NED,1,Rotterdam (NED),21 APR 1991
2406,2:34:18,Mineko WATANABE,Women,Marathon,24 JUL 1972,JPN,6,Nagoya (JPN),12 MAR 1995
2406,2:34:18,Miya NISHIO,Women,Marathon,11 MAY 1988,JPN,12,Tokyo (JPN),28 FEB 2016
2406,2:34:18,Vera NUNES,Women,Marathon,27 JAN 1980,POR,1,Zürich (SUI),09 APR 2017
2406,2:34:18,Ruth CROFT,Women,Marathon,15 JAN 1989,NZL,8,Seoul (KOR),17 MAR 2019
2406,2:34:18,Bency Chepngeno CHERUIYOT,Women,Marathon,16 JUL 1990,KEN,11,Istanbul (TUR),07 NOV 2021
2412,2:34:19,Jill CLARKE,Women,Marathon,20 JUN 1958,GBR,14,London (GBR),23 APR 1989
2412,2:34:19,Marina BELYAYEVA,Women,Marathon,15 AUG 1958,RUS,10,Berlin (GER),29 SEP 1996
2412,2:34:19,Sun-ae KIM,Women,Marathon,26 MAY 1978,KOR,5,Daegu (KOR),06 APR 2014
2412,2:34:19,Maria MCCAMBRIDGE,Women,Marathon,10 JUL 1975,IRL,2,Dublin (IRL),27 OCT 2014
2412,2:34:19,Amelwork GESSESSE,Women,Marathon,,ETH,1,Changde (CHN),15 OCT 2016
2412,2:34:19,Yumiko KINOSHITA,Women,Marathon,09 NOV 1986,JPN,15,Osaka (JPN),27 JAN 2019
2412,2:34:19,Meriah EARLE,Women,Marathon,21 MAY 1978,USA,9,"Duluth, MN (USA)",18 JUN 2022
2412,2:34:19,Nina ZARINA,Women,Marathon,17 MAR 1987,RUS,17,"Chicago, IL (USA)",09 OCT 2022
2420,2:34:20,Joy SMITH,Women,Marathon,05 JAN 1962,USA,18,London (GBR),21 APR 1991
2420,2:34:20,Andrea BOWMAN,Women,Marathon,25 FEB 1966,USA,2,"Duluth, MN (USA)",17 JUN 1995
2420,2:34:20,Hanane JANAT,Women,Marathon,17 JAN 1983,MAR,2,Firenze (ITA),27 NOV 2011
2420,2:34:20,Zeddi Jerop LIMO,Women,Marathon,06 AUG 1987,KEN,10,Valencia (ESP),15 NOV 2015
2420,2:34:20,Saki TABATA,Women,Marathon,06 APR 1991,JPN,24,Nagoya (JPN),13 MAR 2016
2420,2:34:20,Verity HOPKINS,Women,Marathon,01 JAN 1995,GBR,36,Valencia (ESP),01 DEC 2024
2426,2:34:21,Suzanne RIGG,Women,Marathon,29 NOV 1963,GBR,8,Berlin (GER),24 SEP 1995
2426,2:34:21,Ok-Ran JANG,Women,Marathon,,PRK,6,Pyongyang (PRK),15 APR 2001
2426,2:34:21,Tsegereda GIRMA,Women,Marathon,31 MAY 1995,ETH,8,Lanzhou (CHN),14 JUN 2015
2426,2:34:21,Meseret HAILU,Women,Marathon,07 JUL 2003,ETH,5,Nanchang (CHN),10 NOV 2024
2430,2:34:22,Mika HIKITA,Women,Marathon,04 AUG 1976,JPN,11,Nagoya (JPN),10 MAR 2002
2430,2:34:22,Demse Alemtsehay MESFIN,Women,Marathon,1985,ETH,7,Roma (ITA),18 MAR 2012
2430,2:34:22,Anna BRACEGIRDLE,Women,Marathon,1994,GBR,6,Manchester (GBR),03 APR 2022
2430,2:34:22,Olivia PRATT,Women,Marathon,21 JAN 1994,USA,18,"Chicago, IL (USA)",09 OCT 2022
2434,2:34:23,Shigemi MATSUMOTO,Women,Marathon,18 MAR 1975,JPN,18,Nagoya (JPN),09 MAR 1997
2434,2:34:23,Selina Chelimo CHEMUNGE,Women,Marathon,1982,KEN,1,Košice (SVK),05 OCT 2008
2434,2:34:23,Rael Kimaiyo JEPYATOR,Women,Marathon,1985,KEN,2,Warszawa (POL),25 SEP 2011
2434,2:34:23,Marashet JUMMA,Women,Marathon,1982,ETH,1,Valencia (ESP),27 NOV 2011
2434,2:34:23,Ivana SEKYROVÁ,Women,Marathon,13 OCT 1971,CZE,9,Rotterdam (NED),15 APR 2012
2434,2:34:23,Gladys Jerotich KIBIWOT,Women,Marathon,07 MAY 1990,BRN,9,Seoul (KOR),20 MAR 2016
2440,2:34:24,Karen DUNN,Women,Marathon,21 NOV 1962,USA,5,"Chicago, IL (USA)",16 OCT 1983
2440,2:34:24,Dimitra PAPASPYROU,Women,Marathon,02 JAN 1964,GRE,6,Berlin (GER),01 OCT 1989
2440,2:34:24,Naoko KISHIDA,Women,Marathon,14 MAY 1974,JPN,19,Nagoya (JPN),09 MAR 1997
2440,2:34:24,Tetyana KRIVOBOK-MEZENTSEVA,Women,Marathon,17 JAN 1972,UKR,5,Hamburg (GER),25 APR 2010
2440,2:34:24,Brianne NELSON,Women,Marathon,27 OCT 1980,USA,3,St. Paul (USA),05 OCT 2014
2440,2:34:24,Chuan LUO,Women,Marathon,01 JAN 1991,CHN,6,Hengshui (CHN),24 SEP 2016
2440,2:34:24,Sara BROGIATO,Women,Marathon,19 MAR 1990,ITA,22,Siena (ITA),11 APR 2021
2440,2:34:24,Mimi SMITH,Women,Marathon,,USA,21,"Chicago, IL (USA)",08 OCT 2023
2448,2:34:25,Irina SKLYARENKO,Women,Marathon,07 NOV 1961,URS,2,Uzhgorod (URS),17 APR 1988
2448,2:34:25,Wendy THOMAS,Women,Marathon,19 JAN 1979,USA,12,"Houston, TX (USA)",14 JAN 2012
2448,2:34:25,Penniah WANJIRU,Women,Marathon,11 OCT 1984,KEN,1,Brighton (GBR),12 APR 2015
2448,2:34:25,Shauline KOECH,Women,Marathon,1991,KEN,5,Izmir (TUR),17 APR 2022
2452,2:34:26,Heather MACDUFF,Women,Marathon,17 MAY 1958,GBR,1,Eindhoven (NED),16 OCT 1988
2452,2:34:26,Jackline Chemwok RIONOROPO,Women,Marathon,13 SEP 1983,KEN,1,Porto Alegre (BRA),18 MAY 2014
2452,2:34:26,Asuka YAMAMOTO,Women,Marathon,26 MAY 1997,JPN,11,Tokyo (JPN),25 FEB 2018
2452,2:34:26,Alexi PAPPAS,Women,Marathon,28 MAR 1990,GRE,10,"Houston, TX (USA)",19 JAN 2020
2456,2:34:27,Hong-xia LAN,Women,Marathon,,CHN,3,Dalian (CHN),27 OCT 1996
2456,2:34:27,Yongying KAN,Women,Marathon,20 APR 1979,CHN,3,Xiamen (CHN),30 MAR 2003
2456,2:34:27,Paola APOLONIO JUAREZ,Women,Marathon,27 APR 1978,MEX,1,Torreón (MEX),06 MAR 2011
2456,2:34:27,Sabah ES-SEQALLY,Women,Marathon,21 AUG 1997,MAR,9,Rabat (MAR),21 APR 2024
2456,2:34:27,Rebecca LOWE,Women,Marathon,15 SEP 1988,AUS,4,"Cricket Ground, Melbourne (AUS)",13 OCT 2024
2461,2:34:28,Jan YERKES,Women,Marathon,29 JAN 1957,USA,1,"Philadelphia, PA (USA)",28 NOV 1982
2461,2:34:28,Irene KOSGEI,Women,Marathon,26 OCT 1986,KEN,3,Ottawa (CAN),24 MAY 2009
2461,2:34:28,Fatiha KLILECH-FAUVEL,Women,Marathon,01 FEB 1975,FRA,3,Reims (FRA),18 OCT 2009
2461,2:34:28,Shoko MORI,Women,Marathon,17 MAY 1984,JPN,8,Osaka (JPN),25 JAN 2015
2461,2:34:28,Megumi AMAKO,Women,Marathon,13 DEC 1990,JPN,6,Seoul (KOR),15 MAR 2015
2461,2:34:28,Mun Hye OK,Women,Marathon,09 MAR 1993,PRK,9,Pyongyang (PRK),07 APR 2019
2461,2:34:28,Emily KEARNEY,Women,Marathon,10 NOV 1995,GBR,13,"Houston, TX (USA)",16 JAN 2022
2461,2:34:28,Mildred CHEPKEMEI,Women,Marathon,,KEN,1,Tunis (TUN),01 DEC 2024
2469,2:34:29,Allison ROE,Women,Marathon,30 MAY 1956,NZL,3,"Eugene, OR (USA)",07 SEP 1980
2469,2:34:29,Susan KING,Women,Marathon,09 JUN 1958,USA,10,"Olympia, WA (USA)",12 MAY 1984
2469,2:34:29,Yukie AKIYAMA,Women,Marathon,08 APR 1969,JPN,15,Osaka (JPN),26 JAN 1992
2469,2:34:29,Jackie HALLAM,Women,Marathon,13 FEB 1970,AUS,5,London (GBR),12 APR 1992
2469,2:34:29,. RUWIYATI,Women,Marathon,01 SEP 1977,INA,1,Chiang Mai (THA),13 DEC 1995
2469,2:34:29,Anzhelika AVERKOVA,Women,Marathon,13 MAR 1969,UKR,4,La Rochelle (FRA),28 NOV 2010
2469,2:34:29,Monika JUODSKAITĖ,Women,Marathon,03 OCT 1991,LTU,14,"Chicago, IL (USA)",11 OCT 2015
2469,2:34:29,Brendah KEBEYA,Women,Marathon,16 FEB 1992,KEN,9,Hannover (GER),07 APR 2019
2477,2:34:30,Tubay ERDAL,Women,Marathon,01 OCT 1995,TUR,1,Sofia (BUL),10 OCT 2021
2477,2:34:30,Hua YANG,Women,Marathon,08 JAN 1994,CHN,5,Chongqing (CHN),19 MAR 2023
2477,2:34:30,Fuyin LI,Women,Marathon,30 OCT 2003,CHN,20,Wuxi (CHN),23 MAR 2025
2480,2:34:31,Olga MICHURINA,Women,Marathon,13 FEB 1966,RUS,9,San Sebastián (ESP),31 OCT 1993
2481,2:34:32,Biratu LEGESE,Women,Marathon,30 DEC 1988,ETH,3,Madrid (ESP),26 APR 2015
2482,2:34:33,Li-bin LI,Women,Marathon,,CHN,19,Tianjin (CHN),04 APR 1993
2482,2:34:33,Ai IKEMOTO,Women,Marathon,07 FEB 1995,JPN,20,Nagoya (JPN),14 MAR 2021
2482,2:34:33,Rachel MCGUINNESS,Women,Marathon,15 FEB 1989,GBR,31,Valencia (ESP),04 DEC 2022
2485,2:34:34,Janine AIELLO,Women,Marathon,28 JAN 1959,USA,1,"San Diego, CA (USA)",13 DEC 1986
2485,2:34:34,Jekaterina PATJUK,Women,Marathon,06 APR 1983,EST,28,Valencia (ESP),06 DEC 2020
2487,2:34:35,Alison BLAKE,Women,Marathon,09 JUN 1948,GBR,1,Bedford (GBR),24 OCT 1982
2487,2:34:35,Riu-xia ZHU,Women,Marathon,16 AUG 1971,CHN,20,Tianjin (CHN),04 APR 1993
2487,2:34:35,Galina ZHULYEVA,Women,Marathon,05 MAR 1966,UKR,3,Barcelona (ESP),18 MAR 2000
2487,2:34:35,Mio KIUCHI,Women,Marathon,20 NOV 1978,JPN,13,Tokyo (JPN),18 NOV 2001
2487,2:34:35,Melanie PANAYIOTOU,Women,Marathon,21 JUL 1984,AUS,5,Rotterdam (NED),12 APR 2015
2487,2:34:35,Kelsey PONTON,Women,Marathon,,USA,14,"Houston, TX (USA)",16 JAN 2022
2487,2:34:35,Misa MOHAMMED,Women,Marathon,11 SEP 2004,ETH,2,Xichang (CHN),09 NOV 2024
2494,2:34:36,Luzia SAHLI,Women,Marathon,27 MAY 1956,SUI,1,Zürich (SUI),24 APR 1988
2494,2:34:36,Guohong XIAO,Women,Marathon,15 NOV 1975,CHN,3,Dalian (CHN),31 OCT 1999
2494,2:34:36,Dagmar RABENSTEINER,Women,Marathon,15 JUN 1963,AUT,10,Berlin (GER),28 SEP 2003
