Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2599,2:34:55,Hiroko TAMAGAWA,Women,Marathon,24 JUN 1972,JPN,1,Ageo (JPN),02 FEB 1997
2599,2:34:55,Nataly ROMERO JARAMILLO,Women,Marathon,26 FEB 1980,CHI,1,Santiago de Chile (CHI),01 APR 2012
2599,2:34:55,Karine PASQUIER,Women,Marathon,08 NOV 1977,FRA,11,Paris (FRA),12 APR 2015
2599,2:34:55,Neely SPENCE GRACEY,Women,Marathon,16 APR 1990,USA,7,"New York, NY (USA)",06 NOV 2016
2599,2:34:55,Andreia HESSEL,Women,Marathon,10 AUG 1984,BRA,32,Nagoya (JPN),10 MAR 2019
2599,2:34:55,Megan O'NEIL,Women,Marathon,07 JUN 1996,USA,4,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024
2607,2:34:56,Liping QIE,Women,Marathon,12 JAN 1987,CHN,6,Shanghai (CHN),26 NOV 2006
2607,2:34:56,Atalelech ASFAW,Women,Marathon,29 JAN 1983,USA,5,St. Paul (USA),06 OCT 2013
2607,2:34:56,Sudha SINGH,Women,Marathon,25 JUN 1986,IND,8,Mumbai (IND),20 JAN 2019
2610,2:34:57,Hiromi FUJII,Women,Marathon,10 MAR 1976,JPN,22,Nagoya (JPN),10 MAR 1996
2610,2:34:57,Flor VENEGAS,Women,Marathon,15 APR 1967,CHI,2,Reims (FRA),10 OCT 1996
2610,2:34:57,Monia CAPELLI,Women,Marathon,15 DEC 1969,ITA,2,Venezia (ITA),28 OCT 2001
2610,2:34:57,Jane NYAMBURA,Women,Marathon,12 DEC 1974,KEN,1,Lahore (PAK),29 JAN 2006
2610,2:34:57,Lucia Mwihaki KIMANI,Women,Marathon,21 JUN 1980,BIH,1,Zagreb (CRO),09 OCT 2011
2610,2:34:57,Anna NOSENKO,Women,Marathon,01 OCT 1988,UKR,2,Kraków (POL),15 MAY 2016
2610,2:34:57,Franziska RENG,Women,Marathon,22 MAY 1996,GER,13,Frankfurt (GER),29 OCT 2017
2610,2:34:57,Lineth CHEPKURUI,Women,Marathon,23 FEB 1987,KEN,4,Enschede (NED),22 APR 2018
2610,2:34:57,Abigail NORDBERG,Women,Marathon,26 NOV 1990,AUS,6,Gold Coast (AUS),07 JUL 2024
2619,2:34:58,Grażyna KOWINA,Women,Marathon,06 MAY 1962,POL,6,"Houston, TX (USA)",24 JAN 1993
2619,2:34:58,Alemitu BEKELE,Women,Marathon,22 AUG 1976,BEL,4,Zürich (SUI),26 APR 2009
2621,2:34:59,Laura DE WALD,Women,Marathon,27 JUL 1957,USA,4,Osaka (JPN),24 JAN 1982
2621,2:34:59,Naoko UCHIDA,Women,Marathon,25 DEC 1981,JPN,14,Nagoya (JPN),11 MAR 2007
2621,2:34:59,Halima HUSSEIN,Women,Marathon,13 JAN 1993,ETH,5,Roma (ITA),02 APR 2017
2621,2:34:59,Yelena DOLININ,Women,Marathon,06 AUG 1978,ISR,17,Sevilla (ESP),23 FEB 2020
2625,2:35:00,Tatiana FYODOROVA,Women,Marathon,18 MAY 1960,URS,3,Belaya Tserkov (URS),07 OCT 1988
2625,2:35:00,Anne Mette AAGARD,Women,Marathon,05 AUG 1973,DEN,11,Hamburg (GER),29 APR 2007
2625,2:35:00,Guangcai FANG,Women,Marathon,07 OCT 1987,CHN,11,Beijing (CHN),21 OCT 2007
2625,2:35:00,Taemo SHUMYE,Women,Marathon,11 SEP 1986,ETH,10,Beijing (CHN),25 NOV 2012
2625,2:35:00,Nera JAREB,Women,Marathon,24 DEC 1982,AUS,6,Gold Coast (AUS),03 JUL 2022
2625,2:35:00,Caroline KOECH,Women,Marathon,,KEN,2,Nairobi (KEN),27 OCT 2024
2625,2:35:00,Mastewal SILE,Women,Marathon,31 DEC 1999,ETH,6,Doha (QAT),17 JAN 2025
