Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2098,2:33:19,Agnieszka GORTEL,Women,Marathon,20 MAR 1977,POL,7,"Houston, TX (USA)",17 JAN 2016
2098,2:33:19,Marie-Ange BRUMELOT,Women,Marathon,14 JAN 1993,FRA,14,Rotterdam (NED),16 APR 2023
2103,2:33:20,Claudia METZNER,Women,Marathon,05 MAY 1966,GER,2,Frankfurt (GER),25 OCT 1992
2103,2:33:20,Karina SZYMAŃSKA,Women,Marathon,16 JAN 1975,POL,1,Odense (DEN),13 OCT 2002
2103,2:33:20,Anna THOMPSON,Women,Marathon,11 DEC 1976,AUS,4,Rotterdam (NED),10 APR 2005
2103,2:33:20,Inge DE JONG,Women,Marathon,06 JUN 1976,NED,7,Rotterdam (NED),10 APR 2016
2103,2:33:20,Melanie MYRAND,Women,Marathon,07 OCT 1985,CAN,9,Rotterdam (NED),07 APR 2019
2103,2:33:20,Milda EIMONTE,Women,Marathon,17 MAR 1989,LTU,14,Berlin (GER),29 SEP 2019
2109,2:33:21,Myong Hui KIM,Women,Marathon,04 JAN 1967,PRK,3,Pyongyang (PRK),09 APR 1995
2109,2:33:21,Patricia JARDON,Women,Marathon,17 MAR 1967,MEX,5,Rotterdam (NED),28 APR 1996
2109,2:33:21,Kaori TANABE,Women,Marathon,30 APR 1975,JPN,11,Nagoya (JPN),14 MAR 2004
2109,2:33:21,Mingming JIN,Women,Marathon,10 DEC 1996,CHN,6,Chongqing (CHN),20 MAR 2016
2109,2:33:21,Kenza DAHMANI,Women,Marathon,18 NOV 1980,ALG,1,Łódź (POL),23 APR 2017
2114,2:33:22,Christa VAHLENSIECK,Women,Marathon,27 MAY 1949,FRG,2,"Los Angeles, CA (USA)",05 JUN 1983
2114,2:33:22,Monika SCHÄFER,Women,Marathon,06 OCT 1959,FRG,2,Hamburg (GER),26 APR 1987
2114,2:33:22,Lidia PANCIU,Women,Marathon,12 DEC 1969,ROU,1,Puteaux (FRA),10 NOV 1996
2114,2:33:22,Laura GOTTI,Women,Marathon,14 JUN 1991,ITA,6,Milano (ITA),08 APR 2018
2114,2:33:22,Gode CHALA,Women,Marathon,15 OCT 1997,ETH,7,Barcelona (ESP),08 MAY 2022
2114,2:33:22,Lily ANDERSON,Women,Marathon,,USA,33,Valencia (ESP),01 DEC 2024
2120,2:33:23,Carolyn NAISBY,Women,Marathon,27 AUG 1959,GBR,1,Firenze (ITA),06 DEC 1987
2120,2:33:23,Yan-ping HAN,Women,Marathon,,CHN,18,Tianjin (CHN),04 APR 1993
2120,2:33:23,Hitomi NAKAMURA,Women,Marathon,23 JUN 1987,JPN,9,Osaka (JPN),31 JAN 2016
2120,2:33:23,Sophie SEWARD,Women,Marathon,,USA,3,"Duluth, MN (USA)",22 JUN 2019
2120,2:33:23,Ümmü KIRAZ,Women,Marathon,27 SEP 1982,TUR,23,"Hősök tere, Budapest (HUN)",26 AUG 2023
2120,2:33:23,Lisa HUWATSCHECK,Women,Marathon,1991,GER,22,Berlin (GER),29 SEP 2024
2126,2:33:24,Nancy CONZ,Women,Marathon,01 MAY 1957,USA,1,"Chicago, IL (USA)",26 SEP 1982
2126,2:33:24,Gabriela GORZYNSKA,Women,Marathon,27 FEB 1956,POL,2,Debno (POL),06 APR 1986
2126,2:33:24,Sally ELLIS,Women,Marathon,17 MAY 1958,GBR,12,London (GBR),23 APR 1989
2126,2:33:24,Nanami MATSUURA,Women,Marathon,24 DEC 1989,JPN,10,Osaka (JPN),26 JAN 2014
2126,2:33:24,Kim DILLEN,Women,Marathon,15 JAN 1983,NED,10,Berlin (GER),24 SEP 2017
2126,2:33:24,Kaili WANG,Women,Marathon,23 DEC 1996,CHN,9,Nanjing (CHN),29 NOV 2020
2132,2:33:25,Gabriele ANDERSEN,Women,Marathon,20 MAR 1945,SUI,1,"Sacramento, CA (USA)",04 DEC 1983
2132,2:33:25,Hilde HOVDENAK,Women,Marathon,15 FEB 1971,NOR,6,Rotterdam (NED),18 APR 1999
2132,2:33:25,Sun-yong KIM,Women,Marathon,05 AUG 1980,PRK,9,Pyongyang (PRK),08 APR 2007
2132,2:33:25,Tsigei WORKU,Women,Marathon,19 JAN 1982,ETH,7,Frankfurt (GER),28 OCT 2007
2132,2:33:25,Viktoriya POLYUDINA,Women,Marathon,29 JUN 1989,KGZ,1,Shenzhen (CHN),17 DEC 2017
2132,2:33:25,Gulzhanat ZHANATBEK,Women,Marathon,30 NOV 1991,KAZ,2,Nur-Sultan (KAZ),08 SEP 2019
2132,2:33:25,Thea HEIM,Women,Marathon,26 JUL 1992,GER,26,Valencia (ESP),04 DEC 2022
2132,2:33:25,Leila ARMOUSH,Women,Marathon,,GBR,52,Valencia (ESP),03 DEC 2023
2140,2:33:26,Olena PLASTININA,Women,Marathon,05 NOV 1963,UKR,3,"Duluth, MN (USA)",19 JUN 1999
2140,2:33:26,Alemnesh ESHETU HABTEMIKAEL,Women,Marathon,02 DEC 1990,ETH,1,Sevilla (ESP),13 FEB 2011
2140,2:33:26,Chloe RICHARDSON,Women,Marathon,04 DEC 1993,GBR,5,Manchester (GBR),03 APR 2022
2140,2:33:26,XiuZhen MA,Women,Marathon,05 JUL 2000,CHN,5,Hangzhou (CHN),17 APR 2022
2140,2:33:26,Marjolaine NICOLAS,Women,Marathon,1992,FRA,27,Valencia (ESP),04 DEC 2022
2140,2:33:26,Breanna SIERACKI,Women,Marathon,05 AUG 1995,USA,10,"Duluth, MN (USA)",17 JUN 2023
2140,2:33:26,Chiara Milena MAINETTI,Women,Marathon,08 JUN 1988,ARG,38,Sevilla (ESP),18 FEB 2024
2147,2:33:27,Eleanor DAVIS,Women,Marathon,21 FEB 1989,GBR,20,Valencia (ESP),01 DEC 2019
2147,2:33:27,Dylan HASSETT,Women,Marathon,19 MAY 1993,IRL,6,Pulford (GBR),25 APR 2021
2147,2:33:27,Élissa LEGAULT,Women,Marathon,20 JUN 1994,CAN,2,Ottawa (CAN),29 MAY 2022
2150,2:33:28,Kristijna LOONEN,Women,Marathon,26 JUL 1970,NED,5,Rotterdam (NED),10 APR 2005
2150,2:33:28,Nicola DUNCAN,Women,Marathon,15 MAR 1989,IRL,11,London (GBR),13 APR 2014
2150,2:33:28,Pascalia CHEPKOECH,Women,Marathon,,KEN,1,Ravenna (ITA),10 NOV 2019
2153,2:33:29,Miyuki TOKURA,Women,Marathon,02 JUL 1973,JPN,1,Kochi (JPN),16 FEB 1997
2153,2:33:29,Yunman MA,Women,Marathon,07 JUN 1984,CHN,5,Beijing (CHN),17 OCT 2004
2155,2:33:30,Maria José PUEYO,Women,Marathon,16 MAR 1970,ESP,10,Hamburg (GER),23 APR 2006
2156,2:33:31,Lynn NELSON,Women,Marathon,08 JAN 1962,USA,8,"Pittsburgh, PA (USA)",01 MAY 1988
2156,2:33:31,Miwako UEKI,Women,Marathon,27 JUN 1978,JPN,11,Nagoya (JPN),13 MAR 2005
2158,2:33:32,Maria Fatima CABRAL,Women,Marathon,14 JAN 1972,POR,6,Milano (ITA),30 NOV 2003
2158,2:33:32,Ruth KARANJA,Women,Marathon,05 JUL 1990,KEN,5,Wuxi (CHN),24 MAR 2019
2158,2:33:32,Meskerem HUNDE,Women,Marathon,06 DEC 1987,ETH,1,Nagano (JPN),21 APR 2019
2158,2:33:32,Faxian DOU,Women,Marathon,24 APR 1997,CHN,10,Nanjing (CHN),29 NOV 2020
2162,2:33:33,Linda STAUDT,Women,Marathon,19 AUG 1958,CAN,1,Montréal (CAN),13 SEP 1981
2162,2:33:33,Nelly AERTS,Women,Marathon,30 SEP 1962,BEL,1,Bruxelles (BEL),27 SEP 1987
2162,2:33:33,Josette COLOMB,Women,Marathon,28 JAN 1953,FRA,8,Paris (FRA),21 APR 1996
2162,2:33:33,Simona VIOLA,Women,Marathon,18 NOV 1971,ITA,10,Berlin (GER),26 SEP 1999
2162,2:33:33,Alla ZADOROZHNAYA,Women,Marathon,04 APR 1972,BLR,5,Frankfurt (GER),29 OCT 2000
2162,2:33:33,Erika ABRIL,Women,Marathon,29 MAR 1978,COL,50,"Olympic Stadium, London (GBR)",05 AUG 2012
