Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
501,2:25:11,Manuela MACHADO,Women,Marathon,09 AUG 1963,POR,3,London (GBR),18 APR 1999
502,2:25:12,Alevtina BIKTIMIROVA,Women,Marathon,10 SEP 1982,RUS,1,Frankfurt (GER),30 OCT 2005
502,2:25:12,Lyubov MORGUNOVA,Women,Marathon,14 JAN 1971,RUS,1,Rotterdam (NED),13 APR 2008
502,2:25:12,Lily PARTRIDGE,Women,Marathon,09 MAR 1991,GBR,21,Valencia (ESP),03 DEC 2023
502,2:25:12,Kaoutar FARKOUSSI,Women,Marathon,19 MAR 1996,MAR,2,Rabat (MAR),27 APR 2025
506,2:25:14,Kayoko OBATA,Women,Marathon,18 SEP 1971,JPN,5,Osaka (JPN),30 JAN 2000
506,2:25:14,Fate TOLA,Women,Marathon,22 OCT 1987,ETH,5,Berlin (GER),30 SEP 2012
506,2:25:14,Emily Chemutai NGETICH,Women,Marathon,27 SEP 1984,KEN,4,Frankfurt (GER),26 OCT 2014
506,2:25:14,Emmah Cheruto NDIWA,Women,Marathon,15 FEB 1996,KEN,5,Cape Town (RSA),20 OCT 2024
510,2:25:15,Weiwei SUN,Women,Marathon,13 JAN 1985,CHN,5,Beijing (CHN),13 OCT 2002
510,2:25:15,Živilé BALČIUNAITĖ,Women,Marathon,03 APR 1979,LTU,2,Tokyo (JPN),20 NOV 2005
510,2:25:15,Salomie Kassa GETNET,Women,Marathon,10 APR 1986,ETH,2,Roma (ITA),17 MAR 2013
510,2:25:15,Dulce FÉLIX,Women,Marathon,23 OCT 1982,POR,8,London (GBR),26 APR 2015
510,2:25:15,Ikumi FUKURA,Women,Marathon,11 AUG 1997,JPN,7,Nagoya (JPN),13 MAR 2022
510,2:25:15,Burtukan YIFRU,Women,Marathon,11 SEP 1998,ETH,2,Chongqing (CHN),02 MAR 2025
516,2:25:16,Yuna DAITO,Women,Marathon,27 OCT 1997,JPN,8,Osaka (JPN),28 JAN 2024
517,2:25:20,Yumi YOSHIKAWA,Women,Marathon,31 OCT 1990,JPN,5,Osaka (JPN),29 JAN 2023
517,2:25:20,Chernet MISGANAW,Women,Marathon,12 SEP 1995,ETH,2,Guangzhou (CHN),08 DEC 2024
519,2:25:21,Yasuko HASHIMOTO,Women,Marathon,12 AUG 1975,JPN,4,Nagoya (JPN),13 MAR 2005
519,2:25:21,Kimberley SMITH,Women,Marathon,19 NOV 1981,NZL,6,London (GBR),25 APR 2010
521,2:25:22,Roman GIDEY,Women,Marathon,20 FEB 1996,ETH,3,Guangzhou (CHN),08 DEC 2024
522,2:25:23,Olivera JEVTIĆ,Women,Marathon,24 JUL 1977,SCG,1,Rotterdam (NED),13 APR 2003
522,2:25:23,Rael Nguriatukei KINYARA,Women,Marathon,04 APR 1984,KEN,4,Eindhoven (NED),09 OCT 2011
522,2:25:23,Thalia VALDIVIA,Women,Marathon,27 APR 1996,PER,6,Rotterdam (NED),14 APR 2024
522,2:25:23,Leah JERUTO,Women,Marathon,,KEN,1,Düsseldorf (GER),27 APR 2025
526,2:25:25,Emebet NIGUSE,Women,Marathon,12 SEP 1999,ETH,4,Ljubljana (SLO),20 OCT 2024
527,2:25:29,Shiho TAKECHI,Women,Marathon,18 AUG 1990,JPN,7,Nagoya (JPN),13 MAR 2016
528,2:25:30,Daisy CHEROTICH,Women,Marathon,30 MAY 1997,KEN,6,Abu Dhabi (UAE),17 DEC 2022
529,2:25:31,Bong-Sil HAM,Women,Marathon,24 JUL 1974,PRK,5,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003
529,2:25:31,Eri HAYAKAWA,Women,Marathon,15 NOV 1981,JPN,3,Nagoya (JPN),09 MAR 2014
531,2:25:32,Esther KIPLAGAT,Women,Marathon,08 DEC 1966,KEN,3,Paris (FRA),07 APR 2002
531,2:25:32,Mihaela Maria BOTEZAN-PRUNDUS,Women,Marathon,21 NOV 1976,ROU,9,London (GBR),13 APR 2003
531,2:25:32,Anna INCERTI,Women,Marathon,19 JAN 1980,ITA,6,Berlin (GER),25 SEP 2011
531,2:25:32,Joan CHEPKOSGEI,Women,Marathon,2003,KEN,2,Milano (ITA),06 APR 2025
535,2:25:33,Martha KOMU,Women,Marathon,23 MAR 1983,KEN,1,Paris (FRA),06 APR 2008
536,2:25:34,Alina IVANOVA,Women,Marathon,16 MAR 1969,RUS,7,London (GBR),22 APR 2001
536,2:25:34,Azalech MASRESHA,Women,Marathon,04 MAY 1988,ETH,4,Paris (FRA),11 APR 2010
538,2:25:35,Bruna GENOVESE,Women,Marathon,24 SEP 1976,ITA,3,Tokyo (JPN),18 NOV 2001
538,2:25:35,Rie KAWAUCHI,Women,Marathon,15 MAR 1995,JPN,7,Osaka (JPN),30 JAN 2022
538,2:25:35,Muliye DEKEBO,Women,Marathon,13 MAR 1998,ETH,2,"Houston, TX (USA)",15 JAN 2023
538,2:25:35,Angie ORJUELA,Women,Marathon,09 MAY 1989,COL,16,Berlin (GER),24 SEP 2023
542,2:25:36,Huandi ZHONG,Women,Marathon,28 JUN 1967,CHN,5,Tianjin (CHN),04 APR 1993
542,2:25:36,Pamela CHEPCHUMBA,Women,Marathon,08 MAR 1979,KEN,1,Milano (ITA),02 DEC 2007
542,2:25:36,Alisa VAINIO,Women,Marathon,16 NOV 1997,FIN,14,Berlin (GER),29 SEP 2024
542,2:25:36,Natsuki OMORI,Women,Marathon,22 JUN 1994,JPN,9,Nagoya (JPN),09 MAR 2025
546,2:25:37,Uta PIPPIG,Women,Marathon,07 SEP 1965,GER,1,Berlin (GER),24 SEP 1995
546,2:25:37,Workenesh TOLA,Women,Marathon,06 JUN 1977,ETH,2,Paris (FRA),06 APR 2008
