Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
999,2:28:06,Helena SAMPAIO,Women,Marathon,09 OCT 1973,POR,1,Amsterdam (NED),19 OCT 2003
999,2:28:06,Ji Hyang KIM,Women,Marathon,26 SEP 1995,PRK,1,Pyongyang (PRK),10 APR 2016
999,2:28:06,Yevheniia PROKOFIEVA,Women,Marathon,05 JUN 1995,UKR,1,Belaya Tserkva (UKR),06 OCT 2019
999,2:28:06,Neheng KHATALA,Women,Marathon,02 JUL 1992,LES,1,Cape Town (RSA),30 MAY 2021
999,2:28:06,Betty JEPLETING,Women,Marathon,28 JUL 1988,KEN,1,Castellón (ESP),27 FEB 2022
999,2:28:06,Tigist TADESE,Women,Marathon,23 JAN 1998,ETH,3,Venezia (ITA),22 OCT 2023
1007,2:28:07,Carey EDGE MAY,Women,Marathon,19 JUL 1959,IRL,1,Osaka (JPN),27 JAN 1985
1007,2:28:07,Martina STRÄHL,Women,Marathon,07 MAY 1987,SUI,7,"Olympiastadion, Berlin (GER)",12 AUG 2018
1009,2:28:08,Noriko KAWAGUCHI,Women,Marathon,24 APR 1969,JPN,6,Osaka (JPN),30 JAN 1994
1009,2:28:08,Volha DUBOVSKAYA,Women,Marathon,02 OCT 1985,BLR,4,Düsseldorf (GER),29 APR 2012
1011,2:28:09,Yanmei DONG,Women,Marathon,16 FEB 1977,CHN,1,Dalian (CHN),26 OCT 1997
1011,2:28:09,Naomi SAKASHITA,Women,Marathon,25 MAY 1975,JPN,9,Nagoya (JPN),11 MAR 2001
1011,2:28:09,Lyudmyla PUSKINA,Women,Marathon,02 OCT 1965,UKR,1,"Columbus, OH (USA)",19 OCT 2003
1011,2:28:09,Yelena BURYKINA,Women,Marathon,07 MAY 1972,RUS,2,Dublin (IRL),27 OCT 2003
1011,2:28:09,Risa TAKENAKA,Women,Marathon,06 JAN 1990,JPN,4,Nagoya (JPN),08 MAR 2015
1011,2:28:09,Nell ROJAS,Women,Marathon,27 NOV 1987,USA,1,"Duluth, MN (USA)",22 JUN 2019
1017,2:28:10,Taeko TERAUCHI,Women,Marathon,19 DEC 1972,JPN,8,Osaka (JPN),31 JAN 1999
1017,2:28:10,Freya MURRAY,Women,Marathon,20 SEP 1983,GBR,13,London (GBR),22 APR 2012
1019,2:28:11,Ria VAN LANDEGHEM,Women,Marathon,19 JUL 1957,BEL,1,St. Paul (USA),02 OCT 1988
1019,2:28:11,Aurora CUNHA,Women,Marathon,31 MAY 1959,POR,3,London (GBR),23 APR 1989
1019,2:28:11,Konjit TILAHUN,Women,Marathon,22 SEP 1987,ETH,11,Dubai (UAE),24 JAN 2014
1019,2:28:11,Violet JELAGAT,Women,Marathon,30 JUL 1993,KEN,4,München (GER),09 OCT 2022
1023,2:28:12,Allie KIEFFER,Women,Marathon,16 SEP 1987,USA,7,"New York, NY (USA)",04 NOV 2018
