Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1997,2:32:48,Etsegenet BELETE,Women,Marathon,12 NOV 1997,ETH,2,Torino (ITA),05 NOV 2023
2002,2:32:49,Nelly GLAUSER,Women,Marathon,27 JAN 1966,SUI,4,Rotterdam (NED),28 APR 1996
2002,2:32:49,Yumi SATO,Women,Marathon,22 DEC 1976,JPN,5,Osaka (JPN),29 JAN 2012
2002,2:32:49,Kyung-hee LIM,Women,Marathon,16 NOV 1982,KOR,3,Daegu (KOR),08 APR 2012
2005,2:32:50,Svetlana PRÉTOT,Women,Marathon,03 JUL 1971,RUS,2,"San Diego, CA (USA)",03 JUN 2007
2005,2:32:50,Chizuru IDETA,Women,Marathon,15 NOV 1986,JPN,14,Nagoya (JPN),10 MAR 2013
2005,2:32:50,Vaida ŽŪSINAITĖ-NEKRIOŠIENĖ,Women,Marathon,13 JAN 1988,LTU,4,Hannover (GER),10 APR 2016
2008,2:32:51,Mi-ok LEE,Women,Marathon,10 MAR 1968,KOR,15,"Olympic Stadium, Seoul (KOR)",23 SEP 1988
2008,2:32:51,Zoila GOMEZ,Women,Marathon,07 JUN 1979,USA,11,"Chicago, IL (USA)",10 OCT 2010
2008,2:32:51,Rina YAMAZAKI,Women,Marathon,06 MAY 1988,JPN,6,Tokyo (JPN),27 FEB 2011
2008,2:32:51,Kaori OYAMA,Women,Marathon,06 DEC 1982,JPN,11,Tokyo (JPN),26 FEB 2012
2008,2:32:51,Lizzie LEE,Women,Marathon,22 MAY 1980,IRL,17,Berlin (GER),27 SEP 2015
2008,2:32:51,Emmaculate CHEPKIRUI,Women,Marathon,03 AUG 2000,KEN,6,Málaga (ESP),15 DEC 2024
2014,2:32:52,Yu-ying LIU,Women,Marathon,1972,CHN,14,Tianjin (CHN),04 APR 1993
2014,2:32:52,Courtney MCGUIRE,Women,Marathon,09 OCT 1999,IRL,3,Dublin (IRL),30 OCT 2022
2016,2:32:53,Kersti JAKOBSEN,Women,Marathon,15 FEB 1956,DEN,6,London (GBR),20 APR 1986
2016,2:32:53,Maureen ROBEN,Women,Marathon,31 AUG 1955,USA,4,St. Paul (USA),02 OCT 1988
2016,2:32:53,Olga YUDENKOVA,Women,Marathon,07 JAN 1967,BLR,1,Hannover (GER),05 APR 1998
2016,2:32:53,Marta FERNÁNDEZ DE CASTRO,Women,Marathon,19 AUG 1971,ESP,7,Rotterdam (NED),22 APR 2001
2016,2:32:53,Careen CHEPTOEK,Women,Marathon,06 JUN 1993,KEN,2,Taipei City (TPE),15 DEC 2024
2021,2:32:54,Irina RUBAN,Women,Marathon,04 AUG 1962,URS,3,Uzhgorod (URS),07 OCT 1986
2021,2:32:54,Wenrong ZHENG,Women,Marathon,26 NOV 1988,CHN,7,Dalian (CHN),30 APR 2011
2021,2:32:54,Kathya GARCIA,Women,Marathon,03 DEC 1987,MEX,7,"Houston, TX (USA)",16 JAN 2022
2024,2:32:55,Rita MARCHISIO,Women,Marathon,13 FEB 1950,ITA,1,Osaka (JPN),24 JAN 1982
2024,2:32:55,Chun-yan BAI,Women,Marathon,1966,CHN,5,Tianjin (CHN),29 MAR 1987
2024,2:32:55,Xiu-ying CHEN,Women,Marathon,13 JAN 1973,CHN,15,Tianjin (CHN),04 APR 1993
2024,2:32:55,Soon-duk KANG,Women,Marathon,29 OCT 1974,KOR,3,Kyongju (KOR),24 MAR 1996
2024,2:32:55,Yelena PARAMONOVA,Women,Marathon,28 JUN 1962,RUS,1,"Austin, TX (USA)",18 FEB 2001
2024,2:32:55,Adriana Rodica CHIRITA,Women,Marathon,28 OCT 1976,ROU,7,Hamburg (GER),27 APR 2003
2024,2:32:55,Emily HARRISON,Women,Marathon,13 FEB 1986,USA,3,St. Paul (USA),02 OCT 2011
2024,2:32:55,Yuka GITOU,Women,Marathon,03 OCT 2000,JPN,22,Nagoya (JPN),09 MAR 2025
2032,2:32:56,May ALLISON,Women,Marathon,25 OCT 1964,CAN,2,"Cleveland, OH (USA)",05 MAY 1996
2032,2:32:56,Hae-jin BAE,Women,Marathon,15 MAR 1979,KOR,4,Seoul (KOR),02 NOV 2003
2032,2:32:56,Nicole STEVENSON,Women,Marathon,13 SEP 1973,CAN,2,"Houston, TX (USA)",15 JAN 2006
2032,2:32:56,Anália ROSA,Women,Marathon,28 FEB 1976,POR,10,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006
2036,2:32:57,Alba MILANA,Women,Marathon,17 MAR 1959,ITA,1,Roma (ITA),24 APR 1983
