Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1301,2:29:34,Dorthe RASMUSSEN,Women,Marathon,27 JAN 1960,DEN,4,London (GBR),23 APR 1989
1301,2:29:34,Carmen DE OLIVEIRA,Women,Marathon,17 AUG 1965,BRA,6,Nagoya (JPN),10 MAR 1996
1301,2:29:34,Maya NISHIO,Women,Marathon,19 DEC 1978,JPN,8,Nagoya (JPN),09 MAR 2008
1301,2:29:34,Ann-Marie MCGLYNN,Women,Marathon,22 FEB 1980,IRL,3,Pulford (GBR),25 APR 2021
1305,2:29:35,Gloria MARCONI,Women,Marathon,31 MAR 1968,ITA,1,Roma (ITA),23 MAR 2003
1305,2:29:35,Yuko MACHIDA,Women,Marathon,11 AUG 1980,JPN,3,Nagoya (JPN),08 MAR 2009
1305,2:29:35,Edinah KWAMBAI,Women,Marathon,28 DEC 1987,KEN,2,Ljubljana (SLO),27 OCT 2013
1305,2:29:35,Marie IMADA,Women,Marathon,18 JAN 1990,JPN,4,Saitama (JPN),09 DEC 2018
1309,2:29:36,Katsuyo HYODO,Women,Marathon,04 DEC 1967,JPN,2,Osaka (JPN),28 JAN 1990
1309,2:29:36,Yuzhu ZHANG,Women,Marathon,,CHN,1,Tianjin (CHN),10 APR 1999
1309,2:29:36,Kellys  ARIAS,Women,Marathon,03 JUL 1989,COL,6,Hamburg (GER),17 APR 2016
1309,2:29:36,Beatrice Jelangat CHEROP,Women,Marathon,03 APR 1988,KEN,6,Roma (ITA),17 MAR 2024
1313,2:29:37,Misako MIYAHARA,Women,Marathon,29 MAY 1962,JPN,2,Osaka (JPN),31 JAN 1988
1313,2:29:37,Takako TOBISE,Women,Marathon,02 JUN 1974,JPN,3,Nagoya (JPN),09 MAR 1997
1313,2:29:37,Liza HUNTER-GALVAN,Women,Marathon,25 JUN 1969,NZL,2,"San Antonio, TX (USA)",16 NOV 2008
1313,2:29:37,Svetlana KLIMKOVICH-KOVGAN,Women,Marathon,26 AUG 1980,BLR,1,Brighton (GBR),15 APR 2012
1313,2:29:37,Sarah INGLIS,Women,Marathon,28 AUG 1991,GBR,9,"Chicago, IL (USA)",09 OCT 2022
1318,2:29:38,Cathy O'BRIEN,Women,Marathon,19 JUL 1967,USA,1,"Los Angeles, CA (USA)",03 MAR 1991
1319,2:29:39,Anuta CATUNA,Women,Marathon,01 OCT 1968,ROU,2,Marrakech (MAR),30 JAN 1994
1319,2:29:39,Hiromi IGARASHI,Women,Marathon,26 OCT 1970,JPN,7,Berlin (GER),10 SEP 2000
1321,2:29:40,Kerstin PRESSLER,Women,Marathon,02 FEB 1962,GER,3,"Los Angeles, CA (USA)",01 MAR 1992
1322,2:29:41,Meiyu SHEN,Women,Marathon,21 MAR 1987,CHN,10,Beijing (CHN),13 OCT 2002
1322,2:29:41,Katarzyna KOWALSKA,Women,Marathon,07 APR 1985,POL,12,Berlin (GER),27 SEP 2015
1322,2:29:41,Sofia JEBIWOTT,Women,Marathon,,KEN,4,Madrid (ESP),27 APR 2025
1325,2:29:42,Lydia Njeri MATHATHI,Women,Marathon,11 NOV 1985,KEN,6,Porto (POR),07 NOV 2021
1326,2:29:43,Joyce SMITH,Women,Marathon,26 OCT 1937,GBR,1,London (GBR),09 MAY 1982
1326,2:29:43,Naomi WATANABE,Women,Marathon,29 JAN 1968,JPN,7,Osaka (JPN),26 JAN 1992
1326,2:29:43,Irina SUVOROVA,Women,Marathon,03 MAR 1971,RUS,2,St. Paul (USA),08 OCT 2000
1326,2:29:43,Lucilla ANDREUCCI,Women,Marathon,19 DEC 1969,ITA,1,Milano (ITA),03 DEC 2000
1326,2:29:43,Mai TAGAMI,Women,Marathon,22 JAN 1980,JPN,2,Sapporo (JPN),29 AUG 2004
1326,2:29:43,Lyudmila KORCHAGINA,Women,Marathon,26 JUL 1971,CAN,1,Ottawa (CAN),28 MAY 2006
1326,2:29:43,Makida ABDELAH,Women,Marathon,1989,ETH,6,Ottawa (CAN),25 MAY 2014
1326,2:29:43,Nina VOELCKEL,Women,Marathon,06 FEB 1999,GER,4,"Friedrichswall, Hannover (GER)",06 APR 2025
1334,2:29:44,Qingmei CHEN,Women,Marathon,04 APR 1963,CHN,3,Osaka (JPN),27 JAN 1991
1334,2:29:44,Mi-ja OH,Women,Marathon,03 JUL 1970,KOR,1,Kunsan (KOR),09 APR 2000
1334,2:29:44,Cristina POMACU,Women,Marathon,15 SEP 1973,ROU,1,Beograd (SRB),21 APR 2001
1337,2:29:45,Hellen KIMAIYO-KIPKOSKEI,Women,Marathon,08 SEP 1968,KEN,10,London (GBR),13 APR 1997
1337,2:29:45,Tami YADA,Women,Marathon,31 MAY 1972,JPN,3,Paris (FRA),05 APR 1998
1337,2:29:45,Mary PTIKANY,Women,Marathon,1978,KEN,4,Frankfurt (GER),30 OCT 2005
1337,2:29:45,Janet CHEROBON-BAWCOM,Women,Marathon,22 AUG 1978,USA,5,"Houston, TX (USA)",14 JAN 2012
1337,2:29:45,Isabella OCHICHI,Women,Marathon,28 OCT 1979,KEN,3,"Honolulu, HI (USA)",13 DEC 2015
1337,2:29:45,Kathy VANDEHY,Women,Marathon,,USA,5,"Duluth, MN (USA)",17 JUN 2023
1343,2:29:46,Emma SCAUNICH,Women,Marathon,01 MAR 1954,ITA,2,"Chicago, IL (USA)",30 OCT 1988
1343,2:29:46,Sara FERRARI,Women,Marathon,30 SEP 1977,ITA,2,Torino (ITA),01 APR 2001
1343,2:29:46,Nina RILLSTONE,Women,Marathon,15 APR 1975,NZL,3,Nagano (JPN),16 APR 2006
1343,2:29:46,Caroline Jebet KORIR,Women,Marathon,11 AUG 1994,KEN,3,Venezia (ITA),23 OCT 2022
1343,2:29:46,Nawal YAHI,Women,Marathon,09 DEC 1991,ALG,27,Sevilla (ESP),18 FEB 2024
1348,2:29:47,Paula FUDGE,Women,Marathon,30 MAR 1952,GBR,3,"Chicago, IL (USA)",30 OCT 1988
1348,2:29:47,Natalya GALUSHKO,Women,Marathon,18 SEP 1971,BLR,6,Osaka (JPN),25 JAN 1998
1348,2:29:47,Aberash NESGA,Women,Marathon,1985,ETH,2,Reims (FRA),16 OCT 2011
1348,2:29:47,Pasacline JELAGAT,Women,Marathon,,KEN,1,Castellón (ESP),16 FEB 2025
1352,2:29:48,Nadia PRASAD,Women,Marathon,06 OCT 1967,FRA,1,"Los Angeles, CA (USA)",05 MAR 1995
1352,2:29:48,Maria del Carmen DÍAZ,Women,Marathon,15 JUL 1970,MEX,2,Rotterdam (NED),28 APR 1996
1352,2:29:48,Fernanda RIBEIRO,Women,Marathon,23 JUN 1969,POR,6,Hamburg (GER),23 APR 2006
1352,2:29:48,Jingxia ZHANG,Women,Marathon,15 JUL 1991,CHN,1,Chongqing (CHN),22 MAR 2014
1352,2:29:48,Emily SETLACK,Women,Marathon,02 JUN 1980,CAN,11,Toronto (CAN),20 OCT 2019
1352,2:29:48,Tiringo MULU,Women,Marathon,,ETH,1,Porto Alegre (BRA),27 APR 2025
1358,2:29:49,Alevtina NAUMOVA,Women,Marathon,16 JAN 1961,URS,1,Uzhgorod (URS),17 APR 1988
1358,2:29:49,Yelena NURGALIEVA,Women,Marathon,09 JAN 1976,RUS,2,Frankfurt (GER),31 OCT 2004
1358,2:29:49,Lemma AYELA,Women,Marathon,1987,ETH,2,Milano (ITA),12 APR 2015
1358,2:29:49,Yurie DOI,Women,Marathon,08 DEC 1988,JPN,11,Nagoya (JPN),11 MAR 2018
