Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1701,2:31:30,Hafida IZEM,Women,Marathon,20 APR 1979,MAR,3,Frankfurt (GER),29 OCT 2006
1701,2:31:30,Karina PÉREZ,Women,Marathon,04 OCT 1982,MEX,2,Torreón (MEX),04 MAR 2012
1701,2:31:30,Mona STOCKHECKE,Women,Marathon,11 OCT 1983,GER,8,Frankfurt (GER),30 OCT 2016
1701,2:31:30,Purity CHEROMEI,Women,Marathon,,KEN,4,Firenze (ITA),26 NOV 2023
1705,2:31:31,Gitte KARLSHØJ,Women,Marathon,14 MAY 1959,DEN,2,"Chicago, IL (USA)",19 OCT 1997
1706,2:31:32,Ho-sun PARK,Women,Marathon,17 NOV 1986,KOR,1,Seoul (KOR),03 NOV 2013
1706,2:31:32,Chika IHARA,Women,Marathon,12 JUL 1995,JPN,11,Osaka (JPN),27 JAN 2019
1706,2:31:32,Tinebeb NEBIYU,Women,Marathon,2000,ETH,6,Abu Dhabi (UAE),16 DEC 2023
1706,2:31:32,Shujia DENG,Women,Marathon,09 JUN 2002,CHN,13,Wuxi (CHN),23 MAR 2025
1710,2:31:33,Susan TOOBY,Women,Marathon,24 OCT 1960,GBR,12,"Olympic Stadium, Seoul (KOR)",23 SEP 1988
1710,2:31:33,Andrea WALLACE,Women,Marathon,22 NOV 1966,GBR,3,London (GBR),12 APR 1992
1710,2:31:33,Olga KALENDAROVA,Women,Marathon,15 JUL 1985,POL,4,Wien (AUT),15 APR 2012
1710,2:31:33,Kikuyo TSUZAKI,Women,Marathon,27 AUG 1989,JPN,2,Riga (LAT),14 MAY 2017
1710,2:31:33,Cynthia JEROP,Women,Marathon,20 MAR 1995,KEN,2,Venezia (ITA),27 OCT 2019
1710,2:31:33,Tabea THEMANN,Women,Marathon,22 MAR 1992,GER,27,Berlin (GER),24 SEP 2023
1710,2:31:33,Lauren HEYES,Women,Marathon,21 APR 1990,GBR,47,Valencia (ESP),03 DEC 2023
1717,2:31:34,Manami KAMITANIDA,Women,Marathon,21 DEC 1989,JPN,9,Tokyo (JPN),23 FEB 2014
1718,2:31:35,Christine CLARK,Women,Marathon,10 OCT 1962,USA,19,"Olympic Stadium, Sydney (AUS)",24 SEP 2000
1718,2:31:35,Yuka EZAKI,Women,Marathon,20 OCT 1981,JPN,5,Osaka (JPN),28 JAN 2007
1718,2:31:35,Edna KIMAIYO,Women,Marathon,03 FEB 1988,KEN,3,Valencia (ESP),16 NOV 2014
1718,2:31:35,Federica SUGAMIELE,Women,Marathon,27 APR 1996,ITA,1,Reggio Emilia (ITA),10 DEC 2023
1722,2:31:36,Alemitu LEMA,Women,Marathon,13 MAY 1997,ETH,2,Mersin (TUR),03 DEC 2017
1722,2:31:36,Bracha DEUTSCH,Women,Marathon,29 AUG 1989,ISR,20,Sevilla (ESP),20 FEB 2022
1724,2:31:37,Monika LÖVENICH,Women,Marathon,03 NOV 1955,FRG,2,Frankfurt (GER),15 MAY 1983
1724,2:31:37,Tomoko SHIMOKAWA,Women,Marathon,21 NOV 1986,JPN,9,Nagoya (JPN),11 MAR 2007
